ir1,ir2,degree,time
11.7,5.1,3,10:49:50.081237
11.7,5.4,3,10:49:50.109120
11.9,5.4,3,10:49:50.136318
11.9,5.3,3,10:49:50.167127
11.8,5.3,3,10:49:50.198521
11.8,5.2,3,10:49:50.227853
11.8,5.2,3,10:49:50.256701
11.9,5.6,3,10:49:50.285528
11.9,5.6,3,10:49:50.312687
12.0,5.6,3,10:49:50.340305
12.0,5.4,3,10:49:50.367124
11.8,5.4,3,10:49:50.395639
11.8,5.3,3,10:49:50.423121
11.8,5.3,3,10:49:50.450347
11.8,5.7,3,10:49:50.482569
11.8,5.7,3,10:49:50.512071
11.9,5.7,3,10:49:50.541993
11.9,5.6,3,10:49:50.572213
11.8,5.6,3,10:49:50.602145
11.8,5.5,3,10:49:50.632127
11.9,5.5,3,10:49:50.661404
11.9,5.9,3,10:49:50.688958
11.9,5.9,3,10:49:50.715682
12.0,5.9,3,10:49:50.743461
12.0,5.9,3,10:49:50.770424
12.0,5.9,3,10:49:50.797680
12.0,5.7,3,10:49:50.824800
12.0,5.7,3,10:49:50.852017
12.0,6.2,3,10:49:50.879388
12.0,6.2,3,10:49:50.905985
12.5,6.0,3,10:49:50.937436
12.5,6.0,3,10:49:50.968892
12.6,6.0,3,10:49:50.998727
12.6,5.9,3,10:49:51.029204
12.8,5.9,3,10:49:51.058959
12.8,6.1,3,10:49:51.086106
12.8,6.1,3,10:49:51.113033
13.3,6.3,3,10:49:51.141448
13.3,6.3,3,10:49:51.171695
13.3,6.3,3,10:49:51.201239
13.3,6.2,3,10:49:51.231599
13.4,6.2,3,10:49:51.261124
13.4,6.4,3,10:49:51.288644
13.4,6.4,3,10:49:51.315553
13.9,6.6,3,10:49:51.344160
13.9,6.6,3,10:49:51.373942
13.9,6.5,3,10:49:51.406677
13.9,6.5,3,10:49:51.436881
13.9,6.5,3,10:49:51.464943
13.9,6.7,3,10:49:51.492715
13.9,6.7,3,10:49:51.520646
13.9,6.8,3,10:49:51.548509
13.9,6.8,3,10:49:51.575518
14.1,6.8,3,10:49:51.604396
14.1,6.8,3,10:49:51.632362
14.0,6.9,3,10:49:51.661524
14.0,6.9,3,10:49:51.688807
14.0,6.9,3,10:49:51.715912
14.2,7.2,3,10:49:51.744917
14.2,7.2,3,10:49:51.774793
14.3,7.1,3,10:49:51.805915
14.3,7.1,3,10:49:51.837046
14.3,7.2,3,10:49:51.865814
14.3,7.2,3,10:49:51.892323
14.3,7.2,3,10:49:51.921435
14.3,7.5,3,10:49:51.949358
14.3,7.5,3,10:49:51.978195
14.5,7.4,3,10:49:52.005732
14.5,7.4,3,10:49:52.032355
14.4,7.4,3,10:49:52.059964
14.4,7.4,3,10:49:52.089879
14.4,7.4,3,10:49:52.119178
14.4,7.8,3,10:49:52.150297
14.8,7.8,3,10:49:52.177593
14.8,7.7,3,10:49:52.204308
14.8,7.7,3,10:49:52.231593
14.7,7.7,3,10:49:52.258391
14.7,7.8,3,10:49:52.285966
14.7,7.8,3,10:49:52.313070
14.7,8.1,3,10:49:52.340683
14.7,8.1,3,10:49:52.369919
15.0,8.2,3,10:49:52.401314
15.0,8.2,3,10:49:52.431331
14.9,8.2,3,10:49:52.462801
14.9,8.2,3,10:49:52.490791
14.9,8.2,3,10:49:52.519100
14.9,8.6,3,10:49:52.548055
15.3,8.6,3,10:49:52.576210
15.3,8.6,3,10:49:52.603222
15.3,8.6,3,10:49:52.629816
15.1,8.6,3,10:49:52.661393
15.1,8.6,3,10:49:52.688890
15.0,8.6,3,10:49:52.715958
15.0,9.0,3,10:49:52.743825
15.3,9.0,3,10:49:52.771811
15.3,9.1,3,10:49:52.800316
15.3,9.1,3,10:49:52.828479
14.9,9.2,3,10:49:52.857973
14.9,9.2,3,10:49:52.886069
14.3,9.2,3,10:49:52.914183
14.3,9.4,3,10:49:52.942947
14.2,9.4,3,10:49:52.971588
14.2,9.6,3,10:49:52.999497
14.2,9.6,3,10:49:53.026740
13.4,9.7,3,10:49:53.057119
13.4,9.7,3,10:49:53.083309
12.5,9.7,3,10:49:53.111499
12.5,10.1,3,10:49:53.139256
11.9,10.1,3,10:49:53.167823
11.9,10.1,3,10:49:53.196670
11.9,10.1,3,10:49:53.223622
10.7,10.3,3,10:49:53.254058
10.7,10.3,3,10:49:53.282215
9.5,10.3,3,10:49:53.309676
9.5,10.6,3,10:49:53.338211
8.8,10.6,3,10:49:53.368386
8.8,10.8,3,10:49:53.395958
8.8,10.8,3,10:49:53.423335
7.8,10.9,3,10:49:53.451858
7.8,10.9,3,10:49:53.479210
6.9,10.9,3,10:49:53.506180
6.9,11.3,3,10:49:53.534037
6.9,11.3,3,10:49:53.561324
6.3,11.3,3,10:49:53.588961
6.3,11.3,3,10:49:53.616212
5.6,11.5,3,10:49:53.643134
5.6,11.5,3,10:49:53.672134
5.6,11.5,3,10:49:53.701496
4.9,11.9,4,10:49:53.731701
4.9,11.9,4,10:49:53.762409
4.7,12.1,4,10:49:53.793119
4.7,12.1,4,10:49:53.820588
4.5,12.2,4,10:49:53.848872
4.5,12.2,4,10:49:53.877792
4.2,12.5,4,10:49:53.906501
4.2,12.5,4,10:49:53.934595
4.5,12.5,4,10:49:53.962864
4.5,13.0,4,10:49:53.990109
4.5,13.0,4,10:49:54.017202
4.6,13.2,4,10:49:54.046164
4.6,13.2,4,10:49:54.076143
4.5,13.2,4,10:49:54.106503
4.5,13.6,4,10:49:54.137099
4.7,13.6,4,10:49:54.165985
4.7,14.2,4,10:49:54.193796
4.7,14.2,4,10:49:54.221123
5.1,14.5,4,10:49:54.248961
5.1,14.5,4,10:49:54.279354
5.0,14.7,4,10:49:54.313511
5.0,14.7,4,10:49:54.343513
5.2,14.7,4,10:49:54.372616
5.2,15.1,4,10:49:54.400997
5.6,15.1,4,10:49:54.428760
5.6,15.1,4,10:49:54.456369
5.6,15.1,4,10:49:54.487546
5.7,15.2,4,10:49:54.517496
5.7,15.2,4,10:49:54.547073
5.9,15.4,4,10:49:54.578446
5.9,15.4,4,10:49:54.605600
6.2,15.4,4,10:49:54.632436
6.2,14.9,4,10:49:54.660632
6.4,14.9,4,10:49:54.688641
6.4,14.4,4,10:49:54.716868
6.4,14.4,4,10:49:54.744282
6.6,13.9,5,10:49:54.771626
6.6,13.9,5,10:49:54.799063
7.0,13.9,5,10:49:54.826299
7.0,12.5,5,10:49:54.854483
7.0,12.5,5,10:49:54.884964
7.3,11.3,5,10:49:54.923158
7.7,11.3,5,10:49:54.953671
7.7,10.3,5,10:49:54.983029
7.7,10.3,5,10:49:55.010313
8.4,9.4,5,10:49:55.039608
8.4,9.4,5,10:49:55.066955
8.7,9.4,5,10:49:55.094282
8.7,8.3,5,10:49:55.121913
9.2,8.3,5,10:49:55.148596
9.2,7.5,5,10:49:55.177541
9.2,7.5,5,10:49:55.207291
10.2,6.5,5,10:49:55.238516
10.2,6.5,5,10:49:55.268377
10.5,6.5,5,10:49:55.296954
10.5,5.5,5,10:49:55.324496
10.9,5.5,5,10:49:55.352432
10.9,5.1,5,10:49:55.382478
11.7,5.1,5,10:49:55.414355
11.7,4.3,5,10:49:55.445120
11.9,4.3,5,10:49:55.477502
11.9,3.0,5,10:49:55.507694
11.9,3.0,5,10:49:55.537416
11.9,2.7,5,10:49:55.568169
11.9,2.7,5,10:49:55.599700
12.3,2.7,5,10:49:55.628447
12.3,2.6,5,10:49:55.655987
12.4,2.6,5,10:49:55.683766
12.4,2.5,5,10:49:55.711836
12.4,2.5,5,10:49:55.739345
12.4,2.6,5,10:49:55.766762
12.4,2.6,5,10:49:55.794161
12.5,2.6,5,10:49:55.821775
12.5,2.6,5,10:49:55.848959
12.5,2.6,5,10:49:55.876494
12.6,2.5,5,10:49:55.905578
12.6,2.5,5,10:49:55.934473
12.2,2.6,5,10:49:55.963192
12.2,2.6,5,10:49:55.990623
11.9,2.6,5,10:49:56.017861
11.9,2.7,5,10:49:56.046196
11.8,2.7,5,10:49:56.074080
11.8,2.4,4,10:49:56.101410
11.8,2.4,4,10:49:56.128599
11.5,2.5,4,10:49:56.158602
11.5,2.5,4,10:49:56.187952
11.3,2.6,3,10:49:56.218611
11.3,2.6,3,10:49:56.248637
11.5,2.6,3,10:49:56.278799
11.5,2.4,3,10:49:56.306083
11.5,2.4,3,10:49:56.333393
11.6,2.3,3,10:49:56.360723
11.6,2.3,3,10:49:56.388139
12.4,2.6,3,10:49:56.415767
12.4,2.6,3,10:49:56.443016
12.4,2.6,3,10:49:56.470654
13.0,2.4,3,10:49:56.503476
13.0,2.4,3,10:49:56.532730
13.3,2.3,3,10:49:56.564931
13.3,2.3,3,10:49:56.592318
13.5,2.6,3,10:49:56.619543
13.5,2.6,3,10:49:56.646825
13.9,2.6,3,10:49:56.675372
13.9,2.5,3,10:49:56.702646
13.9,2.5,3,10:49:56.730073
13.9,2.4,3,10:49:56.757588
13.9,2.4,3,10:49:56.787535
14.1,2.6,3,10:49:56.817991
14.1,2.6,3,10:49:56.847321
14.7,2.5,3,10:49:56.876766
14.7,2.5,3,10:49:56.905094
14.7,2.5,3,10:49:56.932301
14.7,2.4,3,10:49:56.959902
14.7,2.4,3,10:49:56.989959
14.8,2.6,3,10:49:57.023073
14.8,2.6,3,10:49:57.052420
15.3,2.5,3,10:49:57.083072
15.3,2.5,3,10:49:57.110311
15.4,2.5,3,10:49:57.137378
15.4,2.4,3,10:49:57.165050
15.4,2.4,3,10:49:57.196050
15.4,2.6,3,10:49:57.225695
15.4,2.6,3,10:49:57.254950
15.8,2.4,3,10:49:57.285017
15.8,2.4,3,10:49:57.312175
15.8,2.4,3,10:49:57.338911
15.8,2.4,3,10:49:57.365923
15.8,2.4,3,10:49:57.393280
15.7,2.6,3,10:49:57.421361
15.7,2.6,3,10:49:57.449184
16.1,2.5,2,10:49:57.476860
16.1,2.5,2,10:49:57.503834
16.3,2.5,2,10:49:57.531652
16.3,2.4,2,10:49:57.560079
16.3,2.4,2,10:49:57.590120
16.4,2.6,2,10:49:57.623091
16.4,2.6,2,10:49:57.653106
17.0,2.6,2,10:49:57.688707
17.0,2.6,2,10:49:57.718384
17.7,2.5,2,10:49:57.750147
17.7,2.5,2,10:49:57.779844
18.1,2.8,2,10:49:57.807357
18.1,2.8,2,10:49:57.833954
18.9,2.8,2,10:49:57.862491
18.9,2.8,3,10:49:57.889751
18.9,2.8,3,10:49:57.918439
19.2,2.7,3,10:49:57.946939
19.2,2.7,3,10:49:57.973984
19.3,2.8,3,10:49:58.005069
19.3,2.8,3,10:49:58.034873
19.5,2.8,3,10:49:58.065566
19.5,2.9,3,10:49:58.093403
19.5,2.9,3,10:49:58.120711
19.5,2.7,3,10:49:58.147677
19.5,2.7,3,10:49:58.175169
19.6,2.8,3,10:49:58.205172
19.6,2.8,3,10:49:58.231736
19.6,2.8,3,10:49:58.259208
19.6,2.9,3,10:49:58.287032
19.6,2.9,3,10:49:58.314924
19.5,2.8,3,10:49:58.342050
19.5,2.8,3,10:49:58.369372
19.4,2.8,3,10:49:58.401492
19.4,2.8,3,10:49:58.432430
19.3,2.8,3,10:49:58.461481
19.3,2.9,3,10:49:58.489997
19.5,2.9,3,10:49:58.517598
19.5,2.8,3,10:49:58.544569
19.5,2.8,3,10:49:58.571790
19.4,2.8,3,10:49:58.600228
19.4,2.8,3,10:49:58.627565
19.6,2.8,3,10:49:58.655008
19.6,3.1,3,10:49:58.682264
19.6,3.1,3,10:49:58.709470
19.5,2.9,3,10:49:58.738829
19.5,2.9,3,10:49:58.766006
19.5,2.8,3,10:49:58.795903
19.5,2.8,3,10:49:58.825998
19.4,3.1,3,10:49:58.856872
19.4,3.1,3,10:49:58.887338
19.4,3.1,3,10:49:58.914825
19.4,2.9,3,10:49:58.941606
19.4,2.9,3,10:49:58.969244
19.3,2.8,3,10:49:59.001564
19.3,2.8,3,10:49:59.031402
19.6,3.1,3,10:49:59.064861
19.6,3.1,3,10:49:59.092748
19.6,2.9,3,10:49:59.120787
19.6,2.9,3,10:49:59.147895
19.6,2.9,3,10:49:59.175220
19.5,2.9,3,10:49:59.203228
19.5,2.9,3,10:49:59.230543
19.4,3.2,3,10:49:59.257632
19.4,3.2,3,10:49:59.284656
19.4,3.2,3,10:49:59.312207
19.8,3.1,3,10:49:59.340307
19.8,3.1,3,10:49:59.367738
19.7,2.9,3,10:49:59.397051
19.7,2.9,3,10:49:59.427063
19.7,3.1,3,10:49:59.457945
19.7,3.1,3,10:49:59.487530
19.7,3.1,3,10:49:59.514414
19.7,3.1,3,10:49:59.541856
19.7,3.1,3,10:49:59.568902
19.5,2.9,3,10:49:59.599833
19.5,2.9,3,10:49:59.630062
19.4,3.0,3,10:49:59.659702
19.4,3.0,3,10:49:59.688346
19.5,3.2,3,10:49:59.715827
19.5,3.2,3,10:49:59.743038
19.5,3.2,3,10:49:59.770566
19.3,2.9,3,10:49:59.802661
19.3,2.9,3,10:49:59.832605
19.4,3.0,3,10:49:59.863986
19.4,3.0,3,10:49:59.893473
19.5,3.2,3,10:49:59.921629
19.5,3.2,3,10:49:59.948745
19.2,3.2,3,10:49:59.976055
19.2,3.1,3,10:50:00.003717
19.2,3.1,3,10:50:00.031070
19.2,3.0,3,10:50:00.059144
19.2,3.0,3,10:50:00.086057
19.2,3.2,3,10:50:00.113675
19.2,3.2,3,10:50:00.140632
19.2,3.2,3,10:50:00.168200
19.3,3.1,3,10:50:00.199187
19.3,3.1,3,10:50:00.229347
19.0,3.1,3,10:50:00.260326
19.0,3.1,3,10:50:00.290037
19.0,3.4,3,10:50:00.317710
19.0,3.4,3,10:50:00.344794
19.3,3.1,3,10:50:00.373201
19.3,3.1,3,10:50:00.403001
19.3,3.1,3,10:50:00.433239
19.2,3.2,3,10:50:00.464674
19.2,3.2,3,10:50:00.493677
19.2,3.4,3,10:50:00.520648
19.2,3.4,3,10:50:00.548199
19.1,3.2,3,10:50:00.576318
19.1,3.2,3,10:50:00.606236
19.2,3.1,3,10:50:00.637527
19.2,3.1,3,10:50:00.667788
19.2,3.1,3,10:50:00.697757
19.2,3.5,3,10:50:00.725137
19.2,3.5,3,10:50:00.752384
19.3,3.2,3,10:50:00.779843
19.3,3.2,3,10:50:00.806749
19.1,3.2,3,10:50:00.833986
19.1,3.2,3,10:50:00.861897
19.1,3.2,3,10:50:00.889754
19.0,3.5,3,10:50:00.916834
19.0,3.5,3,10:50:00.944202
19.3,3.5,3,10:50:00.974132
19.3,3.4,3,10:50:01.005897
19.1,3.4,3,10:50:01.036576
19.1,3.2,3,10:50:01.067675
18.9,3.2,3,10:50:01.096771
18.9,3.6,3,10:50:01.124359
18.9,3.6,3,10:50:01.152875
19.2,3.4,3,10:50:01.181764
19.2,3.4,3,10:50:01.208563
19.0,3.4,3,10:50:01.237805
19.0,3.2,3,10:50:01.266412
18.9,3.2,3,10:50:01.293683
18.9,3.4,3,10:50:01.321832
18.9,3.4,3,10:50:01.349085
19.2,3.5,3,10:50:01.378442
19.2,3.5,3,10:50:01.406420
19.0,3.5,3,10:50:01.434129
19.0,3.3,3,10:50:01.463432
18.8,3.3,3,10:50:01.490652
18.8,3.4,3,10:50:01.520844
19.1,3.4,3,10:50:01.552115
19.1,3.5,3,10:50:01.582384
19.1,3.5,3,10:50:01.609185
18.8,3.4,3,10:50:01.638283
18.8,3.4,3,10:50:01.665314
18.7,3.4,3,10:50:01.692485
18.7,3.6,3,10:50:01.720692
18.7,3.6,3,10:50:01.747443
18.7,3.6,3,10:50:01.776314
18.7,3.6,3,10:50:01.806185
18.8,3.5,3,10:50:01.837440
18.8,3.5,3,10:50:01.869025
18.5,3.6,3,10:50:01.898614
18.5,3.6,3,10:50:01.925641
18.6,3.6,3,10:50:01.953181
18.6,3.8,3,10:50:01.981276
18.6,3.8,3,10:50:02.010418
18.8,3.6,3,10:50:02.041207
18.8,3.6,3,10:50:02.071197
18.7,3.7,3,10:50:02.100666
18.7,3.7,3,10:50:02.128074
18.5,3.9,3,10:50:02.155919
18.5,3.9,3,10:50:02.183722
18.5,3.9,3,10:50:02.214266
18.5,3.6,3,10:50:02.244243
18.5,3.6,3,10:50:02.275414
18.4,3.6,3,10:50:02.304549
18.4,3.6,3,10:50:02.331173
18.2,3.6,3,10:50:02.359313
18.2,3.9,3,10:50:02.387108
18.3,3.9,3,10:50:02.417074
18.3,3.7,3,10:50:02.447370
17.7,3.7,3,10:50:02.479071
17.7,3.8,3,10:50:02.507345
17.7,3.8,3,10:50:02.534201
17.6,4.1,3,10:50:02.562790
17.6,4.1,3,10:50:02.589474
17.7,4.1,3,10:50:02.616843
17.7,3.9,3,10:50:02.643967
17.7,3.9,3,10:50:02.672002
17.6,3.9,3,10:50:02.699528
17.6,3.9,3,10:50:02.726663
17.4,4.1,3,10:50:02.754434
17.4,4.1,3,10:50:02.781171
17.4,4.1,3,10:50:02.811186
17.5,4.0,3,10:50:02.843496
17.3,4.0,3,10:50:02.873696
17.3,4.0,3,10:50:02.903044
17.3,4.0,3,10:50:02.930232
17.2,4.1,3,10:50:02.958376
17.2,4.1,3,10:50:02.985508
17.4,4.1,3,10:50:03.015884
17.4,4.1,3,10:50:03.045848
17.3,4.1,3,10:50:03.076863
17.3,4.1,3,10:50:03.106062
17.3,4.1,3,10:50:03.134413
17.1,4.2,3,10:50:03.161434
17.1,4.2,3,10:50:03.189048
17.3,4.1,3,10:50:03.221699
17.3,4.1,3,10:50:03.251287
17.1,4.1,3,10:50:03.280943
17.1,4.1,3,10:50:03.309119
17.0,4.1,3,10:50:03.336233
17.0,4.3,3,10:50:03.363540
17.0,4.3,3,10:50:03.390296
17.1,4.2,3,10:50:03.419084
17.1,4.2,3,10:50:03.446797
17.0,4.2,3,10:50:03.474258
17.0,4.2,3,10:50:03.501559
17.0,4.2,3,10:50:03.528459
16.9,4.4,3,10:50:03.556305
16.9,4.4,3,10:50:03.583093
16.9,4.4,3,10:50:03.612087
16.9,4.4,3,10:50:03.642576
16.8,4.4,3,10:50:03.672312
16.8,4.3,3,10:50:03.701865
16.8,4.3,3,10:50:03.729905
16.7,4.5,3,10:50:03.757925
16.7,4.5,3,10:50:03.784723
16.7,4.5,3,10:50:03.814500
16.7,4.5,3,10:50:03.845336
16.6,4.5,3,10:50:03.874814
16.6,4.4,3,10:50:03.905157
16.7,4.4,3,10:50:03.933401
16.7,4.5,3,10:50:03.960450
16.7,4.5,3,10:50:03.987642
16.7,4.6,3,10:50:04.018939
16.7,4.6,3,10:50:04.048431
16.5,4.5,3,10:50:04.079619
16.5,4.5,3,10:50:04.109050
16.4,4.5,3,10:50:04.135993
16.4,4.6,3,10:50:04.163154
16.4,4.6,3,10:50:04.190363
16.3,4.7,3,10:50:04.221864
16.3,4.7,3,10:50:04.251408
16.3,4.7,3,10:50:04.281285
16.3,4.7,3,10:50:04.310606
16.2,4.7,3,10:50:04.337884
16.2,4.7,3,10:50:04.364964
15.9,4.7,3,10:50:04.391968
15.9,4.8,3,10:50:04.421980
15.9,4.8,3,10:50:04.453828
15.8,4.8,3,10:50:04.483286
15.8,4.8,3,10:50:04.511847
15.3,4.9,3,10:50:04.540228
15.3,4.9,3,10:50:04.567288
15.1,4.9,3,10:50:04.595012
15.1,5.1,3,10:50:04.624717
14.6,5.1,3,10:50:04.655429
14.6,4.9,3,10:50:04.685079
14.6,4.9,3,10:50:04.714140
13.9,5.0,3,10:50:04.743745
13.9,5.0,3,10:50:04.770634
13.2,5.2,3,10:50:04.798490
13.2,5.2,3,10:50:04.828594
12.1,5.2,3,10:50:04.858886
12.1,5.1,3,10:50:04.888863
12.1,5.1,3,10:50:04.917380
11.1,5.1,3,10:50:04.944121
11.1,5.1,3,10:50:04.971321
10.2,5.1,3,10:50:04.998145
10.2,5.4,3,10:50:05.026663
9.3,5.4,3,10:50:05.055156
9.3,5.2,3,10:50:05.082756
9.3,5.2,3,10:50:05.110188
8.1,5.2,3,10:50:05.139806
8.1,5.2,3,10:50:05.167050
7.3,5.2,3,10:50:05.194506
7.3,5.5,3,10:50:05.226257
6.3,5.5,3,10:50:05.256417
6.3,5.5,3,10:50:05.286555
6.3,5.5,3,10:50:05.317043
5.5,5.4,3,10:50:05.345196
5.5,5.4,3,10:50:05.372452
5.0,5.7,3,10:50:05.399820
5.0,5.7,3,10:50:05.427095
4.5,5.7,3,10:50:05.455384
4.5,5.7,3,10:50:05.482426
4.5,5.7,3,10:50:05.510891
4.1,5.5,3,10:50:05.543788
4.1,5.5,3,10:50:05.574045
3.7,5.6,3,10:50:05.607520
3.7,5.6,3,10:50:05.634184
3.5,5.8,3,10:50:05.661940
3.5,5.8,3,10:50:05.689009
3.3,5.8,3,10:50:05.718065
3.3,5.8,3,10:50:05.746573
3.3,5.8,3,10:50:05.773875
3.0,5.8,3,10:50:05.803952
3.0,5.8,3,10:50:05.834261
3.0,6.0,3,10:50:05.864428
3.0,6.0,3,10:50:05.894407
2.9,6.1,4,10:50:05.923126
2.9,6.1,4,10:50:05.949822
2.9,6.1,4,10:50:05.977018
2.7,6.0,4,10:50:06.005729
2.7,6.0,4,10:50:06.032921
2.7,6.3,4,10:50:06.060202
2.7,6.3,4,10:50:06.087249
2.7,6.3,4,10:50:06.114480
2.7,6.4,4,10:50:06.141948
2.7,6.4,4,10:50:06.169539
2.6,6.6,4,10:50:06.196448
2.6,6.6,4,10:50:06.224562
2.7,6.6,4,10:50:06.252743
2.7,6.9,4,10:50:06.281507
2.7,6.9,4,10:50:06.309250
2.7,6.8,4,10:50:06.337266
2.7,6.8,4,10:50:06.366176
2.7,6.8,4,10:50:06.393644
2.7,6.8,4,10:50:06.421681
2.7,6.8,4,10:50:06.449247
2.7,7.0,4,10:50:06.478146
2.9,7.0,4,10:50:06.507993
2.9,6.8,4,10:50:06.535305
2.9,6.8,4,10:50:06.562584
2.8,6.7,4,10:50:06.590722
2.8,6.7,4,10:50:06.618219
2.9,6.7,4,10:50:06.645261
2.9,7.0,4,10:50:06.673200
3.2,7.0,4,10:50:06.702474
3.2,6.8,4,10:50:06.733586
3.2,6.8,4,10:50:06.764823
3.1,6.8,4,10:50:06.797357
3.1,6.8,4,10:50:06.825769
3.2,7.0,4,10:50:06.854177
3.2,7.0,4,10:50:06.881328
3.5,7.0,4,10:50:06.908838
3.5,7.0,4,10:50:06.936072
3.5,7.0,4,10:50:06.963654
3.5,7.0,4,10:50:06.990423
3.5,7.0,4,10:50:07.019603
3.4,7.1,4,10:50:07.052228
3.4,7.1,4,10:50:07.081767
3.7,7.1,4,10:50:07.112490
3.7,7.1,4,10:50:07.139932
3.6,7.1,4,10:50:07.168070
3.6,7.1,4,10:50:07.195227
3.6,7.1,4,10:50:07.224776
3.6,7.2,4,10:50:07.255436
3.6,7.2,4,10:50:07.286148
4.2,7.2,4,10:50:07.318838
