ir_L,ir_R,degree
34.9,22.0,40.54
35.2,21.8,41.05
35.4,20.9,40.95
35.0,20.0,40.16
34.6,17.8,36.23
34.6,17.1,36.21
35.7,17.8,33.7
34.9,18.9,33.71
36.3,20.1,34.07
38.3,20.3,36.23
39.8,20.3,36.36
41.1,20.4,38.26
40.2,20.6,45.88
40.0,20.8,45.98
39.1,21.2,46.0
38.2,21.5,45.93
37.8,21.8,45.95
37.8,21.9,46.01
37.3,22.3,45.95
36.6,22.1,42.09
36.0,22.7,40.07
34.6,22.8,38.42
33.8,22.9,38.5
31.9,22.9,38.65
30.7,23.0,43.11
29.0,23.3,43.04
27.9,23.3,43.07
27.2,23.9,38.32
26.6,24.0,30.81
26.7,24.0,30.79
26.8,24.1,31.09
27.8,23.2,36.98
29.6,23.0,36.99
30.7,25.4,46.03
31.4,25.9,46.05
30.2,26.0,46.07
24.2,26.4,45.97
17.6,27.0,38.88
10.0,27.4,36.72
7.1,26.5,36.83
4.6,26.2,36.74
3.9,26.0,39.86
3.5,28.1,40.8
3.4,25.2,40.86
3.2,25.1,40.81
3.1,22.7,40.82
3.1,22.0,40.84
3.0,22.2,33.77
2.9,21.9,27.52
3.0,21.6,23.26
3.0,20.6,23.25
2.9,20.0,23.25
3.0,18.7,21.43
3.0,17.5,21.2
2.9,15.3,17.66
2.9,13.2,14.19
3.0,9.2,13.87
3.0,7.0,11.26
3.1,5.3,11.17
3.4,4.4,8.8
3.6,5.0,8.71
4.1,4.9,8.72
4.4,4.1,8.72
4.9,4.2,8.19
5.1,5.7,4.83
5.6,6.4,4.39
5.8,7.8,4.36
6.4,8.6,4.42
6.8,9.5,4.39
7.6,10.8,5.18
8.4,11.4,12.17
11.2,11.8,19.03
22.8,11.7,27.69
22.2,11.6,34.68
33.3,11.2,37.34
33.9,10.2,37.4
36.6,9.6,37.35
25.1,9.1,37.33
23.5,9.1,37.33
25.6,10.0,37.27
29.8,10.5,40.88
33.2,11.2,40.9
36.5,11.5,42.57
37.0,11.8,42.76
36.7,11.8,42.75
35.6,12.0,42.73
34.2,12.1,42.75
34.0,12.1,42.74
33.8,12.1,42.73
34.1,11.9,42.84
32.9,11.8,42.69
31.6,11.6,42.72
30.1,11.3,42.73
28.6,10.9,42.69
26.3,10.4,42.79
24.3,10.2,42.71
19.5,9.7,42.69
15.1,9.5,42.75
11.0,9.2,42.69
6.9,9.2,42.7
5.0,9.5,42.67
3.7,10.0,42.73
3.2,10.7,42.5
2.9,11.1,42.35
2.8,11.4,42.41
2.7,11.4,42.38
2.7,11.0,42.35
2.7,10.9,37.94
2.6,11.1,37.88
2.6,11.5,35.49
2.6,12.4,32.42
2.5,12.8,32.35
2.6,13.6,25.61
2.5,13.8,21.46
2.5,13.9,18.17
2.5,13.6,9.56
2.5,12.8,2.1
2.6,11.4,1.93
2.5,10.1,1.8
2.6,8.4,1.89
2.8,7.2,1.97
3.1,5.8,2.14
3.7,5.3,2.2
4.0,3.9,2.08
4.6,4.0,2.21
5.0,5.6,2.31
5.6,7.4,2.41
6.0,10.1,8.23
6.3,11.2,8.02
6.5,13.0,8.26
7.4,13.6,10.11
8.7,14.4,23.77
11.9,14.6,26.36
13.2,14.8,33.4
17.1,14.8,36.84
22.2,15.0,37.83
28.7,15.0,37.84
26.8,14.9,37.9
20.0,15.1,37.75
17.1,15.1,37.77
16.6,15.1,37.78
16.9,15.0,37.81
21.9,14.9,41.12
26.6,14.8,41.2
32.1,14.8,45.64
33.1,14.8,47.7
29.7,14.8,48.58
31.0,14.8,49.93
37.7,14.6,50.12
46.7,14.5,50.11
49.8,14.0,50.1
51.9,13.2,50.18
52.8,11.3,50.2
52.6,10.0,50.19
51.9,8.3,50.13
51.2,7.4,50.17
50.4,6.9,50.09
51.8,7.4,50.15
51.1,8.1,50.11
51.9,9.7,50.16
52.1,10.8,50.11
52.9,12.1,50.12
52.0,12.7,50.11
51.5,13.3,50.09
51.8,13.5,50.1
52.2,13.8,50.1
52.0,13.9,50.11
52.3,14.0,50.09
52.9,13.9,50.13
52.6,13.5,49.9
52.1,13.1,49.89
51.5,12.5,49.88
51.9,12.2,49.82
51.3,11.7,49.79
47.3,11.7,49.81
44.9,11.9,49.76
42.0,11.9,49.78
41.6,12.4,49.85
42.3,12.8,49.93
41.2,13.5,49.88
40.0,13.8,49.83
37.8,14.5,49.82
34.9,14.9,49.86
37.1,15.4,49.9
38.2,15.7,49.9
38.2,15.8,49.87
36.0,15.6,49.85
29.0,15.5,49.84
16.4,15.0,49.84
9.4,14.7,49.85
5.0,14.2,49.86
4.1,14.1,49.92
3.6,14.8,49.87
3.5,15.0,49.87
3.4,14.6,49.84
3.3,14.3,49.83
3.1,14.4,49.78
3.0,14.4,49.73
3.0,14.8,48.59
2.9,14.2,48.52
2.8,14.2,38.66
2.7,15.0,30.81
2.8,15.0,14.98
2.8,14.0,12.95
2.9,12.4,12.99
2.9,11.3,12.96
2.8,9.7,14.07
2.9,8.7,30.99
3.0,7.5,39.0
2.9,6.5,38.97
2.8,6.1,38.97
2.8,5.6,38.96
2.8,5.4,38.98
2.7,5.0,38.72
2.8,4.7,34.36
2.6,4.5,21.69
2.6,4.3,18.79
2.6,3.8,18.63
2.8,4.0,18.63
2.9,4.2,18.67
2.9,4.0,18.79
3.1,3.9,18.65
3.5,4.2,18.72
3.9,5.2,18.66
4.5,5.8,18.64
4.7,6.6,18.64
5.4,7.2,18.83
5.8,8.5,18.7
6.5,9.1,18.72
7.0,9.4,18.67
7.8,7.2,18.74
8.4,6.3,18.88
9.6,6.0,18.91
10.4,5.5,22.58
11.7,9.2,30.01
11.9,13.8,33.27
12.3,16.5,34.64
12.5,17.2,34.63
12.9,17.6,34.66
13.1,17.5,34.75
13.0,16.9,35.73
13.2,17.1,28.97
13.6,18.8,28.56
14.1,19.7,28.63
14.3,20.0,29.93
15.1,20.1,33.54
15.5,19.9,33.82
15.7,19.7,33.81
15.5,19.8,33.82
15.3,20.0,33.78
16.0,19.9,33.82
15.7,19.5,33.84
15.2,19.3,33.81
11.9,19.0,33.74
9.5,18.9,33.79
7.0,18.9,33.74
5.9,18.5,33.78
4.7,18.4,33.8
3.7,18.3,33.72
3.3,18.1,33.74
2.9,18.2,33.44
3.0,20.2,33.19
2.9,20.4,33.14
2.4,19.7,30.65
2.4,18.8,29.19
2.6,17.1,21.17
2.6,15.5,16.28
2.4,13.5,16.08
2.4,12.1,16.17
2.6,10.1,16.06
2.8,9.2,16.12
3.2,8.3,11.39
3.4,7.1,10.99
3.2,6.3,8.51
3.7,5.3,8.47
4.2,4.7,8.53
4.9,4.5,8.5
5.2,5.9,8.58
5.7,8.5,8.6
6.7,11.6,8.65
7.7,14.9,12.5
8.3,15.8,17.52
8.3,17.8,26.02
8.7,18.7,25.95
8.3,20.4,25.94
7.7,21.1,25.91
7.4,22.7,25.93
7.6,23.9,25.93
8.2,25.0,25.88
9.8,25.3,25.94
11.0,26.2,33.87
13.4,25.9,35.81
14.2,26.4,35.8
13.3,28.0,35.79
11.6,27.5,35.4
9.5,28.2,31.44
9.5,29.1,19.96
12.1,29.2,19.92
14.4,28.0,21.62
17.3,26.8,26.27
20.5,26.6,29.26
22.0,25.5,33.83
23.0,25.2,33.85
23.7,24.4,33.86
27.3,23.4,33.84
30.3,21.1,33.84
35.9,18.8,33.89
37.9,17.5,33.87
39.5,18.5,33.82
41.5,19.8,36.09
42.9,19.9,37.93
42.7,20.2,42.61
42.0,20.4,42.64
42.0,20.8,42.66
41.3,20.8,42.66
40.9,21.0,40.28
41.1,21.1,40.03
40.4,21.3,40.08
40.7,21.5,40.06
40.2,21.6,40.04
39.7,21.7,40.09
38.5,22.2,40.09
38.6,22.6,40.05
37.7,22.8,35.09
36.9,22.9,30.79
36.3,22.9,30.05
35.9,22.7,30.09
35.3,22.3,30.55
35.8,21.3,37.39
37.1,20.4,38.17
37.0,20.1,40.84
36.5,20.1,43.81
36.0,20.2,43.82
34.7,20.3,43.8
33.5,20.8,43.43
33.2,21.5,39.97
33.2,23.7,39.96
34.2,24.0,39.88
35.7,24.0,39.84
35.7,23.7,39.92
31.6,23.7,39.86
22.1,22.9,39.88
14.0,22.4,39.88
7.2,21.9,40.32
5.3,22.0,45.96
4.2,23.0,48.44
3.7,21.4,48.12
3.6,21.1,48.05
3.5,19.1,48.04
3.3,18.6,48.1
3.3,18.7,48.09
3.2,18.5,48.11
3.1,18.3,47.74
3.2,18.5,45.74
3.1,18.6,45.78
2.9,18.6,45.72
2.9,18.7,45.77
3.0,18.5,35.5
3.0,18.4,35.48
2.8,18.1,35.45
2.8,18.0,35.38
2.8,17.6,32.03
2.8,16.7,27.15
2.9,15.9,12.55
2.9,13.4,5.34
2.8,10.2,5.27
2.7,7.0,5.26
2.9,5.6,5.32
2.8,5.0,5.26
3.2,5.7,5.26
3.6,4.6,5.4
4.3,4.4,5.23
4.6,5.6,5.27
5.1,6.7,5.35
5.5,8.2,5.37
6.1,9.6,5.42
6.6,11.9,5.53
7.1,13.3,5.3
7.1,14.9,5.33
8.1,15.2,5.74
8.7,15.6,20.62
17.3,15.2,22.27
21.8,15.1,27.15
26.8,13.5,38.92
22.7,11.5,43.32
22.8,10.4,43.32
24.9,10.1,43.41
19.2,10.6,43.33
20.7,11.5,43.33
23.3,12.5,43.4
25.0,12.9,43.04
25.0,13.6,43.0
25.5,13.9,43.02
25.5,14.4,43.0
24.7,14.7,43.01
24.6,15.0,43.07
24.4,14.8,43.11
23.7,15.0,43.02
24.2,14.9,43.05
24.4,14.7,43.0
23.6,14.4,43.0
22.8,13.8,42.99
21.8,13.4,42.96
20.8,12.8,43.0
18.8,12.5,43.04
17.2,11.6,42.99
16.6,11.5,43.03
16.6,11.1,42.99
15.5,11.3,43.0
15.2,12.1,43.07
14.7,12.4,42.98
14.2,13.0,43.18
14.4,12.9,43.31
13.8,12.6,48.12
13.9,11.8,50.4
13.0,11.4,50.35
10.7,11.3,50.34
8.9,11.6,50.37
7.8,11.8,52.69
6.1,11.8,63.42
4.8,12.2,73.98
3.0,12.7,74.47
2.7,13.6,74.23
2.6,14.2,61.24
2.7,14.9,40.54
2.6,15.0,32.22
2.5,15.3,22.6
2.5,15.4,22.46
2.6,14.8,7.39
2.6,13.9,5.89
2.4,12.2,5.88
2.4,10.9,5.97
2.6,8.9,5.91
2.8,7.8,0.93
3.1,6.6,0.05
3.6,5.6,0.03
3.8,4.7,0.03
4.4,4.6,0.03
4.9,5.6,0.06
5.5,9.1,0.07
5.6,10.9,0.11
6.1,13.8,0.06
6.7,15.1,0.03
7.5,16.5,0.09
9.5,16.6,2.56
12.7,16.5,18.49
17.2,16.0,35.62
17.4,15.4,48.91
18.9,14.9,58.51
21.4,15.0,63.15
32.0,15.3,63.12
32.8,15.5,63.11
20.2,15.7,62.98
17.3,16.0,62.97
18.3,16.1,61.53
24.3,16.5,54.06
27.6,16.5,48.47
26.0,16.5,42.01
26.7,16.5,42.0
31.3,16.7,42.01
38.3,16.7,41.97
40.5,16.8,41.98
39.9,16.8,42.02
39.3,16.6,42.3
37.6,15.8,42.42
35.7,14.7,42.4
35.8,11.3,42.47
35.6,9.6,44.21
35.9,7.7,44.18
35.8,7.7,44.18
35.2,9.0,44.2
33.8,10.3,44.13
33.7,12.9,44.16
32.4,14.6,44.18
32.6,16.3,44.16
31.4,17.0,44.17
31.1,17.9,44.16
29.8,18.4,44.21
29.1,19.0,44.23
27.4,19.5,44.13
26.7,19.8,44.13
25.1,20.2,44.16
23.5,20.3,44.08
22.3,20.1,44.1
21.6,19.6,43.62
20.9,19.0,39.2
20.1,18.5,31.46
19.4,17.8,30.6
19.5,17.9,29.79
20.0,20.3,29.81
21.4,21.6,29.71
22.3,23.4,29.84
22.0,24.4,29.9
20.7,25.0,39.34
16.9,24.1,43.95
13.1,22.9,44.02
7.5,23.1,44.01
5.3,21.8,43.96
3.8,20.9,43.97
3.5,21.4,44.0
3.1,22.8,43.97
3.0,21.8,43.94
2.8,21.5,44.02
2.9,22.1,43.95
2.8,22.5,43.95
2.8,21.4,43.95
2.7,22.4,43.9
2.6,22.6,43.93
2.6,22.4,43.72
2.6,22.7,24.54
2.5,23.2,18.02
2.5,21.8,14.59
2.6,19.2,13.75
2.7,17.5,13.74
2.7,15.0,14.06
2.7,13.1,20.12
2.7,10.7,22.58
2.7,9.4,25.96
2.8,7.2,29.64
2.8,5.9,30.09
2.7,5.0,30.1
2.7,4.6,30.04
2.8,4.2,29.9
2.9,3.9,29.88
2.9,4.0,29.1
2.9,4.3,25.21
2.9,4.6,25.13
3.0,4.6,25.16
3.1,4.4,25.15
3.4,4.1,25.11
3.4,4.2,24.26
3.7,4.9,18.12
4.0,5.7,16.1
4.6,7.1,15.07
4.9,7.6,13.23
5.4,8.9,13.14
6.3,10.1,13.14
7.1,11.5,11.64
8.4,9.3,12.29
9.1,6.5,27.47
10.5,6.5,33.85
11.3,5.9,35.97
11.9,6.1,37.38
12.0,8.6,39.19
12.4,11.3,39.23
12.8,15.5,39.09
13.0,17.1,36.73
14.0,18.5,33.12
13.1,18.6,33.25
12.9,18.5,33.36
13.1,18.1,33.37
13.5,17.7,33.54
13.9,18.5,33.71
14.0,19.8,33.68
14.7,20.8,33.72
14.9,20.9,33.67
15.2,20.7,33.7
15.6,20.3,33.64
15.6,20.2,33.66
15.8,20.3,33.59
16.4,20.2,33.62
16.6,19.7,33.57
16.7,19.2,33.59
17.6,19.0,33.37
18.8,18.6,33.19
25.5,18.4,33.01
16.2,17.6,33.07
14.7,17.1,33.0
13.4,16.4,33.07
11.6,16.1,33.05
10.3,15.7,33.05
7.7,15.4,33.14
6.1,16.4,33.08
4.9,15.9,33.04
4.5,15.3,33.02
3.9,13.9,32.97
3.5,13.1,30.04
3.1,12.1,29.78
2.9,11.6,29.84
2.8,10.7,28.49
3.1,10.0,28.07
3.2,9.1,25.02
2.8,8.5,24.77
3.0,7.4,23.08
3.3,6.8,18.33
3.7,5.9,18.27
3.5,5.5,18.36
3.8,4.7,18.31
4.3,4.4,15.05
4.7,4.5,8.83
5.2,5.5,6.77
5.5,8.1,6.66
6.6,11.1,6.74
7.2,14.6,6.79
8.7,16.0,6.73
10.0,18.0,6.74
11.2,18.8,7.12
11.9,19.6,23.17
12.8,20.3,32.13
12.0,20.2,35.72
12.4,20.1,38.39
13.4,20.3,40.21
17.8,20.8,40.25
21.2,20.9,40.14
22.8,21.2,40.15
20.2,21.6,40.15
15.6,22.1,40.15
11.4,22.2,40.15
11.7,22.3,40.16
15.3,22.8,40.16
18.1,23.0,40.1
21.4,23.1,40.12
21.8,23.2,40.08
21.0,23.2,39.99
21.4,23.5,38.32
25.3,23.7,36.04
28.1,24.0,35.88
31.0,23.5,35.92
31.8,23.7,35.33
32.3,23.2,35.3
31.9,21.7,35.36
33.7,18.2,35.3
34.6,17.6,35.37
35.0,19.5,35.39
35.6,20.4,36.65
37.1,21.2,36.72
37.9,21.0,36.69
39.0,20.8,36.71
40.5,20.7,39.53
40.7,21.0,41.0
40.7,21.1,41.08
40.3,21.3,41.05
39.8,21.4,41.08
39.2,21.9,41.12
38.5,22.1,40.82
37.5,22.6,38.65
36.6,22.5,36.76
35.4,22.9,32.08
34.3,22.8,32.15
33.0,22.9,32.3
31.2,22.9,32.44
31.1,22.3,33.05
31.5,22.1,33.02
31.3,22.0,33.02
31.5,21.8,33.17
31.6,21.5,33.06
33.2,21.2,33.02
33.7,23.4,33.07
34.5,23.4,33.04
37.7,22.8,33.13
39.9,21.8,33.05
38.5,20.3,33.04
32.7,18.6,38.65
18.5,18.2,45.46
11.2,20.0,45.97
6.4,18.0,45.98
5.3,18.0,45.83
4.3,16.6,45.84
3.9,15.9,45.63
3.6,15.8,44.1
3.6,15.7,42.14
3.5,15.4,42.14
3.2,15.3,42.17
3.2,15.1,42.1
3.3,14.9,39.25
3.2,14.7,35.28
3.1,14.5,35.18
3.1,14.0,35.08
3.0,13.7,33.75
3.2,13.0,33.25
3.1,12.5,32.96
2.9,11.2,31.0
2.9,10.1,27.38
3.0,7.8,24.79
3.0,6.6,24.82
3.0,5.7,17.12
2.9,5.2,15.66
2.9,4.6,11.25
3.0,5.1,10.97
3.4,5.0,5.71
3.9,4.3,0.09
4.2,4.5,0.03
5.0,5.5,0.04
5.7,7.7,0.1
6.7,8.9,0.08
7.1,11.1,5.58
7.9,12.2,16.7
8.5,13.3,30.03
9.5,14.4,29.98
10.2,14.7,29.99
11.6,15.3,29.99
12.2,15.7,30.03
14.0,16.2,31.19
15.3,16.4,31.91
16.2,16.6,31.91
16.9,16.3,31.91
18.0,14.1,31.93
19.6,12.5,31.86
20.6,12.5,31.51
21.2,13.5,26.19
21.6,15.2,18.05
22.6,15.7,18.19
24.3,15.4,18.14
27.1,14.1,18.28
28.1,10.9,42.54
30.6,9.9,50.11
31.2,9.6,54.45
32.5,9.6,56.86
32.6,9.6,56.84
32.2,10.1,56.82
32.0,10.6,64.82
31.3,11.0,67.06
33.3,11.1,67.46
24.6,11.5,67.31
17.7,11.6,55.35
12.6,11.5,52.3
8.5,11.2,48.29
6.3,11.0,47.83
4.3,11.1,47.89
3.6,11.4,47.9
3.1,11.7,47.87
2.9,12.2,47.88
2.8,12.3,47.86
2.8,12.8,47.85
2.7,13.1,47.82
2.6,13.5,45.3
2.6,13.7,45.1
2.7,14.0,45.12
2.6,14.0,38.55
2.5,14.1,27.86
2.5,14.0,23.2
2.5,13.8,23.14
2.5,12.9,21.85
2.6,12.2,11.17
2.6,11.0,0.63
2.5,10.0,0.11
2.8,7.9,0.13
3.1,6.6,0.06
3.4,5.7,0.03
3.9,4.7,0.07
4.5,3.9,0.13
5.4,4.8,0.04
6.2,7.0,0.04
7.3,8.9,6.03
8.1,11.0,20.19
10.2,12.1,25.9
10.6,13.1,26.25
9.7,13.3,31.11
8.9,13.9,47.4
9.5,14.1,50.86
10.1,14.6,50.93
12.7,15.0,50.91
15.1,15.1,50.78
16.8,15.6,50.3
15.4,16.0,46.59
11.0,16.5,46.56
9.2,16.8,44.72
9.2,17.3,39.5
10.6,17.5,33.3
12.1,18.0,31.89
15.1,18.3,31.84
17.0,18.8,31.92
18.8,18.8,31.92
19.6,19.0,40.55
22.4,18.9,40.73
25.8,19.0,40.78
30.3,19.0,40.72
32.4,19.1,40.72
33.6,19.3,40.72
33.2,19.4,40.69
32.4,19.6,40.75
31.9,19.3,40.74
31.4,18.3,40.72
31.0,16.6,40.7
31.5,12.2,40.71
31.6,9.7,40.71
32.0,7.9,40.73
32.4,8.7,40.67
32.1,11.7,40.7
31.3,13.9,40.69
31.1,16.8,40.71
30.7,17.9,40.68
30.3,19.0,40.68
30.6,19.4,40.68
31.4,19.9,40.7
30.7,20.2,40.78
30.3,20.5,40.7
29.0,20.3,40.66
27.5,19.8,40.71
25.9,19.0,40.74
25.7,17.9,40.66
25.0,17.3,40.72
24.8,17.0,40.68
24.3,17.2,40.69
23.6,18.6,40.64
22.9,19.7,40.67
22.8,20.7,40.65
22.9,21.9,40.64
22.8,22.8,40.62
22.7,24.3,40.64
21.3,24.9,40.69
17.3,25.6,40.66
14.3,25.9,40.63
10.7,24.8,40.67
6.9,23.9,40.69
5.1,21.6,40.59
3.8,20.7,40.66
3.5,22.3,40.66
3.1,22.0,40.62
3.0,21.0,40.65
3.0,22.0,40.68
3.0,22.5,40.71
3.0,21.6,40.67
2.8,21.4,40.62
2.8,20.9,40.62
2.8,21.6,40.69
2.8,22.2,40.63
2.9,21.7,40.63
2.7,20.0,40.62
2.7,18.8,40.63
2.7,18.6,40.6
2.7,18.6,40.65
2.8,18.6,40.65
2.6,18.4,40.69
2.6,18.2,40.59
2.6,18.1,40.69
2.7,18.0,40.62
2.7,17.9,40.76
2.5,17.7,40.65
2.5,17.6,40.7
2.6,17.5,40.6
2.6,17.5,40.68
2.5,17.4,40.62
2.5,17.4,38.93
2.5,17.2,3.72
2.5,16.3,0.05
2.6,8.4,0.03
2.6,6.0,0.03
2.4,4.6,0.03
2.4,5.7,0.15
2.5,5.6,0.04
2.8,4.8,0.05
3.0,5.1,0.09
3.7,7.8,0.02
4.3,10.4,0.09
5.3,12.0,0.09
5.9,13.8,0.05
7.0,16.2,0.03
7.4,14.9,0.11
8.3,8.5,0.04
9.7,7.5,18.27
10.4,7.2,37.12
11.1,7.0,40.51
11.3,8.5,45.45
12.2,11.0,45.53
12.8,14.7,41.13
12.4,17.5,29.43
13.1,20.8,16.16
14.3,21.6,13.08
17.2,18.9,13.05
18.7,16.5,13.12
15.6,18.3,16.09
16.8,17.6,30.99
17.2,16.6,41.91
18.4,15.6,46.19
18.9,15.3,50.4
19.6,15.6,50.46
19.9,15.6,50.39
20.1,15.7,50.4
20.3,15.7,50.26
20.4,15.9,50.25
20.5,15.9,50.35
20.6,16.0,54.74
20.2,15.5,56.34
19.7,16.0,56.04
20.2,15.8,55.17
20.1,16.0,50.83
22.9,16.1,50.77
22.1,16.2,50.77
19.5,16.3,47.14
15.1,16.4,45.07
11.6,16.4,38.89
9.3,16.5,37.6
6.9,16.3,34.36
6.0,16.1,31.94
4.6,15.8,31.93
3.9,15.9,31.87
3.2,17.5,29.23
3.0,17.3,19.31
2.9,15.9,14.24
3.0,14.7,10.46
3.1,11.9,10.49
3.1,10.2,10.38
3.7,8.2,10.39
4.0,7.1,10.36
4.4,6.0,10.49
4.5,5.4,10.38
4.9,4.7,10.35
5.2,4.3,10.41
5.8,3.9,10.43
6.1,4.0,10.36
6.3,5.2,10.42
7.6,6.5,10.39
8.9,9.9,10.42
10.1,11.0,10.33
11.2,12.8,10.46
13.8,13.4,10.44
15.2,14.5,12.45
16.6,15.1,24.58
14.5,16.0,33.33
11.8,16.3,36.18
11.3,16.6,45.3
12.6,16.8,45.29
15.3,17.3,45.35
20.4,17.6,45.06
21.0,18.1,23.06
16.6,18.3,22.26
13.2,18.6,22.26
10.9,18.9,22.24
12.7,18.9,28.2
19.1,18.3,29.88
23.7,18.0,30.0
33.2,17.5,33.51
36.0,17.3,36.22
30.6,17.1,39.3
28.0,16.8,39.28
34.9,16.4,39.28
47.5,16.0,39.29
52.0,14.4,39.32
54.0,13.5,39.31
54.8,13.0,39.31
55.0,13.3,39.34
55.6,14.2,39.35
56.2,14.6,39.32
56.7,15.0,39.32
57.4,15.1,39.35
56.7,15.3,39.3
57.3,15.5,39.27
57.9,15.6,39.24
57.9,15.6,39.2
57.9,15.4,39.22
58.6,15.5,39.26
59.3,15.6,39.3
60.3,15.5,39.22
61.2,15.4,39.25
61.6,15.4,39.33
60.9,15.4,39.21
62.1,15.4,39.26
62.4,15.3,39.2
61.3,15.0,39.23
57.6,14.9,39.21
55.7,14.8,39.33
53.9,14.8,39.25
52.4,14.7,39.24
53.1,14.5,39.22
51.0,14.6,39.23
51.9,14.6,46.53
49.7,14.7,50.75
45.9,15.3,54.93
50.7,16.4,57.24
53.0,16.7,57.27
55.1,16.6,57.17
54.1,16.9,57.11
43.4,17.1,57.13
21.5,17.1,57.11
11.3,17.0,57.08
5.9,17.0,57.12
5.0,17.1,56.84
4.3,17.2,56.77
4.1,18.5,54.57
3.9,16.9,54.33
3.7,17.1,54.36
3.7,15.8,50.15
3.5,15.1,49.94
3.3,15.0,49.91
3.2,15.0,49.91
3.2,15.1,44.23
3.1,15.2,39.46
3.2,15.2,28.29
3.1,15.1,22.83
2.9,14.8,18.96
3.0,14.2,12.6
3.0,12.9,6.05
3.1,11.2,1.22
3.0,7.6,0.04
3.1,5.5,0.03
3.4,4.2,0.03
4.1,4.5,0.03
4.7,4.4,0.05
5.4,3.7,0.06
5.9,4.1,0.02
6.7,5.6,0.03
7.1,6.4,0.04
7.8,7.7,0.03
8.5,8.4,0.02
9.3,9.4,0.18
11.5,9.8,4.44
14.8,10.1,19.4
31.1,10.0,30.99
28.1,8.8,45.36
38.5,8.0,47.84
37.6,7.7,53.8
27.9,7.7,53.86
30.6,7.8,53.78
37.3,8.0,53.76
40.1,8.5,53.75
42.4,8.9,53.81
42.4,9.3,53.76
41.7,9.4,53.76
40.4,9.6,53.79
40.0,9.7,53.76
39.6,9.8,53.76
39.8,9.9,53.76
39.3,9.8,53.78
37.8,9.8,53.77
36.0,9.8,53.74
35.0,9.5,53.76
32.9,9.2,53.76
31.5,8.8,53.77
29.5,8.5,53.75
27.8,7.9,53.75
24.5,7.6,53.66
19.8,7.3,53.76
12.5,7.3,53.76
9.0,7.5,53.75
5.6,7.9,53.69
4.3,8.4,53.75
3.6,8.7,53.83
3.3,8.8,53.81
3.1,8.7,53.75
3.0,8.6,53.8
2.9,8.5,54.0
2.8,8.5,53.76
2.8,8.7,53.77
2.8,9.0,53.31
2.7,9.4,47.33
2.7,9.7,46.07
2.6,10.1,46.13
2.6,10.5,44.21
2.6,10.9,37.76
2.6,11.1,33.21
2.5,11.4,28.34
2.5,11.5,28.33
2.5,11.4,28.27
2.5,11.2,28.26
2.6,10.7,28.35
2.5,10.4,28.29
2.5,9.7,28.29
2.5,9.3,23.27
2.5,8.6,21.1
2.5,8.0,21.14
2.5,7.4,21.05
2.7,6.5,16.26
2.8,6.2,13.52
3.3,5.1,13.4
3.6,4.4,13.36
3.9,4.8,11.74
4.1,6.1,11.75
4.4,10.0,11.8
4.7,13.0,11.71
5.0,18.5,11.86
5.4,21.9,11.87
5.7,25.2,11.73
6.2,27.1,11.84
6.6,30.1,17.88
7.3,31.7,21.4
7.7,32.5,21.64
8.3,32.1,24.1
8.9,32.0,42.54
10.1,31.7,42.56
10.8,32.7,42.56
11.9,34.1,42.56
12.7,34.6,27.73
14.2,34.4,20.62
15.2,33.1,20.6
17.9,29.9,34.43
19.5,29.1,45.01
21.9,28.2,44.98
24.0,27.1,44.94
26.6,25.1,44.97
26.6,22.5,44.95
26.9,16.1,44.94
26.5,11.2,44.95
26.7,8.1,44.93
26.7,8.7,44.97
26.2,13.2,44.94
26.3,17.7,45.05
27.0,22.6,44.95
26.4,24.3,45.03
26.0,25.3,44.96
25.9,25.7,44.97
26.3,26.0,45.0
26.3,26.6,44.97
26.4,27.3,44.96
26.5,27.3,44.98
26.1,27.3,44.97
25.9,26.2,44.94
26.1,25.0,44.92
25.2,23.6,44.96
24.7,23.1,44.95
23.6,22.4,44.96
23.1,22.4,44.96
22.7,23.2,44.95
22.5,23.8,44.93
22.2,25.3,45.0
21.9,25.7,44.93
21.5,26.8,44.9
20.7,28.1,44.9
20.6,30.4,44.88
20.2,32.2,44.9
20.0,32.7,44.88
18.5,33.3,44.85
16.8,33.7,44.93
13.8,32.6,44.9
11.1,30.8,43.78
7.9,29.6,38.83
6.3,27.0,37.12
4.6,25.8,36.41
3.9,28.5,36.45
3.4,28.2,36.42
3.1,25.9,36.41
3.0,27.6,36.43
3.0,24.5,36.52
2.9,24.5,36.38
2.8,23.2,36.39
2.8,23.4,36.41
2.9,22.9,36.38
2.8,20.2,31.9
2.8,18.2,30.11
2.8,17.0,30.07
2.8,16.3,30.02
2.8,14.9,28.34
2.8,13.6,27.02
2.7,11.6,27.08
2.7,10.6,26.93
2.8,9.2,27.09
2.8,8.0,26.99
2.9,6.5,27.07
3.0,4.8,27.06
3.0,4.3,27.08
3.2,3.8,27.07
3.3,3.7,27.07
3.4,4.0,27.04
3.4,4.3,27.05
3.5,4.4,27.11
3.6,4.3,26.78
3.8,4.1,15.96
3.8,4.0,15.82
4.1,4.3,16.04
4.5,4.9,15.86
4.9,6.3,15.82
5.6,6.8,15.8
6.3,7.9,15.96
7.2,8.7,15.79
8.1,10.0,15.84
9.3,9.1,18.13
9.9,6.8,31.14
10.7,6.3,36.53
11.0,6.2,37.55
11.4,6.0,37.6
11.6,5.8,32.74
12.0,5.5,29.62
12.2,6.3,26.96
12.9,10.7,26.85
13.3,13.9,28.03
