ir1,ir2,degree,time
13.3,4.7,4,10:04:00.785343
13.3,4.7,4,10:04:00.812862
14.3,4.3,4,10:04:00.841117
14.3,4.3,4,10:04:00.871815
14.3,4.3,4,10:04:00.902908
15.0,4.0,4,10:04:00.933923
15.0,4.0,4,10:04:00.962427
15.8,4.0,4,10:04:00.990305
15.8,4.0,4,10:04:01.017540
16.8,3.7,4,10:04:01.044838
16.8,3.7,4,10:04:01.074986
17.5,3.4,4,10:04:01.104445
17.5,3.4,4,10:04:01.134736
17.5,3.4,4,10:04:01.164924
18.8,3.4,4,10:04:01.193129
18.8,3.4,4,10:04:01.220018
19.7,3.1,4,10:04:01.248089
19.7,3.1,4,10:04:01.277789
20.7,2.7,4,10:04:01.308576
20.7,2.7,4,10:04:01.338707
21.6,2.6,4,10:04:01.368223
21.6,2.6,4,10:04:01.395014
21.6,2.6,4,10:04:01.422198
23.1,2.4,4,10:04:01.451650
23.1,2.4,4,10:04:01.479275
24.3,2.1,4,10:04:01.506168
24.3,2.1,4,10:04:01.533149
24.3,2.1,4,10:04:01.561442
25.2,2.1,4,10:04:01.593877
25.2,2.1,4,10:04:01.624440
27.1,2.1,4,10:04:01.655316
27.1,2.1,4,10:04:01.682893
28.3,2.0,3,10:04:01.710402
28.3,2.0,3,10:04:01.737999
30.1,1.9,3,10:04:01.766897
30.1,1.9,3,10:04:01.794075
30.1,1.9,3,10:04:01.821625
31.0,2.0,3,10:04:01.850876
31.0,2.0,3,10:04:01.880623
31.2,2.0,3,10:04:01.911919
31.2,2.0,3,10:04:01.942272
30.6,1.9,3,10:04:01.971191
30.6,1.9,3,10:04:01.998020
30.2,2.2,3,10:04:02.027116
30.2,2.2,3,10:04:02.054149
30.2,2.2,3,10:04:02.084657
30.2,2.0,3,10:04:02.117155
30.2,2.0,3,10:04:02.146807
30.1,2.0,3,10:04:02.176013
30.1,2.0,3,10:04:02.203266
29.8,2.2,3,10:04:02.231671
29.8,2.2,3,10:04:02.258942
29.8,2.2,3,10:04:02.287725
30.0,2.0,3,10:04:02.315786
30.0,2.0,3,10:04:02.344515
29.7,1.9,4,10:04:02.373512
29.7,1.9,4,10:04:02.400731
29.2,2.2,4,10:04:02.429737
29.2,2.2,4,10:04:02.457301
29.2,2.2,4,10:04:02.484471
29.6,2.1,4,10:04:02.513601
29.6,2.1,4,10:04:02.541620
30.3,2.0,4,10:04:02.569635
30.3,2.0,4,10:04:02.596698
30.6,2.3,4,10:04:02.624494
30.6,2.3,4,10:04:02.652086
30.6,2.3,4,10:04:02.682912
32.8,2.2,3,10:04:02.714668
32.8,2.2,3,10:04:02.744769
33.7,2.1,3,10:04:02.777013
33.7,2.1,3,10:04:02.804635
33.3,2.4,3,10:04:02.832126
33.3,2.4,3,10:04:02.859728
34.4,2.3,3,10:04:02.888236
34.4,2.3,3,10:04:02.915501
34.4,2.3,3,10:04:02.943345
34.2,2.1,3,10:04:02.973024
34.2,2.1,3,10:04:03.000153
33.8,2.3,3,10:04:03.027734
33.8,2.3,3,10:04:03.055079
34.1,2.3,3,10:04:03.087048
34.1,2.3,3,10:04:03.117697
34.2,2.1,3,10:04:03.149319
34.2,2.1,3,10:04:03.177954
34.2,2.1,3,10:04:03.204952
33.7,2.3,3,10:04:03.234244
33.7,2.3,3,10:04:03.261462
34.5,2.3,3,10:04:03.289751
34.5,2.3,3,10:04:03.317261
34.5,2.3,3,10:04:03.345432
34.4,2.2,3,10:04:03.373341
34.4,2.2,3,10:04:03.403322
33.3,2.4,3,10:04:03.434817
33.3,2.4,3,10:04:03.464166
34.5,2.3,3,10:04:03.491002
34.5,2.3,3,10:04:03.517932
34.5,2.3,3,10:04:03.545958
34.5,2.3,3,10:04:03.572921
34.5,2.3,3,10:04:03.599765
33.9,2.4,3,10:04:03.628710
33.9,2.4,3,10:04:03.655571
33.6,2.5,3,10:04:03.685642
33.6,2.5,3,10:04:03.715192
34.7,2.3,3,10:04:03.745418
34.7,2.3,3,10:04:03.775004
34.7,2.3,3,10:04:03.801925
33.7,2.4,3,10:04:03.830685
33.7,2.4,3,10:04:03.857805
33.6,2.5,3,10:04:03.887277
33.6,2.5,3,10:04:03.917039
34.6,2.3,3,10:04:03.947050
34.6,2.3,3,10:04:03.976161
34.6,2.3,3,10:04:04.003894
34.1,2.3,3,10:04:04.031131
34.1,2.3,3,10:04:04.057958
33.6,2.5,3,10:04:04.088377
33.6,2.5,3,10:04:04.118193
35.0,2.3,3,10:04:04.148368
35.0,2.3,3,10:04:04.178008
34.0,2.3,3,10:04:04.205747
34.0,2.3,3,10:04:04.232478
34.0,2.3,3,10:04:04.259951
34.0,2.5,3,10:04:04.291761
34.0,2.5,3,10:04:04.322315
35.3,2.4,3,10:04:04.355057
35.3,2.4,3,10:04:04.382234
34.4,2.3,3,10:04:04.409931
34.4,2.3,3,10:04:04.436737
34.4,2.3,3,10:04:04.463967
34.2,2.5,3,10:04:04.492889
34.2,2.5,3,10:04:04.519991
35.6,2.4,3,10:04:04.546746
35.6,2.4,3,10:04:04.573804
34.5,2.4,3,10:04:04.601987
34.5,2.4,3,10:04:04.629643
34.5,2.4,3,10:04:04.656565
34.6,2.5,3,10:04:04.686793
34.6,2.5,3,10:04:04.716334
35.6,2.4,3,10:04:04.746059
35.6,2.4,3,10:04:04.775120
35.0,2.4,3,10:04:04.802571
35.0,2.4,3,10:04:04.829385
35.0,2.4,3,10:04:04.856590
34.7,2.5,3,10:04:04.887838
34.7,2.5,3,10:04:04.917367
36.2,2.4,3,10:04:04.948118
36.2,2.4,3,10:04:04.978090
35.9,2.3,3,10:04:05.005721
35.9,2.3,3,10:04:05.032632
35.9,2.3,3,10:04:05.059608
35.4,2.5,3,10:04:05.091173
35.4,2.5,3,10:04:05.121036
36.7,2.4,3,10:04:05.152746
36.7,2.4,3,10:04:05.181167
36.1,2.4,3,10:04:05.208149
36.1,2.4,3,10:04:05.236615
35.3,2.6,3,10:04:05.265285
35.3,2.6,3,10:04:05.296625
35.9,2.5,3,10:04:05.328316
35.9,2.5,3,10:04:05.358646
35.9,2.5,3,10:04:05.385875
36.6,2.4,3,10:04:05.414792
36.6,2.4,3,10:04:05.441932
36.4,2.6,3,10:04:05.468596
36.4,2.6,3,10:04:05.496022
36.8,2.6,3,10:04:05.523637
36.8,2.5,3,10:04:05.551574
36.8,2.5,3,10:04:05.578269
37.3,2.4,3,10:04:05.606666
37.3,2.4,3,10:04:05.634614
37.5,2.5,3,10:04:05.662237
37.5,2.5,3,10:04:05.692547
37.9,2.5,3,10:04:05.723663
37.9,2.5,3,10:04:05.753186
37.9,2.5,3,10:04:05.782730
38.3,2.4,3,10:04:05.811626
38.3,2.4,3,10:04:05.840153
39.2,2.4,3,10:04:05.867203
39.2,2.4,3,10:04:05.894400
39.2,2.5,3,10:04:05.921218
39.2,2.5,3,10:04:05.948567
39.2,2.5,3,10:04:05.975206
40.2,2.5,3,10:04:06.003758
40.2,2.5,3,10:04:06.031333
40.1,2.4,3,10:04:06.059438
40.1,2.4,3,10:04:06.089498
40.6,2.6,3,10:04:06.120540
40.6,2.6,3,10:04:06.150920
40.6,2.6,3,10:04:06.181128
41.5,2.5,3,10:04:06.209627
41.5,2.5,3,10:04:06.236791
41.2,2.4,2,10:04:06.264763
41.2,2.4,2,10:04:06.295332
41.4,2.7,2,10:04:06.326490
41.4,2.7,2,10:04:06.356646
42.2,2.5,2,10:04:06.386282
42.2,2.5,2,10:04:06.413921
42.2,2.5,2,10:04:06.441009
42.7,2.4,2,10:04:06.470099
42.7,2.4,2,10:04:06.498048
43.9,2.7,2,10:04:06.525558
43.9,2.7,2,10:04:06.552996
45.6,2.5,2,10:04:06.582199
45.6,2.5,2,10:04:06.609119
45.6,2.5,2,10:04:06.636189
46.4,2.5,2,10:04:06.664726
46.4,2.5,2,10:04:06.694496
48.1,2.8,3,10:04:06.725395
48.1,2.8,3,10:04:06.754805
49.8,2.6,3,10:04:06.785976
49.8,2.6,3,10:04:06.816043
50.2,2.6,3,10:04:06.847236
50.2,2.6,3,10:04:06.877184
50.2,2.6,3,10:04:06.904175
50.4,2.9,3,10:04:06.933192
50.4,2.9,3,10:04:06.960422
50.9,2.8,3,10:04:06.989868
50.9,2.8,3,10:04:07.020040
51.0,2.6,3,10:04:07.049899
51.0,2.6,3,10:04:07.078833
51.0,2.6,3,10:04:07.106122
50.9,2.9,2,10:04:07.135185
50.9,2.9,2,10:04:07.161758
51.5,2.8,2,10:04:07.192578
51.5,2.8,2,10:04:07.222961
51.5,2.6,2,10:04:07.253053
51.5,2.6,2,10:04:07.282408
52.2,2.8,2,10:04:07.310178
52.2,2.8,2,10:04:07.337101
52.2,2.8,2,10:04:07.364369
52.5,2.9,2,10:04:07.396045
52.5,2.9,2,10:04:07.425551
52.8,2.8,2,10:04:07.457716
52.8,2.8,2,10:04:07.487275
52.3,3.0,2,10:04:07.514655
52.3,3.0,2,10:04:07.541293
52.3,3.0,2,10:04:07.570849
52.1,3.1,2,10:04:07.601058
52.1,3.1,2,10:04:07.630408
51.7,3.1,3,10:04:07.662811
51.7,3.1,3,10:04:07.691403
50.6,3.2,3,10:04:07.720488
50.6,3.2,3,10:04:07.747176
50.8,3.3,3,10:04:07.775435
50.8,3.3,3,10:04:07.802735
50.8,3.3,3,10:04:07.830026
50.5,3.2,3,10:04:07.858047
50.5,3.2,3,10:04:07.884685
50.1,3.3,3,10:04:07.911959
50.1,3.3,3,10:04:07.938587
49.5,3.4,3,10:04:07.967095
49.5,3.4,3,10:04:07.996290
49.5,3.4,3,10:04:08.026233
50.0,3.3,3,10:04:08.058627
50.0,3.3,3,10:04:08.088307
49.7,3.4,3,10:04:08.115708
49.7,3.4,3,10:04:08.142656
50.3,3.5,3,10:04:08.171344
50.3,3.5,3,10:04:08.200719
49.3,3.3,3,10:04:08.232580
49.3,3.3,3,10:04:08.264462
49.3,3.3,3,10:04:08.293784
49.5,3.3,3,10:04:08.322043
49.5,3.3,3,10:04:08.349983
48.9,3.5,3,10:04:08.379457
48.9,3.5,3,10:04:08.407724
49.6,3.4,3,10:04:08.436631
49.6,3.4,3,10:04:08.465320
49.4,3.4,3,10:04:08.493841
49.4,3.4,3,10:04:08.522402
49.4,3.4,3,10:04:08.551131
49.0,3.6,3,10:04:08.581123
49.0,3.6,3,10:04:08.609962
49.7,3.5,3,10:04:08.638111
49.7,3.5,3,10:04:08.666772
50.0,3.5,3,10:04:08.696241
50.0,3.5,3,10:04:08.722850
50.0,3.5,3,10:04:08.749996
49.8,3.6,3,10:04:08.778782
49.8,3.6,3,10:04:08.809080
50.1,3.5,3,10:04:08.840136
50.1,3.5,3,10:04:08.870526
49.9,3.5,3,10:04:08.897957
49.9,3.5,3,10:04:08.925150
49.9,3.5,3,10:04:08.952563
50.0,3.7,3,10:04:08.980762
50.0,3.7,3,10:04:09.007922
50.4,3.6,3,10:04:09.034833
50.4,3.6,3,10:04:09.062176
50.3,3.6,3,10:04:09.089646
50.3,3.6,3,10:04:09.117219
50.3,3.6,3,10:04:09.143995
50.2,3.7,3,10:04:09.172697
50.2,3.7,3,10:04:09.202647
50.4,3.6,3,10:04:09.233585
50.4,3.6,3,10:04:09.263171
50.3,3.5,3,10:04:09.293993
50.3,3.5,3,10:04:09.321384
50.3,3.5,3,10:04:09.348263
50.3,3.7,3,10:04:09.376687
50.3,3.7,3,10:04:09.406643
51.2,3.6,3,10:04:09.437600
51.2,3.6,3,10:04:09.468011
51.2,3.5,3,10:04:09.497476
51.2,3.5,3,10:04:09.524729
51.1,3.7,3,10:04:09.552849
51.1,3.7,3,10:04:09.580074
51.1,3.7,3,10:04:09.607082
51.4,3.7,3,10:04:09.636892
51.4,3.7,3,10:04:09.664719
51.7,3.6,3,10:04:09.691868
51.7,3.6,3,10:04:09.719082
52.2,3.6,3,10:04:09.747808
52.2,3.8,3,10:04:09.775829
52.2,3.8,3,10:04:09.805435
52.4,3.7,3,10:04:09.837316
52.4,3.7,3,10:04:09.867433
52.3,3.6,3,10:04:09.897773
52.3,3.6,3,10:04:09.925719
52.5,3.6,3,10:04:09.952502
52.5,3.6,3,10:04:09.980119
52.5,3.6,3,10:04:10.011176
52.5,3.7,3,10:04:10.042105
52.5,3.7,3,10:04:10.072340
53.1,3.5,3,10:04:10.102899
53.1,3.5,3,10:04:10.130558
53.5,3.6,3,10:04:10.158107
53.5,3.6,3,10:04:10.185679
53.7,3.6,3,10:04:10.213768
53.7,3.6,3,10:04:10.242622
53.7,3.6,3,10:04:10.270345
53.9,3.6,3,10:04:10.298170
53.9,3.6,3,10:04:10.325521
53.0,3.5,3,10:04:10.353631
53.0,3.5,3,10:04:10.381069
53.3,3.6,3,10:04:10.412608
53.3,3.6,3,10:04:10.443770
52.9,3.6,3,10:04:10.475008
52.9,3.5,3,10:04:10.503726
52.9,3.5,3,10:04:10.531525
52.4,3.4,3,10:04:10.560683
52.4,3.4,3,10:04:10.587920
52.0,3.6,3,10:04:10.615928
52.0,3.6,3,10:04:10.643478
50.7,3.6,3,10:04:10.671521
50.7,3.5,3,10:04:10.699705
50.7,3.5,3,10:04:10.726833
48.4,3.4,3,10:04:10.755930
48.4,3.4,3,10:04:10.783573
45.0,3.6,3,10:04:10.814714
45.0,3.6,3,10:04:10.844857
39.6,3.5,3,10:04:10.877683
39.6,3.5,3,10:04:10.906078
39.6,3.5,3,10:04:10.933824
33.3,3.3,3,10:04:10.961914
33.3,3.3,3,10:04:10.989600
26.0,3.6,3,10:04:11.017329
26.0,3.6,3,10:04:11.045082
19.8,3.5,3,10:04:11.073404
19.8,3.5,3,10:04:11.100948
19.8,3.5,3,10:04:11.128656
15.7,3.4,3,10:04:11.157380
15.7,3.4,3,10:04:11.184730
12.8,3.6,3,10:04:11.216042
12.8,3.6,3,10:04:11.247127
11.5,3.5,3,10:04:11.277972
11.5,3.5,3,10:04:11.306678
10.6,3.4,3,10:04:11.335700
10.6,3.4,3,10:04:11.362905
10.6,3.4,3,10:04:11.390574
10.0,3.7,3,10:04:11.419356
10.0,3.7,3,10:04:11.446518
9.9,3.6,3,10:04:11.474275
9.9,3.6,3,10:04:11.501555
9.4,3.5,3,10:04:11.531020
9.4,3.5,3,10:04:11.558388
9.4,3.5,3,10:04:11.585881
9.2,3.6,3,10:04:11.621642
9.2,3.6,3,10:04:11.652081
9.2,3.6,3,10:04:11.684569
9.2,3.6,3,10:04:11.711958
8.6,3.5,3,10:04:11.739367
8.6,3.5,3,10:04:11.767158
8.4,3.5,3,10:04:11.794387
8.4,3.7,3,10:04:11.822433
8.4,3.7,3,10:04:11.849714
8.5,3.7,3,10:04:11.878361
8.5,3.7,3,10:04:11.906201
8.2,3.7,3,10:04:11.933343
8.2,3.7,3,10:04:11.960970
8.2,3.7,3,10:04:11.988662
7.9,3.8,3,10:04:12.020168
7.9,3.8,3,10:04:12.050874
7.9,3.7,3,10:04:12.082786
7.9,3.7,3,10:04:12.111595
7.7,3.7,3,10:04:12.139969
7.7,3.7,3,10:04:12.167431
7.3,3.9,3,10:04:12.195347
7.3,3.9,3,10:04:12.222644
7.3,3.9,3,10:04:12.250342
7.2,3.9,3,10:04:12.278184
7.2,3.9,3,10:04:12.305749
7.1,3.8,3,10:04:12.333129
7.1,3.8,3,10:04:12.360603
6.8,3.8,3,10:04:12.388694
6.8,3.9,3,10:04:12.419712
6.8,3.9,3,10:04:12.450246
6.8,3.9,3,10:04:12.481069
6.8,3.9,3,10:04:12.510362
6.7,3.8,3,10:04:12.539051
6.7,3.8,3,10:04:12.567136
6.5,3.8,3,10:04:12.594609
6.5,3.8,3,10:04:12.621723
6.5,3.8,3,10:04:12.649452
6.4,3.9,3,10:04:12.677966
6.4,3.9,3,10:04:12.705555
6.3,3.8,3,10:04:12.733104
6.3,3.8,3,10:04:12.760331
6.1,3.8,3,10:04:12.788658
6.1,3.8,3,10:04:12.818601
6.0,3.8,3,10:04:12.850055
6.0,3.9,3,10:04:12.881051
6.0,3.9,3,10:04:12.910608
6.1,3.8,3,10:04:12.939739
6.1,3.8,3,10:04:12.966981
5.8,3.9,4,10:04:12.994895
5.8,3.9,4,10:04:13.024413
5.7,3.9,4,10:04:13.055170
5.7,3.9,4,10:04:13.084976
5.9,3.9,4,10:04:13.114365
5.9,3.9,4,10:04:13.141346
5.9,3.9,4,10:04:13.169125
6.0,4.1,4,10:04:13.198840
6.0,4.1,4,10:04:13.231589
6.4,4.6,4,10:04:13.261928
6.4,4.6,4,10:04:13.292553
7.2,4.7,4,10:04:13.320163
7.2,4.7,4,10:04:13.347285
7.2,4.7,4,10:04:13.374756
7.5,4.7,4,10:04:13.402748
7.5,4.7,4,10:04:13.429940
7.9,4.6,4,10:04:13.458149
7.9,4.6,4,10:04:13.485136
8.6,4.0,4,10:04:13.513558
8.6,4.0,4,10:04:13.540764
8.6,4.0,4,10:04:13.568419
8.8,3.6,4,10:04:13.597360
8.8,3.6,4,10:04:13.627436
9.2,3.2,4,10:04:13.657508
9.2,3.2,4,10:04:13.687250
9.9,2.6,4,10:04:13.717948
9.9,2.6,4,10:04:13.747371
10.3,2.4,4,10:04:13.779223
10.3,2.4,4,10:04:13.809494
10.9,2.4,4,10:04:13.840819
10.9,2.5,4,10:04:13.870872
10.9,2.5,4,10:04:13.900404
11.5,2.4,4,10:04:13.929500
11.5,2.4,4,10:04:13.956399
12.3,2.3,4,10:04:13.983176
12.3,2.3,4,10:04:14.010172
13.1,2.3,4,10:04:14.037916
13.1,2.5,4,10:04:14.065841
13.1,2.5,4,10:04:14.093219
14.0,2.5,4,10:04:14.125522
14.0,2.5,4,10:04:14.155728
15.0,2.6,4,10:04:14.186810
15.0,2.6,4,10:04:14.215774
15.7,2.7,4,10:04:14.243749
15.7,2.7,4,10:04:14.271209
15.7,2.7,4,10:04:14.298570
16.8,3.0,3,10:04:14.328125
16.8,3.0,3,10:04:14.355284
18.0,3.0,3,10:04:14.382772
18.0,3.0,3,10:04:14.410187
19.2,3.1,3,10:04:14.438342
19.2,3.1,3,10:04:14.465476
19.2,3.1,3,10:04:14.492154
20.0,3.3,3,10:04:14.525152
20.0,3.3,3,10:04:14.556214
19.7,3.2,3,10:04:14.588958
19.7,3.2,3,10:04:14.618086
19.3,3.2,3,10:04:14.645144
19.3,3.2,3,10:04:14.672498
19.1,3.4,3,10:04:14.700775
19.1,3.4,3,10:04:14.730745
18.0,3.4,3,10:04:14.762693
18.0,3.3,3,10:04:14.793585
18.0,3.3,3,10:04:14.821766
16.5,3.3,3,10:04:14.850632
16.5,3.3,3,10:04:14.877769
15.9,3.6,3,10:04:14.904502
15.9,3.6,3,10:04:14.931713
15.9,3.6,3,10:04:14.959200
15.2,3.4,3,10:04:14.987218
15.2,3.4,3,10:04:15.014204
14.6,3.4,3,10:04:15.041327
14.6,3.4,3,10:04:15.068366
14.3,3.7,3,10:04:15.096080
14.3,3.7,3,10:04:15.123211
14.3,3.7,3,10:04:15.150162
13.8,3.5,3,10:04:15.180295
13.8,3.5,3,10:04:15.207688
13.5,3.5,3,10:04:15.238335
13.5,3.5,3,10:04:15.268810
13.3,3.7,3,10:04:15.299465
13.3,3.7,3,10:04:15.327086
13.3,3.7,3,10:04:15.354653
13.1,3.6,3,10:04:15.383784
13.1,3.6,3,10:04:15.411263
13.0,3.5,3,10:04:15.439222
13.0,3.5,3,10:04:15.469629
13.2,3.8,3,10:04:15.497571
13.2,3.8,3,10:04:15.525088
13.2,3.8,3,10:04:15.552571
13.3,3.7,3,10:04:15.581356
13.3,3.7,3,10:04:15.608467
13.3,3.6,3,10:04:15.636285
13.3,3.6,3,10:04:15.663878
13.7,3.9,3,10:04:15.691926
13.7,3.9,3,10:04:15.719608
13.7,3.9,3,10:04:15.747614
14.2,3.8,3,10:04:15.778122
14.2,3.8,3,10:04:15.806308
15.0,3.7,3,10:04:15.834169
15.0,3.7,3,10:04:15.862359
16.1,3.8,3,10:04:15.891174
16.1,3.8,3,10:04:15.917870
16.1,3.8,3,10:04:15.945400
16.6,3.9,3,10:04:15.974678
16.6,3.9,3,10:04:16.001913
16.7,3.8,3,10:04:16.031223
16.7,3.8,3,10:04:16.061025
16.7,3.9,3,10:04:16.091499
16.7,3.9,3,10:04:16.121616
16.7,3.9,3,10:04:16.149158
16.7,3.9,3,10:04:16.176195
16.7,3.9,3,10:04:16.203718
16.7,3.9,3,10:04:16.234139
16.7,3.9,3,10:04:16.264526
17.0,3.9,3,10:04:16.295228
17.0,3.9,3,10:04:16.325397
17.2,4.0,3,10:04:16.354113
17.2,4.0,3,10:04:16.381025
17.2,4.0,3,10:04:16.408544
