ir_L,ir_R,degree
23.7,3.0,0.05
24.3,2.6,0.13
25.1,2.6,11.08
24.0,2.8,22.29
22.6,2.8,47.41
22.5,2.8,58.04
22.9,2.9,58.19
22.7,3.0,58.27
23.0,3.0,60.03
23.1,2.9,60.01
23.6,2.8,60.03
23.7,2.9,61.27
24.0,2.9,65.59
24.2,2.9,65.58
24.8,2.9,65.57
25.5,2.9,65.63
26.3,2.9,65.58
26.8,2.8,65.57
27.1,2.8,60.77
26.6,2.9,52.2
27.0,2.9,49.73
27.0,2.8,49.76
24.1,2.8,49.68
23.5,2.8,49.7
24.7,2.9,49.7
24.8,2.9,49.75
24.8,3.0,49.73
25.2,2.9,49.84
25.4,2.9,49.79
24.4,2.9,49.78
24.9,3.0,49.72
24.7,3.0,49.72
24.2,3.1,49.73
25.2,3.1,49.72
26.2,3.1,49.77
26.4,3.1,49.68
27.2,3.2,46.38
28.2,3.2,43.1
27.7,3.3,42.08
28.3,3.3,40.54
28.3,3.3,40.54
29.7,3.3,40.55
30.7,3.4,40.52
33.2,3.5,40.47
35.4,3.6,40.48
42.3,3.6,40.49
44.4,3.7,40.49
44.9,3.7,40.52
44.8,3.8,40.52
44.9,3.9,40.57
45.9,3.9,40.57
45.4,3.9,40.48
44.8,4.0,40.5
43.7,4.1,40.53
43.0,4.3,40.55
42.8,4.5,40.53
42.7,4.5,41.72
42.9,4.6,48.28
43.4,4.6,48.29
44.3,4.6,48.26
46.1,4.8,48.25
58.5,4.9,48.24
61.1,5.1,48.28
58.9,5.1,48.27
59.3,5.3,48.27
56.9,5.4,48.26
59.2,5.5,48.24
60.1,5.7,48.31
61.4,5.9,48.23
55.6,6.1,48.33
54.3,6.2,48.3
57.7,6.4,48.25
55.2,6.6,48.25
58.9,6.8,48.25
44.0,7.1,48.24
41.2,7.3,48.26
40.8,7.4,48.29
40.3,7.7,48.13
39.4,8.0,48.06
39.3,8.4,48.06
39.3,8.7,48.05
39.8,8.9,48.05
40.2,9.2,48.05
40.2,9.5,48.06
40.3,10.0,48.04
40.4,10.5,48.12
40.5,11.0,48.06
40.4,11.6,47.7
39.8,12.0,46.25
39.4,12.7,46.24
39.8,13.4,46.21
39.7,14.0,46.25
40.0,14.9,35.99
39.0,15.9,3.3
21.6,17.9,0.03
12.8,19.0,0.04
7.1,19.3,0.11
6.0,19.5,0.07
7.7,19.8,0.06
8.7,19.0,0.06
6.5,16.5,0.06
6.5,14.8,0.03
8.7,11.4,0.04
13.4,8.7,0.05
17.5,10.0,6.15
20.1,7.1,12.41
22.5,4.5,29.93
23.3,3.4,46.42
24.0,3.4,48.64
24.8,3.6,48.6
26.3,3.7,47.23
27.2,3.6,28.62
27.7,3.3,17.11
28.8,3.0,17.07
29.1,3.1,16.98
28.7,3.4,17.05
27.7,3.6,17.04
26.1,3.8,34.12
24.2,3.8,47.26
23.8,3.8,47.97
23.2,3.9,47.97
23.2,3.9,47.96
23.1,4.0,48.07
22.6,4.1,47.96
21.8,4.0,47.96
21.0,4.1,47.96
20.5,4.2,47.98
22.8,4.3,47.97
26.0,4.3,47.98
30.5,4.3,47.95
32.6,4.4,47.95
33.8,4.5,48.01
33.4,4.5,47.94
33.7,4.6,47.96
33.7,4.7,47.96
34.7,4.8,47.98
34.3,4.8,47.94
34.2,4.9,47.97
33.8,5.0,47.97
33.8,5.2,47.98
33.8,5.4,47.97
33.5,5.2,48.02
33.3,5.4,48.02
32.7,5.6,47.95
31.7,5.7,48.02
31.6,6.0,47.95
30.1,6.1,47.95
29.1,6.0,47.96
28.3,6.2,47.96
28.3,6.4,48.0
27.7,6.6,47.93
28.6,6.9,47.95
29.6,6.9,47.95
29.3,7.1,48.05
29.3,7.3,47.96
28.8,7.6,48.0
28.8,7.9,47.99
29.3,8.2,47.95
29.3,8.5,47.93
30.0,8.5,47.98
29.7,8.9,47.99
29.7,9.2,47.97
29.5,9.6,48.08
29.7,10.1,47.99
30.4,10.3,48.06
29.6,10.7,48.0
29.6,11.1,47.91
30.0,11.6,48.01
30.0,12.2,47.98
29.8,12.9,47.95
29.2,13.2,48.03
29.0,13.8,47.9
29.5,14.3,47.85
28.9,15.1,47.88
28.4,16.1,47.89
28.4,16.8,47.89
28.8,17.8,47.85
28.5,18.8,47.91
28.3,20.2,47.86
28.7,21.7,43.37
28.8,23.0,18.02
26.5,26.0,0.07
22.0,28.0,0.04
15.9,30.6,0.05
12.8,32.5,0.18
10.4,32.8,0.21
8.5,26.1,0.23
12.6,23.5,0.06
20.8,18.1,0.04
30.8,11.8,0.06
46.5,5.0,0.08
52.5,4.0,0.03
45.9,5.2,0.05
45.5,3.2,0.07
44.1,2.5,0.06
38.9,2.5,28.47
36.2,2.7,50.23
32.5,2.7,50.3
27.6,2.8,50.24
23.4,2.9,50.12
18.2,2.7,37.73
15.5,2.7,34.51
14.3,2.8,34.61
13.0,2.9,38.56
12.5,3.0,38.58
11.8,2.9,38.66
11.6,2.9,38.61
11.7,3.0,38.58
11.8,3.0,38.61
12.0,3.1,38.54
13.9,3.2,44.38
16.5,3.3,46.02
21.6,3.2,46.01
26.9,3.1,48.74
28.9,3.2,49.0
31.0,3.3,49.02
31.9,3.3,48.97
31.9,3.4,48.98
30.9,3.3,48.97
29.1,3.3,48.93
27.4,3.5,48.95
26.4,3.5,48.94
27.4,3.6,48.99
29.8,3.5,48.98
31.2,3.5,49.03
32.5,3.6,48.98
33.0,3.6,48.94
33.0,3.6,49.04
33.4,3.8,48.97
32.8,3.8,48.95
33.3,3.9,48.94
34.3,3.7,48.95
34.8,3.8,48.93
34.4,3.9,48.96
34.5,4.0,48.96
31.6,4.0,48.93
30.6,4.0,48.93
29.3,4.0,48.94
28.3,4.1,48.98
27.9,4.2,49.07
28.1,4.3,49.0
30.4,4.2,48.86
31.3,4.3,48.82
32.7,4.3,48.8
33.1,4.4,46.63
33.7,4.5,46.11
34.4,4.7,46.01
35.6,4.8,43.37
36.6,4.9,43.4
37.8,4.7,43.35
38.2,4.9,43.41
38.8,5.1,43.41
37.6,5.2,43.37
34.7,5.3,43.32
32.6,5.2,43.32
31.3,5.4,43.36
30.6,5.5,43.39
33.1,5.7,43.39
38.7,5.9,43.29
38.4,6.0,43.35
38.5,6.0,43.35
39.8,6.2,43.39
40.6,6.4,43.39
35.2,6.6,41.66
37.8,6.8,41.69
37.6,7.0,39.13
38.8,7.1,37.79
38.3,7.4,35.88
39.2,7.7,35.62
31.2,8.0,35.63
28.0,8.3,35.92
27.2,8.3,35.92
25.8,8.6,40.72
25.0,9.0,43.3
25.0,9.3,44.14
25.2,9.6,44.42
24.5,10.0,44.31
23.9,10.4,44.33
24.0,10.8,44.28
23.5,10.9,44.88
23.0,11.5,46.05
22.8,12.2,47.72
22.6,12.7,49.81
22.7,13.3,50.53
22.3,13.6,50.51
21.9,14.3,50.54
21.2,15.2,55.28
20.1,16.0,56.29
18.8,17.1,56.87
16.4,18.2,56.93
13.9,18.8,56.23
12.6,20.1,40.58
11.1,21.0,14.62
8.8,22.3,2.11
6.2,22.0,0.16
7.8,21.4,0.04
9.0,19.9,0.06
6.9,18.0,0.04
8.0,14.2,0.04
11.5,12.5,0.08
16.1,12.6,0.02
19.7,7.8,0.17
23.2,5.8,0.03
24.9,3.8,0.07
26.1,2.9,0.14
24.8,2.9,23.25
23.8,3.1,30.9
23.2,3.3,37.5
23.4,3.1,38.11
22.8,3.1,39.46
21.7,3.1,39.88
20.7,3.2,39.92
21.3,3.4,39.91
22.6,3.4,40.28
25.0,3.4,41.49
27.4,3.3,41.46
28.4,3.3,41.55
27.6,3.4,41.5
27.9,3.4,41.44
27.9,3.5,41.46
27.7,3.6,41.44
28.6,3.6,41.51
28.5,3.5,41.45
28.9,3.6,41.47
27.9,3.6,41.48
28.0,3.8,41.48
28.7,3.8,41.17
28.8,3.8,40.66
28.0,3.8,39.31
28.0,3.8,39.33
27.7,4.0,39.32
27.1,4.1,39.54
26.7,4.3,41.86
26.7,4.2,43.06
27.5,4.3,43.07
27.5,4.4,43.1
26.4,4.5,44.47
26.5,4.6,45.97
26.6,4.9,47.26
26.7,5.0,47.5
27.3,4.8,48.81
28.0,4.9,48.96
30.8,5.2,48.97
30.7,5.4,48.94
30.5,5.5,48.95
31.8,5.8,48.95
30.2,5.9,48.95
30.4,6.1,48.95
30.4,6.1,48.96
28.5,6.3,48.94
29.2,6.6,49.06
28.9,6.9,49.06
28.8,7.2,48.97
28.4,7.2,48.93
28.6,7.5,48.97
25.2,7.8,48.94
24.8,8.1,48.95
24.5,8.5,48.96
24.3,8.7,49.01
25.2,9.1,49.04
25.1,9.6,48.95
24.8,9.8,48.96
23.7,10.3,48.95
23.9,10.8,49.12
23.7,11.4,48.93
24.3,12.1,48.9
24.2,12.4,48.96
23.4,13.2,48.8
23.3,13.8,48.85
22.7,14.7,48.79
23.2,15.7,48.85
22.7,16.5,48.83
22.8,17.8,44.92
22.1,18.4,30.22
18.0,20.4,23.86
12.7,23.3,23.79
9.0,25.6,23.83
7.7,27.8,20.24
6.0,29.0,5.13
6.7,30.1,0.05
8.5,30.1,0.13
7.0,29.5,0.13
7.3,26.5,0.03
14.5,22.0,0.07
25.4,18.0,0.04
33.3,13.5,0.03
43.2,10.7,0.07
49.7,7.8,0.03
55.0,6.9,0.03
56.9,4.7,0.04
59.7,2.8,0.07
59.6,2.4,0.04
56.5,2.4,0.06
49.7,2.6,18.38
43.8,2.7,21.14
39.8,2.9,45.46
39.2,2.9,48.54
38.3,2.9,56.02
38.7,2.8,57.44
38.6,2.9,57.47
38.3,2.9,57.44
38.8,3.0,57.43
38.1,3.0,57.48
37.7,3.0,57.47
36.4,2.9,57.45
36.4,2.9,57.43
37.0,3.0,57.46
36.5,3.0,57.43
36.6,3.0,57.49
37.2,3.1,57.43
37.4,3.1,57.43
36.4,3.1,57.41
33.4,3.1,57.52
30.2,3.1,57.4
27.9,3.2,57.4
30.4,3.2,57.47
37.0,3.3,57.46
43.0,3.1,57.45
46.1,3.1,57.4
49.6,3.2,57.46
51.6,3.2,57.41
53.2,3.3,57.08
55.0,3.2,56.97
55.5,3.1,57.03
56.7,3.2,55.78
57.2,3.3,52.14
58.3,3.3,48.46
59.6,3.2,44.56
60.6,3.2,38.84
61.0,3.3,33.7
60.7,3.3,22.94
58.3,3.5,22.02
51.8,3.8,22.12
48.0,3.9,33.02
45.2,3.8,47.78
45.6,3.9,51.04
46.4,3.9,51.16
46.4,4.0,51.06
47.4,4.1,46.4
46.3,4.2,32.33
44.0,4.3,30.42
41.1,4.4,39.03
40.2,4.4,46.98
41.2,4.5,53.93
41.8,4.6,55.3
43.2,4.8,55.28
43.6,4.9,51.47
47.8,4.8,48.71
56.2,4.9,48.73
58.1,5.1,48.71
56.9,5.3,48.78
57.2,5.4,48.72
55.5,5.5,48.74
57.6,5.5,48.75
58.5,5.7,48.75
61.9,5.8,48.78
54.1,6.0,48.75
52.8,6.2,48.03
57.1,6.4,45.25
57.1,6.6,45.23
58.2,6.7,45.18
43.9,6.9,45.22
41.3,7.1,45.61
41.2,7.3,46.38
40.8,7.6,46.4
39.8,8.0,46.38
39.6,8.2,46.4
39.2,8.4,46.46
39.0,8.7,46.41
39.6,9.0,48.22
40.8,9.4,48.18
40.8,9.7,48.22
40.5,10.1,48.2
40.8,10.5,48.22
41.1,11.0,48.21
40.2,11.7,48.16
40.1,12.1,48.23
39.5,12.8,48.17
39.5,13.1,48.09
39.9,13.9,48.04
40.6,14.7,48.04
41.1,15.4,37.68
39.8,16.7,17.55
26.2,18.1,14.01
16.7,20.1,13.62
11.7,21.5,2.03
7.4,22.6,0.03
6.9,23.2,0.06
9.2,24.6,0.1
11.0,25.7,0.09
8.5,24.2,0.11
6.5,23.1,0.06
8.2,20.2,0.03
14.2,16.3,0.16
21.3,13.5,0.03
25.9,10.1,0.08
31.6,12.3,0.04
35.4,7.4,0.2
36.5,3.4,5.03
35.8,2.9,15.4
34.5,3.3,25.49
33.0,3.4,29.55
32.1,3.6,31.76
31.4,3.7,33.13
30.1,3.5,33.17
29.3,3.6,33.26
27.2,3.6,33.22
26.2,3.8,33.17
24.9,3.9,39.15
23.7,3.9,42.68
23.0,3.9,43.66
22.3,3.9,46.41
20.7,4.0,46.93
19.6,4.1,46.9
20.6,4.1,46.89
24.3,4.1,46.91
27.6,4.1,46.91
30.8,4.2,46.94
31.8,4.3,46.91
33.2,4.4,46.94
32.8,4.5,46.9
33.0,4.6,47.02
33.2,4.5,46.9
33.1,4.6,46.97
33.0,4.7,46.81
33.4,4.8,46.69
33.8,4.9,46.66
33.8,5.0,46.67
34.0,5.1,46.66
34.0,5.2,46.68
33.6,5.3,46.7
33.1,5.4,46.64
32.9,5.6,46.72
31.5,5.7,46.7
31.4,5.8,46.7
30.5,5.8,46.69
29.1,6.0,46.68
28.1,6.2,46.7
28.5,6.4,46.68
28.4,6.6,46.66
28.4,6.7,46.71
29.4,6.7,46.72
30.4,7.0,46.7
30.2,7.2,46.69
28.7,7.4,46.73
28.4,7.7,46.68
28.4,7.9,46.77
28.7,8.2,47.32
29.5,8.5,49.73
29.6,8.6,49.78
29.2,8.9,49.64
29.7,9.3,49.6
29.3,9.7,49.63
30.1,10.2,49.64
29.8,10.3,49.63
29.6,10.7,49.72
30.1,11.1,49.56
29.8,11.8,49.5
29.5,12.2,49.48
29.4,12.7,49.59
29.2,13.2,49.55
29.0,13.7,49.57
28.3,14.5,49.59
28.5,15.3,49.65
29.1,16.1,49.69
29.0,17.0,48.8
29.0,17.6,46.91
28.5,18.9,46.93
28.5,20.3,41.15
28.5,21.5,39.35
28.1,23.6,0.27
24.0,26.2,0.08
18.5,28.3,0.11
15.0,30.0,0.07
11.1,30.8,0.1
9.3,24.4,0.05
9.6,20.9,0.03
15.1,18.0,0.07
21.9,11.0,0.04
35.2,5.1,0.03
44.2,3.8,0.08
40.0,4.8,0.03
39.4,3.6,4.96
39.6,2.6,26.52
37.8,2.4,39.49
38.2,2.4,40.27
38.5,2.4,40.31
38.9,2.5,40.26
39.0,2.6,26.32
33.7,2.5,26.29
17.7,2.7,26.28
14.8,2.8,31.34
13.1,2.9,34.18
12.1,2.9,34.96
11.4,2.9,39.23
11.3,3.1,39.25
11.3,3.2,39.28
11.2,2.9,42.23
11.6,3.0,47.9
13.2,3.1,48.63
16.9,3.2,49.13
20.3,3.3,49.18
24.7,3.2,49.27
27.6,3.1,50.34
29.0,3.1,50.38
31.0,3.3,50.41
30.8,3.3,50.35
30.1,3.3,50.4
29.4,3.4,50.43
28.1,3.4,50.44
27.3,3.4,50.32
27.0,3.4,50.37
28.5,3.6,50.37
30.3,3.6,50.38
31.6,3.7,50.43
33.2,3.5,50.34
33.2,3.6,50.34
33.1,3.7,50.34
33.7,3.7,50.42
33.4,3.7,50.36
33.9,3.9,50.35
34.4,3.9,50.41
35.0,3.8,50.35
34.4,3.8,50.35
32.0,3.9,50.36
30.5,4.0,50.33
29.7,4.1,50.34
28.4,4.0,50.37
27.9,4.0,50.38
27.2,4.1,50.38
28.7,4.2,50.37
30.3,4.3,50.37
32.4,4.3,50.35
33.0,4.4,50.45
33.7,4.4,50.35
35.0,4.5,50.34
36.3,4.6,50.39
37.6,4.7,50.46
39.7,4.9,50.36
40.1,5.0,50.33
41.9,4.8,50.46
41.8,4.9,50.32
39.0,5.0,50.37
35.6,5.2,50.39
33.2,5.4,50.34
31.4,5.3,50.34
31.1,5.4,50.39
35.7,5.6,50.34
40.3,5.7,50.44
37.8,6.0,50.34
36.4,6.2,50.34
39.4,6.2,50.38
38.8,6.4,50.34
35.3,6.5,50.21
41.8,6.7,50.07
37.5,7.0,48.27
37.0,7.2,45.11
38.0,7.5,43.69
39.3,7.4,43.25
40.9,7.7,42.6
35.1,8.0,42.62
32.1,8.3,41.28
32.2,8.6,40.07
32.4,9.0,38.87
32.2,9.4,34.98
31.2,9.8,33.85
30.0,10.0,33.76
28.4,10.5,35.73
26.4,11.0,43.76
26.9,11.7,44.94
26.3,12.2,45.01
26.6,12.4,45.35
26.7,13.1,45.34
26.1,13.7,45.34
26.5,14.6,45.33
26.8,15.4,45.32
26.5,15.9,45.33
26.8,16.9,45.32
25.9,17.7,45.13
23.5,18.8,45.15
21.1,20.2,44.78
18.1,21.2,42.22
15.7,23.0,41.83
13.6,24.0,41.72
12.5,26.0,39.88
11.5,28.0,1.8
8.3,30.5,0.05
7.1,31.0,0.03
11.3,30.3,0.08
9.4,27.7,0.03
8.5,26.3,0.08
12.9,25.3,0.14
17.6,20.2,0.04
26.5,15.5,0.03
36.5,17.1,0.15
41.9,9.9,0.18
47.0,6.8,0.03
48.4,4.3,0.04
45.1,3.2,0.16
41.2,3.3,11.87
38.6,3.4,33.4
35.5,3.1,36.34
34.3,3.1,38.34
32.0,3.1,40.75
30.6,3.3,40.84
32.2,3.3,40.7
35.9,3.3,40.69
42.1,3.3,40.69
45.1,3.3,40.7
46.2,3.4,40.77
46.3,3.4,42.04
46.7,3.6,40.6
46.7,3.7,39.87
45.8,3.7,39.79
44.4,3.4,40.98
43.8,3.4,41.28
43.5,3.6,41.26
43.5,3.7,45.64
44.6,3.9,48.13
45.5,3.7,48.13
46.2,3.7,48.18
45.5,3.7,48.17
45.5,3.9,48.13
45.9,4.0,48.12
46.6,4.0,48.14
47.0,4.0,48.12
47.5,4.1,48.14
48.4,4.2,48.11
49.0,4.2,48.13
50.4,4.5,48.13
50.8,4.6,48.17
51.4,4.7,48.11
52.3,4.5,48.11
52.7,4.6,48.1
53.6,4.8,48.11
53.4,4.9,48.13
53.7,5.1,48.11
58.4,5.0,48.11
63.1,5.2,48.13
65.7,5.3,48.09
67.3,5.4,48.14
70.0,5.7,48.09
67.7,5.9,48.12
67.5,5.9,48.1
68.9,6.1,47.97
67.5,6.3,44.51
68.8,6.5,38.43
68.2,6.8,36.79
66.2,7.1,35.09
67.5,7.4,35.09
55.1,7.4,35.36
51.5,7.8,36.61
49.2,8.2,38.78
47.4,8.7,41.99
46.8,9.1,42.02
46.4,9.3,45.6
46.4,9.8,47.95
46.4,10.1,47.95
46.5,10.6,47.93
46.6,11.2,47.91
46.0,11.6,47.91
45.7,12.1,47.93
45.6,12.9,47.99
45.2,13.3,41.41
44.1,14.1,32.45
41.5,15.3,32.44
38.4,17.3,32.4
32.8,19.5,5.0
14.2,20.7,0.05
10.3,22.8,0.04
6.4,23.7,0.08
7.3,23.5,0.13
9.5,21.6,0.03
7.7,20.0,0.03
7.9,16.7,0.04
11.3,14.6,0.15
18.5,11.3,0.04
24.0,8.0,0.11
30.1,6.4,0.11
32.7,5.3,4.69
35.8,3.5,16.94
36.5,2.7,38.84
37.7,2.5,48.53
38.8,2.7,53.03
40.9,2.7,54.74
41.4,2.6,36.17
43.2,2.5,31.31
44.3,2.5,31.32
46.3,2.5,31.38
47.1,2.6,27.39
47.8,2.6,15.29
47.8,2.4,13.51
45.4,2.6,13.62
39.4,2.8,30.82
37.4,2.9,35.68
36.4,2.9,43.67
37.4,2.9,56.01
37.8,2.8,56.35
38.3,2.9,56.39
38.5,2.9,56.4
38.3,2.9,56.38
37.9,3.0,56.35
37.5,3.0,56.41
37.2,2.9,56.34
37.3,2.9,56.4
37.9,3.0,56.39
38.2,3.0,56.35
38.2,3.1,56.33
38.3,3.0,56.34
36.9,3.0,56.34
35.4,3.0,56.34
30.7,3.1,56.39
28.7,3.1,56.34
31.2,3.1,56.38
38.4,3.0,56.0
42.4,3.1,50.7
47.1,3.2,48.97
49.2,3.2,45.97
51.3,3.2,44.38
53.4,3.1,43.68
54.6,3.1,38.02
55.1,3.2,30.06
54.3,3.2,19.83
51.2,3.4,18.7
46.1,3.7,18.86
42.4,3.8,19.13
35.1,3.7,23.59
30.8,3.8,37.27
29.2,3.8,43.64
29.7,4.0,47.17
30.2,4.0,48.54
30.5,4.0,48.59
30.9,4.0,48.52
31.3,4.1,48.54
31.7,4.1,48.48
32.1,4.3,48.52
32.9,4.4,48.48
33.6,4.2,48.48
33.7,4.3,48.48
33.8,4.5,48.48
33.8,4.5,48.49
33.9,4.6,48.59
34.5,4.7,48.52
35.0,4.7,48.53
36.1,4.8,48.51
39.6,4.9,48.48
47.5,5.0,48.59
49.8,5.1,48.53
48.9,5.3,48.57
50.8,5.2,48.55
53.8,5.3,48.49
52.9,5.4,48.62
55.9,5.6,48.46
57.2,5.8,45.33
61.5,5.8,39.77
54.3,5.9,36.53
55.2,6.2,36.51
58.1,6.4,36.55
56.0,6.7,36.51
43.8,7.1,36.53
39.7,7.2,35.41
38.5,7.5,35.38
37.5,7.9,35.47
36.1,8.4,35.45
35.6,8.8,35.46
34.1,9.2,35.48
33.4,9.7,35.35
31.9,10.1,35.39
30.6,10.7,35.4
28.8,11.2,35.41
27.7,11.6,35.39
27.5,12.2,35.48
26.2,12.7,35.38
25.2,13.4,35.43
23.3,14.2,35.52
19.8,14.8,35.23
17.2,15.9,3.71
12.3,16.7,2.92
9.4,17.5,2.95
8.1,18.4,2.91
6.7,19.2,0.51
5.9,20.0,0.05
8.7,19.9,0.04
7.9,18.6,0.02
5.9,16.3,0.03
7.0,14.5,0.02
11.3,11.1,0.04
14.9,9.0,0.03
19.0,10.3,0.05
21.6,5.8,0.04
23.2,3.8,4.54
23.5,2.9,17.24
24.2,3.1,20.4
24.1,3.3,22.32
24.2,3.4,22.24
23.0,3.4,28.15
21.9,3.5,36.51
21.2,3.6,41.25
21.0,3.8,42.84
21.0,3.9,43.61
20.9,3.7,43.71
20.8,3.7,43.65
20.6,3.8,43.63
20.6,3.9,43.64
20.8,4.1,43.62
20.5,4.1,47.08
20.0,3.9,47.94
19.6,4.0,47.92
18.6,4.1,47.88
18.1,4.2,47.92
19.2,4.3,47.93
22.5,4.2,48.0
25.0,4.3,47.92
26.9,4.4,47.99
28.3,4.4,47.95
28.8,4.5,47.94
28.6,4.6,47.97
29.1,4.6,47.92
29.0,4.7,47.92
28.8,4.8,47.92
29.1,4.9,47.92
29.3,5.1,47.92
29.6,5.2,47.93
30.3,5.1,47.92
30.8,5.2,47.92
30.2,5.4,47.91
30.6,5.5,48.03
31.5,5.7,47.92
31.6,5.8,47.94
31.8,5.8,47.8
31.7,5.9,47.83
30.9,6.1,47.77
30.3,6.3,47.74
29.2,6.4,47.71
28.6,6.5,44.84
29.0,6.6,44.35
29.7,6.8,44.44
30.4,7.0,44.38
32.2,7.2,42.44
33.0,7.4,41.27
33.4,7.6,39.86
32.8,7.8,37.93
31.2,8.2,37.92
31.4,8.6,37.85
31.7,9.1,37.96
31.4,9.5,38.24
31.1,9.6,38.06
12.6,2.8,0
11.6,3.1,48.9
11.1,3.5,48.91
10.7,3.8,51.37
10.4,3.9,54.27
10.4,4.0,75.98
10.7,3.7,81.14
10.7,3.4,81.15
10.8,3.4,81.15
11.0,3.5,81.19
11.2,3.4,81.15
11.2,3.1,81.19
11.2,3.1,81.18
11.1,3.0,81.18
11.1,3.1,81.17
11.3,3.0,81.19
11.1,2.9,81.16
11.1,2.8,68.91
10.8,2.7,59.54
9.8,2.7,59.46
9.3,2.7,53.29
8.4,2.9,53.32
7.6,2.9,53.32
7.4,2.8,53.3
7.0,2.7,52.13
6.7,2.8,50.67
6.5,2.9,50.76
6.3,3.0,49.24
6.2,3.0,49.18
5.9,2.9,49.19
6.1,2.9,49.33
6.6,2.9,49.16
8.4,3.1,48.49
10.7,3.1,48.57
13.8,3.1,47.81
15.8,3.1,47.93
16.5,3.2,47.53
17.0,3.3,45.13
17.0,3.3,45.11
16.8,3.5,44.01
16.4,3.5,44.03
16.5,3.6,43.98
16.6,3.4,44.0
17.1,3.4,44.29
17.3,3.5,45.87
17.8,3.7,46.88
18.1,3.8,47.12
18.4,3.7,47.17
18.8,3.7,47.11
18.9,3.7,47.15
18.8,3.9,47.18
18.5,3.9,48.54
17.5,3.9,48.56
16.7,4.0,48.53
16.5,4.1,48.44
16.8,4.2,47.32
17.6,4.3,44.06
19.5,4.5,43.74
21.0,4.6,43.75
21.8,4.7,42.54
23.4,4.6,42.43
24.3,4.7,41.9
26.1,5.0,40.41
27.0,5.2,38.54
27.4,5.3,38.56
24.2,5.4,37.88
22.0,5.6,37.83
23.1,5.8,37.88
21.5,6.0,42.4
23.1,6.3,47.15
23.0,6.5,48.18
23.2,6.5,48.19
22.0,6.7,48.25
22.2,6.9,50.41
22.0,7.2,50.6
22.4,7.5,50.66
22.6,7.8,50.62
19.3,7.8,50.58
18.8,8.1,50.58
18.9,8.4,50.62
19.0,8.9,50.58
19.0,9.3,50.57
19.1,9.4,50.56
19.2,9.8,50.61
19.0,10.5,50.68
18.9,10.8,50.62
18.6,11.5,50.54
18.5,12.0,50.61
18.3,12.6,50.58
18.3,13.4,50.54
18.2,13.6,50.56
18.1,14.4,50.55
17.7,15.2,50.33
17.3,16.3,50.34
16.6,17.4,49.02
14.9,17.9,30.28
10.7,19.2,13.73
7.8,19.8,0.04
5.6,19.7,0.05
6.4,18.6,0.08
7.2,17.8,0.03
6.0,15.0,0.05
7.8,12.3,0.03
10.7,13.1,0.02
13.7,9.4,0.06
17.7,7.1,0.15
21.0,4.9,0.15
22.5,3.5,4.55
22.7,2.8,11.39
21.6,3.0,28.94
21.1,3.2,35.96
20.7,3.2,44.47
20.9,3.3,44.99
20.4,3.1,45.09
19.9,3.2,44.99
20.2,3.2,45.0
21.8,3.3,45.0
23.6,3.4,40.13
25.9,3.6,40.0
26.6,3.3,40.05
27.1,3.3,40.21
27.3,3.4,40.22
26.2,3.5,44.08
26.2,3.8,44.14
27.2,3.8,44.68
27.4,3.5,45.29
27.9,3.6,45.33
27.1,3.6,47.1
27.2,3.9,47.16
27.1,4.0,47.16
27.9,3.9,47.16
27.6,3.9,47.17
27.0,4.0,47.18
27.0,4.1,47.18
26.7,4.3,47.18
26.6,4.6,47.11
26.4,4.7,47.1
26.7,4.8,47.13
27.1,4.5,47.09
26.8,4.7,47.15
25.7,5.0,47.1
25.6,5.1,47.12
27.1,5.4,47.12
30.0,5.2,47.13
29.8,5.3,47.1
29.3,5.6,47.1
29.2,5.9,47.1
28.9,6.1,47.18
28.5,6.2,47.18
28.4,6.4,47.15
29.2,6.7,47.23
27.7,6.9,47.1
27.3,7.2,47.12
27.9,7.7,47.18
25.3,8.1,47.17
25.2,8.4,47.1
25.1,8.5,47.14
23.7,8.9,47.12
23.7,9.3,47.09
23.1,9.7,47.16
24.0,10.3,47.11
23.9,10.5,47.08
22.8,11.1,47.11
22.8,11.6,47.12
22.2,12.3,47.12
22.7,13.0,47.06
22.0,13.5,47.09
22.0,14.3,47.05
21.3,14.9,47.04
20.8,16.0,46.98
20.1,17.3,25.48
16.5,19.3,1.31
10.3,21.6,0.03
6.3,21.9,0.03
5.4,21.2,0.09
6.8,19.7,0.03
5.9,18.4,0.1
5.5,15.5,0.04
8.9,13.6,0.06
15.6,9.8,0.06
20.1,7.0,8.45
24.5,6.4,21.59
27.1,5.1,34.11
28.7,4.7,34.72
30.6,4.3,34.67
32.5,4.0,21.5
35.1,3.4,12.19
36.8,2.8,7.65
38.0,2.5,7.72
36.5,2.6,11.27
34.1,2.9,28.97
31.7,2.9,32.93
29.9,2.9,33.51
28.9,2.9,33.52
27.7,3.1,37.71
27.0,3.1,38.91
25.8,3.2,38.87
24.9,3.2,44.7
25.1,3.3,44.8
24.8,3.1,47.85
25.2,3.2,50.45
24.4,3.4,50.38
24.6,3.4,50.51
24.3,3.5,50.41
22.6,3.3,50.47
20.9,3.3,50.47
20.7,3.4,50.39
22.1,3.4,50.38
23.7,3.5,50.41
25.3,3.6,50.4
26.8,3.7,50.37
26.9,3.5,50.39
27.2,3.5,50.37
27.1,3.6,50.38
26.9,3.8,50.38
26.8,3.8,50.46
27.3,3.9,50.43
27.4,3.7,53.95
