ir_L,ir_R,degree
2.7,26.1,35.8
2.8,25.9,35.26
2.9,28.3,32.88
2.8,29.3,25.57
2.9,31.4,18.53
3.0,33.3,9.98
3.2,36.6,10.0
3.2,37.5,9.83
3.3,39.3,9.86
3.3,40.8,9.81
3.5,41.5,9.76
2.9,30.7,9.85
2.5,17.6,9.85
2.4,15.5,9.86
2.4,11.5,9.89
2.4,9.5,9.92
2.4,7.1,9.94
2.4,6.0,9.81
2.4,4.9,9.87
2.4,4.7,16.14
2.5,4.9,70.55
2.6,4.8,82.61
2.4,4.9,87.53
2.2,4.9,87.43
2.2,4.9,83.97
2.2,5.0,80.47
2.3,5.1,68.92
2.4,5.5,56.79
2.3,5.8,22.64
2.3,5.7,9.4
2.4,5.5,8.83
2.3,5.7,8.94
2.2,6.0,8.89
2.3,6.5,8.95
2.3,7.1,8.98
2.3,8.1,8.91
2.4,8.5,8.98
2.3,9.8,8.92
2.5,10.7,9.04
2.7,11.9,8.99
3.0,12.4,8.98
3.4,12.8,9.0
3.2,12.6,8.91
3.2,12.0,9.04
3.3,11.3,9.12
3.3,10.4,9.13
3.3,9.9,9.22
2.8,9.1,11.09
2.7,7.9,17.37
2.6,7.0,21.53
2.7,6.4,35.63
2.8,6.2,46.25
2.5,6.2,46.13
2.5,6.3,46.09
2.8,6.5,46.14
2.9,6.4,45.26
2.8,6.6,27.52
2.9,6.8,0.9
2.9,6.4,0.08
2.6,5.7,0.14
2.7,5.4,0.03
2.4,5.3,0.14
1.8,4.5,0.03
1.7,4.7,0.04
1.9,5.1,0.12
1.9,5.2,0.07
2.0,6.1,0.08
2.1,9.8,0.04
1.9,11.5,0.04
2.0,12.6,0.06
2.4,12.7,0.06
2.4,12.8,10.47
2.0,12.4,46.46
2.3,12.3,56.7
2.3,12.6,59.98
2.4,13.1,59.82
2.4,13.7,54.78
2.1,14.5,40.13
2.1,14.9,28.67
2.4,15.6,26.84
2.4,15.6,26.88
2.1,15.9,26.83
2.1,15.9,26.89
2.2,15.7,26.88
2.2,15.2,26.87
2.5,15.3,26.91
2.6,15.5,26.96
2.1,15.2,19.56
2.1,14.6,15.35
2.4,13.5,12.57
2.5,12.1,12.51
2.4,11.0,12.58
3.0,9.4,19.37
3.3,9.0,52.75
3.5,8.5,54.34
3.5,8.4,54.32
3.0,8.6,54.3
2.6,8.9,54.32
2.6,9.1,54.33
2.4,9.2,53.83
2.2,9.5,44.89
2.2,9.7,43.5
2.2,10.2,43.35
2.3,10.6,40.73
2.5,10.7,28.79
2.5,10.5,22.72
2.2,9.8,22.32
2.2,9.5,21.81
2.3,8.9,32.6
2.3,8.5,38.32
2.2,8.4,38.34
2.2,8.4,38.33
2.3,8.5,38.35
2.2,8.4,38.36
2.4,8.1,38.31
2.5,8.0,38.39
2.2,8.1,38.29
2.4,8.1,38.32
2.3,8.0,38.21
2.3,8.0,37.56
2.3,8.0,34.44
2.3,8.0,31.01
2.3,8.1,22.87
2.5,7.6,11.51
2.4,6.9,11.61
2.2,5.8,11.77
2.1,5.3,12.13
2.2,4.8,19.36
2.2,4.6,30.88
2.1,4.7,38.26
2.2,4.8,38.37
2.2,5.1,38.23
2.2,5.2,38.26
2.3,4.9,35.14
2.3,5.0,31.59
2.2,5.3,17.08
2.2,5.5,10.14
2.3,5.4,8.54
2.4,5.9,8.4
2.3,6.4,8.44
2.3,7.1,8.47
2.5,8.0,8.32
2.6,8.7,8.42
2.9,8.6,8.46
3.1,9.2,8.45
3.3,9.6,8.45
3.5,9.8,8.46
3.6,9.2,8.46
3.6,9.6,8.43
3.5,9.8,8.39
3.3,9.1,25.78
3.3,8.7,46.97
3.4,8.5,56.54
3.5,8.6,56.54
3.5,8.9,56.56
3.5,9.2,56.51
3.6,9.4,56.22
3.7,9.6,50.98
3.9,9.7,33.73
3.9,10.0,33.16
3.9,10.0,33.14
4.0,10.1,33.23
4.1,10.1,33.62
4.1,10.0,24.95
4.2,10.1,0.51
4.2,9.5,0.07
3.9,8.5,0.03
3.8,7.1,0.02
3.5,6.4,0.03
3.1,5.9,0.03
2.9,5.7,0.05
2.7,4.9,0.04
2.3,5.5,0.04
2.0,5.8,0.07
1.9,6.0,0.07
2.0,8.5,0.03
2.1,15.2,0.03
2.4,17.2,0.02
2.5,18.7,0.03
2.3,18.7,0.05
2.4,17.7,0.09
2.6,16.5,0.05
2.9,14.5,0.18
4.1,12.7,0.21
5.6,10.2,22.53
8.8,8.9,44.02
9.9,8.4,58.13
9.5,8.5,58.08
9.0,8.8,58.06
8.5,9.0,58.14
8.3,9.3,58.27
8.0,9.2,63.15
7.6,9.6,63.13
6.8,10.1,63.14
6.5,10.7,63.15
5.9,11.2,63.13
5.8,11.3,63.14
5.2,12.1,63.11
4.8,12.7,62.39
4.2,13.7,53.76
4.1,14.1,41.29
3.8,14.8,41.05
3.5,15.2,41.08
3.5,15.5,41.05
3.4,15.9,41.06
3.4,16.1,41.04
3.3,16.4,41.14
3.0,16.9,41.05
2.8,17.3,41.07
2.8,17.8,41.18
2.7,18.1,41.01
2.6,18.4,41.04
2.6,19.0,41.04
2.6,19.5,40.87
2.6,19.9,37.49
2.7,20.3,35.1
2.8,20.2,34.4
2.6,19.8,33.11
2.6,20.0,16.06
2.7,19.2,14.07
2.7,17.1,14.09
2.5,14.8,14.14
2.5,11.8,14.07
2.5,10.4,14.21
2.6,8.1,37.88
2.7,7.0,61.68
2.7,7.2,67.44
2.5,7.5,73.83
2.5,8.4,74.0
2.5,8.7,74.0
2.4,10.2,74.05
2.5,11.3,74.01
2.7,13.8,74.03
2.9,15.7,74.02
3.2,19.6,74.0
3.5,21.6,74.01
3.5,25.4,74.06
3.9,28.2,66.93
4.2,31.5,45.51
4.5,32.2,45.46
4.4,35.0,24.49
4.6,36.2,21.23
4.7,36.7,21.11
4.9,39.1,21.06
5.1,40.0,21.04
5.3,41.8,21.09
5.0,42.5,21.01
3.1,19.4,21.02
3.0,14.8,20.98
3.0,12.4,21.0
2.8,11.2,21.06
2.6,9.5,20.98
2.6,8.4,21.01
2.6,7.1,20.98
2.6,6.4,21.02
2.4,6.0,21.06
2.3,6.1,21.08
2.2,6.5,21.02
2.3,6.7,20.98
2.4,7.1,20.99
2.3,7.2,21.03
2.3,7.9,21.09
2.3,8.4,20.99
2.4,8.8,1.85
2.5,10.0,0.18
2.5,11.4,0.03
2.4,14.0,0.02
2.5,15.5,0.08
2.6,17.9,0.03
2.8,18.8,0.05
2.7,19.5,0.03
2.9,19.2,0.03
3.1,16.9,7.45
3.0,14.7,23.81
3.1,12.8,25.65
3.1,13.0,28.84
2.8,12.8,55.56
2.8,12.7,56.54
3.1,13.3,56.3
3.1,13.5,56.24
3.0,14.2,56.33
3.1,14.6,54.75
3.2,15.3,40.65
3.4,15.6,16.22
3.6,16.3,6.85
3.6,15.5,6.83
3.1,12.8,6.86
2.9,10.3,6.82
2.9,8.6,6.87
2.7,7.3,6.85
2.4,6.3,6.82
2.2,5.9,6.99
2.1,6.1,6.82
2.3,5.6,6.96
2.1,4.8,6.85
1.6,5.4,6.97
1.6,5.8,6.93
1.9,6.0,6.86
2.0,6.6,6.97
1.9,8.7,6.94
2.0,11.9,6.86
1.9,14.2,6.86
2.0,14.5,6.86
2.4,14.5,6.86
2.4,14.0,6.86
2.0,13.3,6.9
2.1,12.7,6.97
2.5,11.8,6.89
3.0,10.6,6.87
3.3,10.0,6.93
4.5,8.6,8.42
5.1,7.9,16.6
6.4,7.0,46.86
7.2,6.4,52.66
6.7,6.4,52.71
6.4,6.7,57.29
6.3,6.9,57.41
6.0,7.0,57.29
5.8,7.2,57.26
5.5,7.2,57.35
5.0,7.5,52.61
4.7,7.7,47.37
4.8,8.0,44.86
4.6,8.0,43.33
4.1,8.2,42.7
3.9,8.3,41.08
3.8,8.5,34.59
3.7,8.7,29.8
3.7,8.5,23.06
3.7,8.3,22.31
3.6,8.2,22.4
4.2,7.6,22.41
4.9,7.0,28.94
5.5,6.5,45.39
5.4,6.4,55.47
5.0,6.6,55.77
4.2,6.8,55.79
3.7,7.1,54.25
3.0,7.0,49.89
2.6,7.1,42.76
2.4,7.4,42.74
2.5,7.5,42.65
2.5,7.3,42.71
2.3,7.5,33.38
2.3,7.7,29.64
2.3,7.5,28.59
2.3,7.5,28.59
2.5,7.1,28.65
2.5,6.6,29.89
2.3,6.4,46.67
2.3,6.4,48.0
2.4,6.6,48.0
2.4,6.5,47.94
2.3,6.6,46.92
2.3,6.8,42.75
2.3,7.1,40.31
2.4,7.2,35.87
2.5,7.0,31.08
2.5,6.9,31.05
2.3,6.9,31.11
2.4,6.6,31.15
2.4,6.3,31.47
2.5,6.0,40.52
2.3,5.9,43.06
2.3,5.9,44.41
2.4,6.2,44.38
2.5,6.3,39.77
2.7,6.1,18.07
2.6,5.9,0.06
2.4,5.6,0.03
2.4,5.1,0.03
2.3,4.9,0.17
2.4,5.3,0.04
2.2,5.6,0.1
2.2,6.3,0.03
2.3,7.1,0.16
2.4,7.3,0.05
2.7,8.3,0.03
2.9,9.0,0.04
3.2,9.4,0.03
3.5,9.3,0.03
3.7,9.2,0.03
3.7,8.9,0.12
3.4,9.7,0.06
3.3,9.5,0.3
3.3,8.2,34.31
3.3,7.6,43.09
3.2,7.6,45.7
3.3,7.8,47.83
3.3,8.0,47.91
3.4,8.1,47.78
3.6,8.4,26.53
3.7,8.5,16.58
3.5,8.3,2.29
3.5,7.9,2.11
3.4,6.9,2.05
3.2,6.2,2.11
3.0,5.7,2.19
2.8,5.4,2.0
2.5,5.0,2.02
2.2,4.6,2.03
2.1,4.9,2.02
2.0,5.1,2.01
1.9,5.5,2.15
2.1,8.5,2.01
2.2,11.7,2.06
2.4,13.4,2.03
2.5,14.2,2.1
2.4,14.3,2.01
2.5,14.2,5.76
2.9,13.3,53.73
3.5,12.5,54.73
3.2,13.0,54.74
3.1,13.3,54.83
3.0,13.9,54.7
2.9,14.4,54.35
2.9,15.0,53.4
2.8,15.5,50.59
2.6,16.1,42.65
2.6,16.8,36.96
2.6,17.1,32.43
2.7,17.6,26.42
2.5,17.6,25.9
2.6,17.2,22.19
2.7,16.9,18.54
2.9,15.6,18.49
3.3,14.7,18.5
3.7,14.0,15.8
4.6,13.2,11.57
5.3,11.9,9.1
6.6,10.9,9.25
8.0,8.8,34.04
10.6,8.0,45.37
10.9,7.8,55.93
10.4,8.0,60.03
10.0,8.4,60.86
9.0,8.5,60.91
8.4,9.0,60.86
7.6,9.1,60.85
7.1,9.3,59.34
6.0,9.7,57.43
5.2,9.8,57.07
4.1,10.2,57.08
3.4,10.6,57.09
2.9,11.0,57.15
2.9,11.1,57.12
2.7,11.3,57.12
2.7,11.6,57.13
2.8,12.0,57.17
2.8,12.3,57.09
2.8,12.8,57.11
2.8,13.1,57.13
2.7,13.8,57.15
2.8,14.5,57.12
2.8,15.4,53.59
2.8,15.7,51.64
2.8,16.3,44.94
2.7,16.8,41.06
2.8,17.4,34.38
2.8,17.8,30.37
2.9,17.5,28.26
2.9,16.8,28.08
2.8,16.1,28.16
2.8,15.0,35.96
2.8,14.4,43.43
2.9,14.5,44.09
2.8,14.8,44.03
2.9,15.3,39.68
3.0,15.8,35.17
3.1,16.1,24.13
3.2,15.4,17.53
3.0,13.7,11.27
3.0,12.3,11.19
2.9,9.8,11.34
2.8,8.2,11.25
2.7,6.3,11.25
2.3,5.9,11.25
2.2,6.5,11.23
2.2,6.7,11.28
2.3,7.3,11.27
2.4,7.6,11.27
2.3,8.5,11.29
2.3,9.8,22.98
2.3,10.5,38.06
2.4,11.6,38.07
2.5,12.1,38.04
2.5,12.8,38.06
2.5,13.4,38.02
2.5,14.5,37.77
2.6,15.0,25.64
2.6,16.1,23.77
2.6,17.4,19.05
2.6,19.6,18.77
2.7,20.8,18.86
2.8,23.0,18.93
2.9,24.4,18.86
2.7,27.8,18.84
2.8,29.0,18.89
2.9,30.0,18.84
2.9,30.9,18.87
2.9,32.1,18.88
3.1,30.5,18.97
3.1,27.3,18.85
3.3,27.3,18.84
3.5,29.6,18.81
3.6,27.8,14.66
3.4,24.8,14.43
3.4,23.0,14.39
3.4,20.8,14.38
3.3,16.4,12.78
3.1,14.0,11.41
3.0,11.7,3.56
2.7,9.7,0.04
2.7,7.2,0.05
2.4,6.4,0.03
1.9,6.6,0.03
1.6,6.2,0.25
1.8,5.3,0.07
1.8,6.0,0.06
1.8,6.4,0.04
1.9,6.5,0.03
1.9,8.1,0.11
1.9,11.3,0.11
2.3,13.5,0.05
2.3,13.7,7.13
1.9,13.3,34.36
2.1,12.5,41.15
2.3,12.7,45.95
2.3,13.3,45.85
2.0,13.7,45.88
2.1,14.5,45.91
2.1,15.0,43.64
2.5,15.7,22.21
2.5,16.0,11.54
2.0,16.1,8.68
2.1,15.5,8.68
2.4,14.3,8.71
2.7,13.0,8.74
2.7,11.2,11.01
3.5,10.1,19.81
4.3,8.8,36.01
4.8,8.4,41.41
5.0,8.4,41.5
4.9,8.4,41.6
4.5,8.6,33.85
4.5,8.5,25.39
4.9,8.1,21.27
5.5,7.4,19.12
5.6,7.2,18.9
6.3,6.7,17.59
6.8,6.4,22.56
8.0,5.9,30.01
8.5,5.4,31.75
8.8,5.2,41.99
9.1,5.4,47.27
9.1,5.4,51.47
8.8,5.3,57.32
8.4,5.4,57.3
8.0,5.6,48.73
7.9,5.6,44.52
7.5,5.8,42.42
7.2,5.9,40.39
6.8,5.8,37.82
6.4,5.9,32.79
6.1,6.0,31.13
6.2,5.9,30.41
6.3,5.5,30.47
6.1,5.2,30.44
6.0,5.3,30.5
5.8,5.2,30.49
5.6,5.0,41.19
5.4,4.9,59.66
3.9,4.9,59.81
3.1,5.2,59.78
2.7,5.2,59.58
2.7,5.0,50.79
2.6,5.0,50.72
2.4,5.3,50.81
2.5,5.4,59.14
2.5,5.4,65.73
2.6,5.6,69.2
2.4,5.7,69.06
2.3,6.2,47.8
2.4,6.5,24.75
2.5,6.5,22.76
2.5,6.0,22.84
2.4,5.5,22.78
2.3,5.4,22.83
2.3,5.0,25.63
2.3,4.8,47.39
2.4,4.8,56.28
2.3,4.8,53.72
2.3,5.0,31.98
2.4,5.0,10.81
2.4,4.8,0.04
2.4,4.8,0.1
2.3,5.0,0.05
2.3,5.3,0.03
2.3,5.8,0.11
2.4,6.7,0.07
2.5,7.2,1.75
2.5,8.1,33.66
2.8,8.9,42.62
2.9,9.3,42.77
2.9,9.2,42.67
2.9,9.6,42.5
2.8,10.0,17.82
2.8,10.5,0.18
3.0,10.8,0.02
3.3,10.4,0.03
3.8,9.8,0.1
3.8,11.9,0.17
4.0,12.0,0.09
3.9,11.4,0.03
3.7,10.2,0.1
3.6,9.1,7.32
3.3,7.7,24.04
3.1,7.0,37.29
3.1,6.6,44.5
3.3,6.6,44.99
3.3,6.9,44.87
3.4,6.9,44.78
3.6,7.2,10.12
3.7,7.2,0.05
3.6,6.5,0.07
3.3,6.1,0.06
3.1,5.8,0.06
2.8,5.3,0.08
2.7,5.1,0.03
2.2,5.7,0.05
1.9,5.9,0.09
2.0,7.8,0.05
2.1,14.7,0.04
2.3,17.0,0.05
2.4,18.3,0.05
2.5,18.6,0.15
2.4,17.9,0.04
2.7,16.3,0.03
3.1,14.7,0.03
4.5,12.5,0.13
5.5,10.9,3.85
7.8,8.8,28.18
11.7,7.9,48.75
13.1,7.5,73.81
12.0,7.6,73.9
10.7,8.3,73.88
8.6,9.0,73.91
7.8,10.0,73.9
6.4,10.5,68.9
5.6,11.6,52.46
5.1,12.1,48.25
5.0,12.6,48.15
4.7,13.0,48.16
4.6,13.5,48.22
4.4,13.7,44.53
4.1,14.2,40.0
3.8,14.9,36.44
3.7,15.2,34.0
3.6,15.4,33.02
3.4,15.7,33.12
3.4,15.5,33.0
3.4,15.2,30.52
3.5,14.5,29.52
3.7,13.7,29.56
3.8,12.6,29.46
3.9,12.3,29.47
4.3,11.3,46.22
4.3,10.7,47.1
3.8,10.8,47.02
3.4,10.9,47.05
3.1,11.1,47.08
2.9,11.4,47.06
2.9,11.7,47.05
2.8,11.8,47.02
2.7,12.0,47.06
2.7,12.3,47.02
2.8,12.5,47.04
2.8,12.6,47.05
2.7,12.8,46.99
2.7,13.2,46.88
2.7,13.6,44.63
2.7,14.2,41.68
2.8,14.6,36.12
2.8,14.9,36.09
2.7,15.1,34.97
2.7,14.9,34.97
2.8,14.4,34.92
2.8,13.8,34.95
2.7,13.7,34.98
2.7,13.2,34.93
2.7,13.1,34.94
2.8,12.6,28.14
2.8,12.1,22.56
2.7,10.9,13.56
2.6,9.7,11.28
2.5,7.4,11.36
2.3,6.2,11.46
2.3,5.4,17.8
2.2,5.5,21.73
2.2,5.9,25.94
2.3,6.2,28.16
2.3,6.1,27.89
2.4,6.3,27.84
2.3,6.5,26.97
2.3,6.9,26.98
2.3,7.1,18.92
2.4,7.7,16.39
2.4,8.3,16.48
2.3,9.4,16.56
2.4,10.2,16.48
2.5,11.5,16.52
2.6,11.9,16.59
2.8,13.3,16.66
3.0,14.0,16.59
3.0,14.7,16.64
3.2,14.7,16.61
3.4,14.2,16.61
3.5,13.5,16.56
3.3,12.3,16.62
3.2,12.1,16.61
3.3,12.0,16.67
3.2,11.2,16.54
3.2,10.2,16.58
3.1,9.1,16.66
2.8,8.0,16.63
2.6,7.0,16.59
2.6,6.4,16.73
2.5,5.7,16.57
2.3,5.4,16.68
2.1,5.3,16.63
2.1,5.3,16.61
2.3,5.2,16.65
2.2,5.0,16.69
1.8,4.5,16.54
1.7,4.6,16.59
1.9,5.0,16.64
1.9,5.0,16.59
1.8,5.3,16.61
1.9,5.7,16.6
1.9,7.5,16.52
2.0,9.8,16.56
2.3,11.6,16.57
2.4,12.3,16.57
2.0,13.2,16.65
2.0,13.6,16.52
2.2,14.2,16.58
2.2,14.8,16.55
2.3,15.1,14.6
2.3,14.9,12.62
2.1,14.7,10.38
2.2,14.3,9.65
2.4,13.4,9.54
2.3,12.2,9.57
2.6,11.4,9.57
3.1,9.8,13.91
4.0,8.8,37.15
5.0,7.7,47.01
5.0,7.6,47.05
4.7,7.8,51.32
4.5,7.9,51.3
4.5,8.0,51.23
4.3,8.1,51.03
4.1,8.3,48.79
3.9,8.5,44.16
3.7,8.6,35.63
3.6,8.7,31.67
3.7,8.6,29.66
3.7,8.2,29.51
3.5,8.2,29.62
3.6,7.9,30.91
3.8,7.5,39.1
3.8,7.3,38.99
3.4,7.3,42.19
3.0,7.5,43.81
2.8,7.7,43.66
2.8,7.9,43.62
2.6,7.7,43.63
2.3,7.8,43.53
2.3,8.0,43.47
2.4,8.3,41.37
2.4,8.3,40.6
2.4,8.5,38.74
2.4,8.5,34.61
2.4,8.6,31.69
2.4,8.6,31.66
2.6,8.4,31.86
2.5,8.0,31.78
2.3,7.9,31.85
2.3,7.9,31.77
2.4,7.8,31.75
2.4,7.5,31.76
2.4,7.3,31.74
2.4,7.0,31.8
2.3,7.1,31.84
2.3,7.0,31.85
2.5,6.6,31.8
2.4,6.5,21.62
2.3,6.4,14.67
2.3,5.7,14.65
2.2,5.2,14.62
2.3,4.8,14.7
2.3,4.6,14.81
2.2,4.8,16.42
2.2,5.1,30.35
2.2,5.3,36.3
2.3,5.1,36.06
2.3,5.2,36.11
2.3,5.5,36.07
2.3,5.7,27.28
2.3,5.9,21.24
2.4,5.9,21.14
2.4,6.5,21.14
2.3,7.0,21.23
2.4,7.6,21.18
2.4,7.7,21.27
2.5,8.3,21.37
2.6,8.9,21.35
2.7,9.6,21.26
2.7,10.1,18.78
2.8,10.9,8.25
2.9,11.2,6.42
3.0,11.9,0.12
3.3,11.5,0.03
3.4,10.7,0.15
3.8,12.2,0.03
3.9,13.0,0.06
3.9,12.4,0.06
3.6,10.8,0.04
3.3,9.7,0.12
3.3,8.2,0.03
3.1,7.3,7.6
2.9,6.4,34.14
2.9,6.2,37.9
2.9,6.1,37.83
3.0,6.1,37.78
3.1,6.1,37.58
3.2,6.1,35.51
3.1,6.2,29.37
3.2,6.2,18.01
3.3,6.2,14.74
3.2,6.1,13.41
3.0,6.0,13.26
2.9,5.0,13.28
2.6,5.0,11.6
2.6,5.9,0.23
2.4,6.2,0.03
2.1,6.1,0.13
1.9,7.8,0.18
2.1,16.9,0.04
2.3,20.3,0.09
2.3,22.6,0.03
2.3,23.5,0.08
2.4,22.6,0.18
2.4,21.7,0.03
2.6,20.3,0.02
3.0,18.1,0.04
3.5,15.8,0.1
5.4,12.0,0.17
7.0,10.2,37.55
9.4,8.8,47.93
9.4,8.6,49.8
9.5,8.6,49.78
9.2,8.9,49.78
8.9,9.2,49.77
8.6,9.1,49.8
8.3,9.5,49.81
8.1,9.7,49.77
8.0,9.9,49.79
7.9,9.9,49.81
7.7,10.1,49.86
7.3,10.4,49.83
7.1,10.7,49.82
6.8,11.1,49.77
6.6,11.5,49.84
6.4,11.6,49.52
6.1,11.9,44.46
5.7,12.5,42.62
5.5,12.5,41.46
5.3,12.8,39.77
5.1,12.8,37.26
5.0,12.7,37.27
4.9,12.8,37.27
4.7,12.7,37.32
4.6,12.3,37.27
4.5,12.0,37.25
4.1,12.1,37.29
4.1,11.9,37.28
3.8,11.6,37.31
3.5,11.4,37.46
3.1,11.4,37.91
3.0,11.2,38.24
2.8,11.4,38.28
2.8,11.4,38.3
2.8,11.2,38.27
2.6,11.2,38.24
2.6,11.5,38.29
2.7,11.6,38.27
2.7,11.7,38.28
2.6,11.8,38.37
2.7,11.8,38.24
2.6,11.9,38.22
2.6,11.9,38.31
2.7,11.6,38.23
2.7,11.7,38.25
2.6,12.0,38.26
2.6,12.1,38.31
2.7,12.0,38.38
2.7,11.5,38.23
2.6,11.3,38.21
2.6,11.1,38.3
2.6,11.2,38.21
2.7,11.4,36.89
2.9,11.3,31.64
2.8,10.9,22.49
2.7,10.6,18.57
2.7,9.0,18.58
2.6,7.8,18.65
2.6,6.3,18.72
2.4,5.8,18.62
2.2,5.7,18.56
2.2,6.0,18.66
2.3,6.1,18.59
2.4,6.4,18.64
2.4,6.7,18.7
2.3,7.5,18.53
2.3,8.1,18.59
2.4,9.1,18.53
2.4,9.7,18.6
2.3,10.8,18.6
2.4,11.8,18.62
2.5,13.3,18.61
2.6,14.1,18.57
2.9,15.6,18.66
3.0,16.3,18.62
2.8,17.5,18.61
3.0,18.0,18.65
3.2,17.7,18.69
3.4,17.3,18.56
3.2,16.2,18.62
3.3,15.0,18.63
3.3,15.3,18.59
3.3,15.1,18.66
3.5,13.7,18.63
3.4,12.9,18.61
3.1,12.5,18.64
3.0,10.8,18.66
3.1,9.7,18.69
2.9,8.5,18.57
2.8,7.9,19.69
2.7,7.0,23.31
2.5,6.5,49.11
2.7,6.2,55.59
2.8,6.2,51.97
2.6,6.3,15.48
2.7,6.3,0.55
2.6,6.1,0.11
2.5,6.2,0.02
2.4,5.3,0.05
2.1,4.9,0.13
1.8,5.9,0.03
1.7,6.0,0.03
2.0,6.7,0.05
2.1,9.1,0.23
2.0,14.2,0.06
2.1,16.4,0.03
2.2,17.5,0.04
2.2,18.8,2.16
2.4,18.3,4.5
2.4,17.2,4.93
2.0,16.1,15.87
2.2,14.9,16.72
2.5,14.1,19.48
2.4,13.2,21.19
2.6,12.9,21.08
2.8,12.1,23.75
3.1,11.6,23.68
3.5,11.2,26.09
3.7,10.7,26.17
3.4,10.4,26.04
3.6,10.2,26.17
3.9,9.5,26.13
4.2,8.9,26.11
4.4,8.3,27.46
4.7,8.1,33.24
4.8,7.9,39.85
4.8,8.0,39.81
4.9,7.8,39.78
4.7,7.9,39.77
4.3,8.1,39.81
4.0,8.2,39.75
4.0,8.2,39.76
3.8,8.3,39.77
3.5,8.3,36.74
3.2,8.3,34.86
2.9,8.5,34.83
2.7,8.6,34.75
2.7,8.2,34.2
2.4,8.3,33.55
2.4,8.2,31.7
2.4,8.2,30.89
2.3,8.1,29.76
2.4,8.0,27.24
2.4,7.7,27.21
2.3,7.3,27.19
2.3,7.2,27.21
2.4,6.8,29.1
2.4,6.4,32.57
2.3,5.9,34.58
2.3,5.8,34.53
2.3,5.7,34.59
2.3,5.8,39.35
2.5,5.5,44.79
2.5,5.5,44.79
2.3,5.7,44.74
2.2,5.8,44.65
2.3,5.7,42.53
2.3,5.8,39.32
2.3,5.9,38.17
2.2,5.9,35.17
2.3,6.2,34.68
2.3,6.0,34.65
2.4,5.7,34.66
2.3,5.6,34.71
2.3,5.7,34.71
2.4,5.6,34.72
2.5,5.5,25.76
2.5,5.4,0.16
2.4,5.1,0.13
2.2,5.1,0.02
2.3,5.4,0.07
2.3,5.8,0.06
2.4,6.0,0.12
2.3,6.8,0.03
2.4,7.6,0.08
2.5,8.3,0.06
2.8,9.2,0.11
3.1,9.3,0.03
3.5,9.7,0.04
3.5,9.7,0.09
3.6,8.7,0.17
3.6,8.7,0.07
3.6,9.5,0.15
3.5,9.0,0.03
3.3,7.9,0.1
3.1,7.2,0.11
3.2,6.3,0.05
3.0,5.7,0.05
2.8,5.1,47.07
2.6,5.0,51.35
2.6,5.1,56.14
2.6,5.1,56.1
2.8,5.2,56.07
2.8,5.2,56.05
2.7,5.3,54.89
2.8,5.4,51.93
3.0,5.4,38.85
3.1,5.4,10.67
3.0,5.5,4.54
2.8,5.2,0.51
2.7,4.6,0.03
2.3,4.8,0.06
2.2,5.1,0.14
2.1,5.5,0.06
1.9,6.6,0.03
2.1,11.3,0.06
2.3,13.6,0.05
2.3,15.9,0.14
2.4,17.3,0.04
2.4,17.6,0.03
2.5,17.7,0.03
2.6,16.6,0.08
2.8,15.6,0.03
3.0,14.1,0.04
4.3,12.2,2.76
5.8,10.2,24.44
8.5,9.1,42.2
9.2,8.7,64.31
8.5,9.0,72.7
7.8,9.4,73.07
6.3,10.7,73.08
5.7,11.2,71.68
4.6,12.7,62.02
3.9,13.8,58.18
3.5,14.9,51.91
3.4,15.5,48.45
3.2,16.1,47.66
3.2,16.4,46.06
3.0,17.0,43.3
2.8,17.5,41.69
2.9,18.3,37.61
2.8,18.7,37.58
2.7,18.9,34.65
2.6,19.2,34.56
2.7,18.8,34.45
2.7,18.8,34.49
2.8,19.0,34.48
2.8,19.0,34.43
2.7,19.0,34.45
2.7,19.3,34.54
2.7,19.9,34.07
2.7,20.0,30.23
2.6,20.2,24.36
2.6,19.6,22.55
2.7,18.2,22.23
2.7,15.9,22.2
2.7,14.4,22.2
2.7,12.7,24.45
2.5,11.9,47.26
2.6,11.1,50.3
2.6,11.1,51.8
2.5,11.5,51.71
2.5,11.9,51.69
2.6,12.4,51.48
2.6,12.7,50.6
2.7,12.8,44.02
2.7,13.0,40.68
2.6,13.3,30.52
2.6,13.2,30.39
2.7,12.4,30.37
2.7,11.9,30.45
2.7,11.1,30.43
2.7,10.6,30.43
2.6,10.2,30.41
2.7,9.7,28.67
2.8,9.1,22.42
2.7,8.2,22.5
2.5,7.4,22.37
2.5,6.6,22.39
2.5,6.2,22.31
2.5,6.0,20.18
2.4,6.0,19.91
2.2,6.5,19.71
2.2,6.8,18.25
2.3,7.2,14.39
2.4,7.5,14.48
2.4,8.7,13.94
2.3,9.5,11.55
2.3,10.9,11.41
2.4,11.8,9.29
2.5,13.2,6.91
2.7,14.0,5.16
2.7,15.2,0.22
3.0,15.4,0.03
3.1,15.0,0.04
3.2,13.8,7.88
3.2,12.7,29.76
3.1,11.1,33.8
2.9,11.2,33.74
3.0,11.5,33.61
3.0,11.4,33.59
3.1,11.3,33.62
3.1,11.4,33.53
3.0,11.2,30.23
3.0,11.2,0.9
3.1,10.9,0.14
2.9,9.3,0.05
2.8,7.5,0.03
2.4,6.6,0.03
2.3,5.6,0.04
2.1,5.1,1.01
2.2,5.2,22.74
2.1,4.9,25.63
1.7,4.5,25.5
1.7,4.6,25.52
1.9,4.7,8.48
