ir_L,ir_R,degree
21.4,16.1,39.51
26.6,16.0,39.54
30.7,16.0,39.55
42.1,15.9,39.53
40.1,16.0,39.58
24.5,15.6,39.55
20.6,15.5,39.53
22.0,15.2,39.56
24.8,15.1,39.53
29.0,14.8,39.52
35.2,14.4,39.56
49.6,14.1,39.56
51.5,13.8,39.63
39.5,13.0,39.53
38.4,12.2,39.5
47.4,11.2,39.65
73.6,10.7,39.54
80.3,10.9,39.53
86.5,11.1,39.53
89.0,11.3,39.54
95.9,11.3,39.67
98.9,11.2,39.53
100.0,11.1,39.42
100.0,11.0,39.45
100.0,11.0,39.42
100.0,10.8,39.57
100.0,10.7,39.45
100.0,10.7,39.43
100.0,10.7,39.46
100.0,10.6,39.46
100.0,10.6,39.49
100.0,10.7,39.42
100.0,10.8,39.52
100.0,10.8,39.48
100.0,10.9,39.44
100.0,10.8,39.45
100.0,10.9,39.45
100.0,11.0,39.55
100.0,11.0,39.45
100.0,10.9,39.44
95.1,10.9,39.43
89.1,11.0,39.49
94.1,11.1,39.52
84.8,11.2,39.44
89.6,11.2,39.47
73.8,11.2,39.43
70.2,11.8,39.45
82.3,12.4,39.4
92.1,12.6,39.44
98.0,12.4,39.48
82.1,12.6,39.46
46.8,12.5,39.54
31.6,12.5,39.42
17.4,12.4,39.59
13.2,12.2,50.11
9.2,12.6,50.52
6.9,13.3,56.15
5.1,12.1,56.24
4.7,11.9,59.15
4.3,10.8,66.05
3.8,10.6,67.78
3.7,10.6,67.79
3.5,10.7,67.76
3.5,10.8,65.61
3.3,10.7,64.83
3.1,10.9,64.85
3.0,11.0,64.87
3.0,11.0,50.12
3.0,11.0,46.02
3.0,10.8,39.39
2.8,10.9,35.6
2.9,10.8,33.5
2.9,10.5,32.74
3.0,10.1,32.67
2.9,9.6,32.66
2.8,9.1,32.65
2.9,7.9,32.66
2.9,6.9,32.71
2.9,6.0,29.46
2.9,5.7,18.15
2.8,5.2,17.41
2.8,4.8,14.86
2.9,5.4,12.74
2.9,5.4,6.66
2.7,4.6,4.75
2.7,4.4,4.62
2.7,4.5,4.62
2.7,4.9,4.73
2.8,7.5,4.67
2.9,9.5,4.7
3.0,12.7,4.65
3.6,15.8,4.8
4.4,21.4,4.65
5.5,24.2,4.7
6.0,27.8,4.65
6.6,28.8,4.68
7.0,32.6,4.7
8.8,33.7,4.62
9.9,32.9,4.7
11.7,23.8,4.69
13.3,30.9,4.76
16.2,31.0,12.53
17.2,27.6,26.95
18.9,24.3,42.19
19.4,22.0,49.77
19.7,20.2,53.56
20.2,19.0,55.9
20.2,17.7,55.91
20.3,17.2,55.89
20.5,17.0,55.99
20.4,17.1,55.91
20.3,18.1,55.76
20.1,19.3,55.68
20.2,20.3,55.04
18.2,20.5,54.1
16.6,20.0,54.01
13.9,19.5,53.98
12.0,19.2,53.97
9.1,19.5,48.14
6.8,19.6,40.26
5.0,19.9,34.14
4.1,20.1,21.22
3.8,19.3,20.39
3.8,18.1,20.36
3.9,15.9,20.37
4.2,14.2,20.45
4.2,12.2,20.41
4.2,11.4,20.91
4.4,9.9,36.19
4.5,8.8,36.35
4.0,8.1,36.41
3.7,7.9,36.32
3.6,7.4,36.3
3.5,7.0,27.91
3.4,6.6,17.58
3.6,6.1,16.92
3.8,5.8,16.89
4.2,5.3,16.93
4.5,4.8,16.93
5.2,4.0,17.04
5.4,3.8,17.08
5.9,4.2,16.98
6.4,4.7,17.61
6.9,6.3,25.03
8.1,8.1,26.26
8.2,9.7,26.33
7.7,10.5,32.27
7.2,11.7,36.5
6.6,12.2,36.48
6.7,13.2,36.57
7.8,13.8,36.5
8.6,14.5,36.47
10.1,15.0,36.52
10.8,15.7,36.47
11.7,16.4,36.57
11.2,16.9,36.53
9.5,18.0,36.65
8.5,18.5,36.52
8.4,19.4,36.57
9.3,20.0,39.26
11.5,20.6,39.14
12.8,21.1,39.16
13.9,21.8,39.16
15.3,22.5,39.2
15.8,23.4,39.21
17.8,23.5,39.2
20.5,24.6,28.73
23.4,24.2,28.49
25.7,24.2,28.71
29.0,23.2,28.86
31.1,22.6,45.54
32.9,22.1,45.87
32.6,19.2,45.88
32.4,16.1,45.89
32.3,10.8,45.83
32.9,8.8,45.94
33.6,8.9,45.85
34.0,11.2,45.94
34.0,13.5,45.85
34.6,16.4,45.91
34.3,17.8,45.87
34.2,18.6,45.91
33.9,19.0,45.88
33.8,19.4,45.85
33.4,19.6,45.88
33.4,20.0,45.85
33.0,20.2,45.83
32.8,19.9,45.86
31.6,19.4,45.89
31.4,18.4,45.88
29.8,17.8,45.85
28.4,17.0,45.87
27.2,16.6,45.9
27.0,16.7,45.86
25.8,16.9,45.89
25.3,18.0,45.85
24.8,18.9,45.85
24.8,20.3,45.9
24.5,20.8,45.86
24.1,21.6,45.7
24.2,22.9,45.71
24.8,23.5,45.91
24.1,24.0,45.74
22.3,23.8,45.72
18.0,24.7,45.75
14.1,24.2,45.7
10.7,23.0,45.58
6.0,21.9,43.19
4.4,20.7,43.19
3.5,21.3,40.96
3.3,22.7,38.56
3.1,21.6,38.56
3.0,20.9,35.96
2.9,20.8,33.91
2.9,21.2,30.61
2.9,20.0,30.63
3.0,19.6,30.64
3.0,18.9,30.61
2.9,16.3,30.71
2.8,14.5,30.59
2.9,13.6,30.63
2.9,12.3,30.68
2.8,11.7,30.75
2.9,10.6,30.68
2.9,10.1,30.68
2.9,9.0,30.65
3.0,8.4,30.74
3.0,7.2,30.63
2.9,6.6,30.55
3.0,5.1,30.56
3.1,4.5,30.51
3.0,3.9,28.98
3.1,3.7,28.85
3.3,3.7,29.05
3.4,3.9,28.9
3.5,4.1,26.86
3.6,4.1,26.76
3.7,4.0,24.86
3.9,3.9,24.76
4.2,4.1,24.86
4.7,4.2,24.84
4.8,5.1,24.8
5.3,5.6,24.76
5.6,5.8,24.9
6.0,6.5,24.85
6.2,6.9,24.92
6.9,7.9,24.88
7.4,8.7,24.9
8.1,9.1,24.88
8.6,8.3,24.89
8.9,6.6,24.89
9.6,6.1,24.86
10.4,6.0,24.92
11.3,5.4,25.04
11.6,6.6,25.37
12.6,9.8,25.47
13.5,14.4,26.33
14.1,15.3,27.63
14.9,15.2,33.42
16.1,14.4,37.55
16.2,14.5,40.04
16.6,15.3,44.55
17.0,16.4,49.31
16.9,16.7,49.33
16.5,17.1,49.31
16.3,17.4,49.33
16.4,17.5,49.32
16.0,17.7,49.29
15.6,17.8,48.74
15.0,18.1,46.07
14.2,18.4,41.45
13.4,18.6,40.43
12.8,18.7,40.36
12.5,18.9,40.41
10.7,19.0,40.4
9.6,19.2,40.41
7.6,18.9,40.41
5.6,19.0,40.47
4.3,19.1,40.36
3.6,19.0,39.7
3.0,19.0,36.5
2.8,19.0,35.58
2.8,18.9,31.09
2.6,18.7,17.43
2.6,18.6,6.97
2.6,19.9,6.32
2.9,17.6,6.34
2.8,16.4,6.31
2.6,14.6,6.29
2.6,13.4,6.31
2.7,12.3,6.35
3.0,10.4,6.29
3.0,8.3,6.26
3.9,7.0,6.28
4.9,5.4,6.25
6.6,4.6,6.22
7.5,3.7,6.24
8.4,3.9,6.41
8.1,5.0,9.08
9.9,6.2,9.18
11.3,9.5,11.34
12.9,10.3,23.14
16.2,11.4,36.8
18.5,11.8,36.99
16.9,12.2,36.88
16.5,12.5,36.85
19.7,13.0,36.85
23.0,13.3,36.91
20.5,13.7,36.86
14.3,14.2,36.82
11.9,14.5,36.66
11.3,15.0,35.87
11.7,15.1,33.39
14.5,15.3,32.37
18.6,15.4,29.98
24.2,15.4,29.55
31.8,15.6,29.59
33.2,15.7,29.51
26.6,15.5,29.62
20.4,15.1,33.2
19.4,14.9,34.8
22.1,14.5,39.05
26.1,14.3,39.67
30.6,14.1,39.63
44.6,13.8,39.67
53.3,13.5,39.7
45.9,13.0,39.68
41.3,12.0,39.7
51.5,11.2,39.67
72.3,10.5,39.64
88.3,10.4,39.67
93.2,10.6,39.68
100.0,10.9,39.65
100.0,10.9,56.0
100.0,10.8,61.13
100.0,10.9,66.81
100.0,11.2,70.57
100.0,11.3,71.67
98.4,11.6,71.7
96.0,11.8,70.17
92.5,12.0,70.01
86.7,12.1,70.03
82.9,12.3,70.04
78.9,12.4,70.05
75.8,12.7,70.06
67.8,13.0,70.07
62.5,13.3,70.09
51.9,13.4,70.04
43.9,13.9,70.05
38.1,14.0,70.05
36.5,14.6,70.08
29.8,14.8,70.08
28.1,15.5,70.07
26.2,15.9,70.06
26.1,16.7,70.1
16.3,17.0,70.05
9.9,17.5,70.07
3.9,18.7,59.31
3.2,19.4,42.43
2.9,20.5,41.78
2.8,20.9,41.79
2.7,21.6,36.83
2.8,22.1,25.4
2.6,23.7,24.33
2.7,25.4,23.86
2.8,25.7,23.97
2.9,24.7,24.06
2.8,22.9,34.8
2.8,21.7,37.75
2.8,21.4,37.83
2.8,21.4,37.76
2.8,21.1,37.74
2.9,20.8,37.68
2.8,20.5,37.72
2.7,20.4,37.63
2.9,20.0,37.64
3.0,19.7,37.65
2.9,19.5,37.64
2.9,19.3,37.65
2.9,18.9,37.53
2.9,18.1,37.27
3.0,17.7,30.78
2.8,16.8,30.0
2.7,15.3,26.07
2.9,12.0,25.83
2.9,9.8,22.83
2.9,7.7,21.52
2.7,7.0,21.51
2.7,5.8,16.11
2.7,5.3,15.97
2.8,6.5,15.94
2.7,7.2,5.11
2.6,6.4,0.18
2.7,5.2,0.22
2.8,6.0,0.07
3.3,7.6,0.18
3.7,11.3,0.07
4.5,14.2,0.05
5.2,18.7,0.08
5.8,21.1,0.1
6.1,24.7,0.03
6.6,26.2,0.03
6.9,28.5,0.03
7.5,28.5,0.03
7.9,28.3,9.69
12.3,27.4,18.03
17.8,25.8,21.9
15.2,17.2,28.68
15.7,15.0,30.34
14.6,19.9,30.36
12.0,22.0,30.37
12.6,23.0,34.17
14.2,22.4,36.22
15.4,21.6,36.29
17.3,21.0,38.72
18.3,20.1,40.87
20.4,19.9,43.77
21.3,19.1,45.85
21.9,18.5,45.98
22.2,17.8,45.98
22.3,17.3,46.03
22.3,16.4,45.98
22.7,15.6,45.99
23.1,14.8,46.02
23.3,14.4,46.0
23.1,14.2,46.02
22.9,14.2,45.98
22.9,14.7,46.04
22.6,15.5,46.04
22.3,16.4,45.99
21.3,17.4,45.78
19.4,17.6,45.64
15.9,17.3,45.54
14.4,16.7,45.53
10.2,16.4,45.58
7.8,16.4,44.94
4.7,16.7,41.75
3.7,17.0,41.26
3.2,17.6,36.25
2.8,18.0,33.54
2.7,18.4,29.04
2.6,18.2,26.84
2.7,17.8,25.77
2.6,16.9,25.83
2.5,15.7,24.59
2.5,14.7,17.68
2.6,12.8,14.47
2.8,11.0,14.43
2.9,8.9,14.42
3.2,7.9,14.47
3.3,6.8,9.38
3.7,6.1,3.12
4.0,5.5,0.08
5.0,4.7,0.08
5.6,4.1,0.18
7.2,3.8,5.25
8.3,4.4,21.64
10.3,6.3,21.64
10.6,7.4,21.58
11.6,8.6,21.61
14.1,9.2,12.41
17.0,10.0,11.22
24.1,10.3,22.83
28.8,10.9,48.42
22.0,11.2,50.87
15.4,11.5,57.66
14.7,11.6,60.0
14.5,11.8,59.87
14.1,12.1,59.49
16.9,12.3,53.99
26.2,12.5,53.93
28.3,12.8,48.43
23.8,12.9,45.76
17.1,13.3,41.38
12.6,13.5,41.34
12.5,13.6,41.36
14.2,13.7,41.39
17.4,14.0,36.52
25.4,14.3,36.53
28.0,14.3,44.08
27.0,14.6,45.53
23.7,14.7,46.67
27.6,14.8,51.16
37.2,15.0,51.28
42.1,15.1,51.28
44.9,15.0,51.21
45.5,15.2,51.18
45.0,15.3,51.2
43.7,15.5,55.7
42.1,15.5,55.94
41.1,15.4,56.05
40.8,14.8,57.24
40.5,13.1,59.35
40.0,12.0,59.32
39.4,10.3,59.32
38.7,8.5,59.33
37.3,8.2,59.29
35.6,8.9,59.33
34.8,10.0,59.42
34.0,12.0,59.33
33.9,13.3,59.16
33.5,14.7,59.15
32.4,15.4,58.94
31.8,16.2,57.62
30.9,16.4,51.88
29.7,16.9,42.93
28.6,17.2,38.17
26.8,17.1,36.2
26.9,16.6,36.29
27.0,15.0,36.3
27.9,14.2,36.37
28.4,13.9,36.29
28.6,14.4,36.3
28.2,15.8,36.26
28.6,16.5,36.26
28.2,17.3,36.31
30.0,18.5,36.29
30.3,18.9,36.31
31.2,18.8,36.28
31.4,17.9,36.38
29.0,16.6,36.32
20.7,15.8,40.57
14.1,14.9,43.76
7.6,15.1,43.78
5.4,16.2,43.78
4.1,16.0,43.82
3.7,15.7,43.83
3.4,15.6,43.77
3.4,15.9,43.72
3.3,15.5,43.55
3.1,16.2,37.29
3.1,15.7,17.52
3.1,15.8,11.72
3.1,15.0,11.59
3.0,11.0,11.7
3.1,9.7,11.61
3.3,8.4,30.75
4.0,6.5,43.58
4.1,5.7,47.57
4.0,5.3,47.49
3.8,5.0,47.4
3.7,4.7,45.04
3.7,4.4,29.64
3.5,4.1,28.82
3.7,3.7,28.88
3.9,3.4,28.9
4.1,3.5,28.88
4.3,3.5,28.85
4.6,3.6,28.85
4.6,3.6,28.82
4.8,3.6,28.79
5.1,3.6,24.53
5.3,3.5,24.49
5.6,3.9,24.48
6.2,4.3,20.1
6.6,4.9,9.09
7.6,5.3,6.89
8.8,5.6,4.62
10.6,6.5,4.7
11.2,6.6,4.72
14.4,5.3,5.05
16.5,4.9,13.5
21.3,5.5,27.67
22.8,7.9,35.79
26.2,9.3,35.77
25.4,9.5,35.81
26.1,9.5,35.77
26.8,9.2,35.75
25.6,9.2,35.74
26.4,9.5,35.76
27.9,10.2,35.75
28.2,10.3,35.82
27.8,10.5,35.74
28.4,10.6,35.77
29.1,10.6,35.78
29.9,10.6,35.84
31.1,10.6,35.74
31.8,10.3,35.76
31.0,10.4,35.77
32.2,10.3,35.76
32.4,10.2,35.75
51.3,10.0,44.32
52.2,9.9,53.26
58.2,9.9,53.36
27.1,10.0,53.39
23.9,10.0,53.39
16.3,9.9,53.05
11.3,9.8,53.05
6.8,9.8,53.0
5.2,9.9,52.91
3.8,10.0,52.93
3.6,10.1,45.19
3.3,10.1,41.78
2.8,11.0,33.65
2.8,11.3,25.12
3.0,11.3,21.83
3.0,10.8,21.86
2.7,9.9,11.78
2.7,9.2,11.09
2.9,8.0,11.2
3.2,7.2,11.2
3.7,6.1,11.22
4.3,5.1,11.2
4.2,4.6,11.3
4.8,3.7,11.16
5.2,3.4,30.85
5.6,4.0,41.69
5.3,4.3,41.6
5.3,4.7,40.36
5.4,5.2,26.91
5.5,6.5,21.64
5.9,7.9,21.38
6.1,10.3,21.44
6.5,11.5,21.88
6.7,13.4,24.32
7.1,14.6,33.76
7.3,16.6,40.09
7.0,17.8,40.16
7.0,19.4,40.28
7.9,20.6,40.21
8.4,22.5,29.42
9.2,23.0,23.67
9.6,25.1,23.61
10.6,26.3,23.7
11.1,28.1,23.61
12.2,29.9,23.74
13.3,31.2,23.67
15.4,31.9,23.68
17.0,31.9,23.68
20.0,32.4,25.14
21.9,32.2,41.21
23.9,31.6,41.29
23.2,33.0,41.19
23.0,33.3,35.95
23.2,33.4,31.72
23.5,33.0,31.7
24.6,30.2,31.58
24.4,23.3,31.72
25.8,24.8,31.76
27.2,27.6,31.74
28.2,27.8,33.61
28.9,27.2,39.69
29.3,27.9,39.69
29.8,27.5,34.95
30.1,27.9,29.44
30.7,27.8,28.62
31.8,27.9,28.58
32.7,26.4,28.95
34.9,25.5,29.82
35.6,24.9,32.31
37.6,23.5,38.85
38.4,22.7,43.72
38.8,22.6,45.66
38.0,23.1,51.55
36.8,23.1,51.57
35.3,23.1,50.74
33.0,23.2,48.17
31.7,23.3,43.71
31.9,23.5,43.71
31.9,23.3,43.78
32.1,22.7,43.68
31.7,22.9,43.84
30.5,23.5,50.54
30.7,24.1,50.5
31.0,26.9,50.48
31.1,26.2,50.54
31.2,26.7,52.98
31.9,26.6,52.97
30.5,26.9,52.93
23.6,27.1,53.06
17.4,26.6,53.03
9.6,26.3,52.94
6.3,25.9,52.74
4.2,26.3,52.72
3.9,28.5,52.73
3.5,25.6,52.71
3.4,25.5,52.71
3.3,22.5,52.77
3.2,22.0,52.73
3.1,22.0,52.74
3.2,21.9,52.84
3.0,21.9,57.45
2.9,22.0,59.44
3.0,22.2,59.46
2.9,22.3,59.38
3.0,22.3,59.15
2.9,22.1,58.88
2.8,22.1,58.9
2.8,22.0,58.87
2.8,22.2,58.84
2.8,22.1,53.19
2.7,22.3,48.62
2.7,22.4,38.0
2.7,22.2,25.51
2.7,21.8,14.2
2.8,20.4,5.22
2.8,13.0,5.19
2.7,8.5,0.07
2.7,5.9,0.06
2.9,5.4,0.07
3.2,6.4,0.06
3.4,5.4,0.03
3.8,4.6,0.04
4.1,5.4,0.06
4.7,7.9,0.04
5.3,9.6,0.03
5.3,12.3,0.04
5.6,13.6,0.15
6.1,15.4,16.23
6.8,16.1,21.24
7.1,16.6,26.33
7.7,16.8,31.22
9.5,17.0,31.23
9.0,17.2,31.25
12.1,17.4,31.33
18.5,17.3,31.33
13.0,17.2,31.24
21.2,16.0,31.41
24.3,13.8,34.34
19.6,11.7,35.43
16.7,12.3,39.77
18.8,14.5,43.27
20.0,15.7,43.25
21.6,16.7,43.28
23.1,17.2,43.26
23.4,17.8,43.29
23.1,18.2,43.37
22.5,18.6,43.25
22.3,18.4,43.25
22.6,18.8,43.26
22.2,19.0,43.3
21.8,19.0,43.25
21.4,19.2,43.25
20.8,18.9,43.42
20.1,18.5,43.27
19.3,17.8,43.27
17.7,17.3,43.25
16.1,16.4,43.22
13.4,15.9,39.14
11.2,15.4,32.09
8.6,14.5,32.02
7.1,14.6,30.52
5.8,16.8,30.55
4.8,17.3,36.03
3.9,16.2,40.18
3.4,15.8,40.28
2.9,15.8,40.24
2.7,16.3,39.75
2.7,16.9,20.66
2.7,17.1,15.07
2.5,17.2,0.13
2.5,16.4,0.03
2.6,14.4,0.13
2.7,12.6,0.09
3.0,9.3,0.08
3.7,7.8,0.11
4.2,5.9,0.03
5.2,5.2,0.03
5.9,4.6,0.09
7.0,4.0,0.06
7.7,3.4,0.05
8.6,3.6,0.08
9.6,4.1,0.15
12.5,5.7,0.18
14.2,7.2,0.03
17.3,8.4,0.14
19.1,8.8,0.12
45.2,9.2,0.14
49.4,9.3,34.63
33.5,9.7,35.79
26.3,9.8,50.72
23.4,9.9,53.6
21.7,10.1,53.65
26.6,10.1,53.65
47.7,10.2,53.62
53.1,10.3,53.62
38.6,10.5,53.63
27.8,10.5,53.69
23.0,10.4,53.64
22.2,10.6,56.56
23.4,10.7,68.0
30.1,10.9,78.36
49.5,11.0,78.35
35.3,11.0,78.37
47.8,11.4,78.36
53.6,11.6,77.83
46.2,12.3,69.7
40.0,12.3,52.35
35.9,12.8,48.28
35.4,13.1,47.42
33.5,13.5,45.11
33.1,13.6,39.72
32.1,13.9,32.8
31.8,14.2,25.39
32.8,13.9,23.83
34.9,11.9,23.77
37.9,8.1,23.72
43.1,9.7,30.79
45.1,12.3,39.03
48.6,13.0,39.08
48.9,13.4,39.14
49.4,13.4,39.15
49.2,13.4,39.09
48.6,13.2,39.05
46.4,12.4,39.11
43.5,12.0,39.07
40.4,11.5,39.15
40.2,11.3,43.22
40.7,11.3,43.29
38.7,11.8,43.24
37.8,12.1,43.29
36.4,12.8,43.34
34.2,13.4,43.28
34.7,14.1,43.22
36.7,14.5,43.27
37.3,15.2,43.31
36.9,15.6,43.23
35.6,15.7,43.34
27.6,15.7,43.21
19.8,15.3,43.19
8.5,14.9,43.2
5.4,14.3,43.14
4.1,14.1,43.13
3.7,14.4,43.11
3.5,14.8,43.06
3.4,14.5,40.77
3.3,13.8,39.99
3.1,13.9,32.18
3.0,14.2,29.02
3.0,14.0,21.75
3.0,13.7,21.6
2.9,14.0,21.65
2.9,13.3,21.65
3.0,11.6,21.72
3.0,10.5,21.59
3.0,9.9,21.67
3.0,9.1,21.61
2.9,8.5,21.63
3.0,7.3,21.66
3.1,6.2,21.67
3.1,4.5,21.71
3.3,4.0,21.7
3.4,3.5,21.76
3.7,3.4,21.76
4.0,3.6,21.81
4.2,3.7,21.79
4.5,3.5,18.88
5.1,3.6,8.73
5.6,3.9,2.51
6.6,4.2,2.16
7.4,5.1,2.16
9.2,5.5,2.16
10.7,6.1,2.26
13.5,6.2,2.19
16.2,5.2,2.17
20.8,4.6,2.75
24.1,5.9,29.38
31.9,8.6,34.5
50.7,8.6,34.73
32.5,8.5,34.51
30.8,8.5,34.53
30.9,8.5,34.48
31.8,8.7,34.5
32.8,9.2,34.48
33.5,9.4,34.59
33.5,9.6,34.54
33.6,9.7,34.49
34.2,9.7,34.49
35.9,9.6,34.49
36.5,9.5,34.48
37.9,9.5,34.58
37.6,9.4,45.29
38.8,9.2,46.33
38.5,9.2,46.24
56.5,9.2,45.9
57.0,9.3,32.38
71.7,9.2,30.95
31.5,9.0,31.06
25.4,8.8,34.55
18.3,8.7,38.74
10.3,8.6,38.76
7.3,8.6,38.75
6.0,8.5,38.63
4.6,8.7,38.62
3.9,9.2,38.68
3.5,9.1,37.5
3.4,9.0,32.44
3.3,8.6,32.38
3.1,8.2,24.34
3.1,7.9,6.8
3.2,7.1,1.44
3.6,6.1,0.47
4.4,4.8,0.38
4.9,4.3,0.47
5.0,3.4,0.68
5.7,3.1,0.42
6.1,4.0,0.7
6.5,5.5,4.51
7.0,7.0,23.58
8.2,8.9,23.61
9.7,9.4,23.64
13.1,10.2,23.62
14.4,10.8,28.46
14.1,11.8,35.56
11.4,12.5,37.33
9.2,13.3,37.31
9.0,13.6,37.37
10.4,14.3,37.31
13.9,14.7,37.33
15.9,15.5,37.32
17.2,15.8,37.31
17.0,16.8,37.26
17.6,17.3,36.41
19.8,18.2,36.25
24.6,18.4,36.35
26.5,19.0,36.4
26.5,19.3,36.14
26.2,20.1,31.26
25.8,20.5,31.43
26.5,20.6,31.29
27.6,20.8,30.56
28.4,20.9,30.39
29.9,20.3,30.32
29.8,18.9,30.35
30.9,17.1,30.27
32.0,17.7,30.34
33.2,19.3,30.3
35.9,19.5,30.41
37.9,19.7,39.35
39.3,19.8,45.53
39.6,20.2,45.52
38.0,20.5,45.54
37.1,21.0,45.48
35.7,21.5,45.53
35.5,21.7,38.76
34.1,21.7,38.29
33.2,22.1,38.42
32.1,22.3,38.31
30.3,22.5,38.4
29.2,22.4,38.35
28.6,22.6,38.36
27.9,22.4,38.31
27.2,23.1,38.31
26.1,23.4,38.32
25.8,24.1,38.3
25.7,23.5,38.34
25.3,24.5,38.31
26.1,24.5,34.28
26.0,24.4,34.26
23.8,26.3,34.24
20.5,26.6,34.23
13.7,27.5,34.24
9.1,28.2,34.25
6.0,28.0,34.26
4.1,27.7,34.35
3.7,28.1,34.31
3.2,28.2,34.29
3.1,26.7,34.26
3.1,26.6,34.26
3.2,23.2,34.28
3.2,22.6,34.29
3.0,22.2,34.29
3.0,21.9,34.27
2.9,21.5,34.27
3.0,21.0,34.25
3.1,20.4,34.28
2.9,19.8,34.26
2.8,18.8,34.32
2.9,18.3,34.23
3.0,17.4,34.28
3.0,16.9,34.24
2.8,16.6,34.26
2.8,15.2,31.6
2.8,13.7,20.53
2.9,10.1,17.05
2.9,8.1,16.2
2.7,6.6,16.21
2.7,5.7,16.26
2.8,5.3,16.31
2.9,6.2,16.27
2.9,6.2,16.27
3.1,5.4,16.19
3.3,4.8,16.23
3.7,5.4,16.19
4.1,7.2,16.25
4.5,8.4,12.95
4.6,11.1,0.23
5.4,13.2,0.03
6.2,17.2,0.07
6.9,19.2,0.06
7.1,21.9,0.86
7.9,22.9,3.44
8.1,23.6,15.77
9.8,23.3,16.67
11.6,23.2,16.67
14.7,21.7,25.13
17.8,15.6,27.16
17.4,15.2,35.24
14.0,18.2,35.32
15.1,20.5,35.25
17.3,21.0,35.28
18.5,21.0,35.36
20.7,20.7,35.28
22.0,20.1,35.27
23.2,19.4,35.37
23.1,18.5,35.35
23.3,17.8,35.37
23.8,16.3,35.41
24.9,14.8,35.55
24.5,13.6,39.5
24.6,13.0,39.42
25.3,13.2,39.59
25.3,13.9,43.97
25.3,14.7,46.35
26.3,15.2,46.34
23.0,15.7,46.29
18.6,15.9,46.27
15.9,15.7,46.04
10.6,15.4,46.01
8.2,15.2,43.57
4.7,15.3,38.68
3.8,15.6,38.17
3.5,15.9,38.17
3.1,16.1,38.18
2.7,16.4,38.29
2.6,16.6,38.21
2.7,16.8,38.34
2.6,16.8,38.48
2.5,16.6,38.7
2.5,16.5,39.31
2.5,16.2,39.34
2.5,16.2,39.45
2.6,16.0,31.82
2.6,15.7,28.5
2.4,15.1,8.6
2.4,14.4,0.23
2.5,12.8,0.1
2.6,9.7,0.04
2.7,7.6,0.04
2.9,6.7,0.03
3.1,6.3,0.04
3.6,5.3,0.11
4.0,4.4,0.05
4.8,4.9,0.05
5.3,6.3,0.03
6.6,10.6,0.02
7.5,12.3,1.27
8.9,14.5,11.54
9.1,15.6,11.46
9.2,16.8,11.69
10.2,17.0,23.0
11.0,17.7,26.23
11.9,17.8,32.06
12.7,18.1,32.95
14.4,18.3,33.1
17.5,18.5,34.91
23.6,18.4,34.97
24.5,18.5,34.93
23.4,18.5,34.9
19.9,18.5,34.94
16.7,18.2,34.94
16.4,17.8,34.96
18.3,17.6,34.96
22.7,17.5,34.9
30.7,17.1,35.04
34.4,16.6,35.62
31.6,15.4,45.91
29.1,14.1,72.73
38.4,12.7,72.87
50.5,11.8,72.88
48.4,10.7,72.87
44.4,9.5,72.85
42.8,8.1,62.65
40.6,8.0,62.62
39.4,8.8,62.62
37.5,10.1,62.61
36.4,12.6,62.54
34.8,14.2,58.91
33.5,15.9,58.72
32.0,16.6,58.74
31.1,17.7,58.73
29.5,18.1,58.67
28.8,18.6,50.4
27.4,19.2,49.02
26.2,19.6,48.98
23.7,20.0,48.93
22.6,20.1,46.67
21.6,20.0,45.22
21.1,19.4,40.97
20.4,18.7,39.03
19.5,18.0,36.99
19.1,17.7,32.44
19.0,17.9,28.95
19.5,20.5,28.98
19.8,21.9,28.96
19.4,24.0,29.28
18.8,25.1,30.23
17.6,24.7,30.59
14.2,22.5,30.47
11.4,19.4,30.5
7.6,18.4,35.32
5.7,19.2,44.15
3.9,19.2,47.39
3.6,18.9,47.33
3.3,19.6,47.28
3.0,20.0,47.34
3.0,19.0,47.38
3.0,20.0,47.32
2.9,19.8,47.18
2.8,19.5,47.16
2.8,20.2,47.22
2.8,20.7,47.13
2.9,19.9,47.11
2.8,18.7,47.08
2.6,17.9,33.39
2.6,18.0,28.59
2.6,18.0,20.36
2.7,17.2,19.85
2.6,15.7,19.91
2.6,14.3,20.01
2.7,12.6,19.93
2.7,11.4,20.01
2.7,9.9,19.9
2.7,7.1,19.89
2.6,5.6,19.94
2.7,4.4,20.42
2.8,3.9,24.67
3.0,4.2,29.26
2.9,4.5,32.93
3.0,4.6,33.18
3.0,4.6,33.18
3.2,4.4,33.16
3.2,4.3,33.18
3.0,4.2,33.09
3.0,4.4,32.89
3.1,4.7,32.33
3.0,5.0,32.42
2.9,5.8,32.49
2.9,6.5,29.14
2.9,7.8,16.64
3.1,8.5,6.01
3.4,10.7,0.07
4.4,12.6,0.03
4.9,15.1,0.11
6.2,9.6,9.76
7.3,7.4,16.57
8.8,7.3,16.6
9.2,6.9,29.08
10.6,16.6,32.4
11.2,21.9,32.41
12.7,23.7,32.48
12.5,24.2,32.38
12.9,24.0,32.98
11.8,23.8,35.83
12.1,22.1,35.8
12.3,22.2,35.74
12.2,25.5,35.84
12.3,26.5,35.83
12.6,27.6,35.85
12.6,27.6,35.79
12.9,27.5,35.75
13.0,26.9,35.74
12.7,26.9,35.7
12.8,27.2,35.42
12.9,28.1,35.41
