ir_L,ir_R,degree
27.8,19.5,48.23
28.0,19.3,48.2
27.7,19.0,48.18
27.1,18.0,48.18
23.8,17.6,48.22
19.6,16.7,48.19
12.7,16.3,48.16
9.0,16.1,48.21
5.4,16.5,48.23
4.4,17.9,48.22
3.8,17.1,48.21
3.5,15.9,48.2
3.4,16.2,48.28
3.3,16.8,48.2
3.1,16.9,48.19
3.1,15.7,48.21
3.1,15.1,48.19
3.1,16.3,48.31
3.0,16.2,56.88
3.0,16.0,56.82
3.0,14.8,56.46
2.9,13.9,56.41
3.0,13.4,54.8
3.0,13.4,51.09
2.9,13.5,46.97
2.9,13.4,45.75
3.0,13.3,45.76
2.9,13.1,44.83
3.0,13.0,37.48
2.9,12.9,36.16
2.9,12.6,32.17
2.9,12.1,31.23
2.9,11.4,29.56
2.8,10.9,29.54
2.8,10.4,25.7
2.8,8.9,25.64
2.7,7.5,25.69
2.7,5.5,25.76
2.7,4.9,17.65
2.6,4.3,13.26
2.5,3.9,13.23
2.6,4.2,13.28
2.6,4.5,8.01
2.6,4.3,0.03
2.9,4.0,0.04
3.2,4.6,0.04
3.7,5.7,0.1
3.9,7.1,0.04
4.6,7.7,0.06
4.9,8.8,0.04
5.4,9.8,0.05
6.0,12.0,0.08
7.0,11.2,0.03
7.8,7.1,0.05
9.1,6.4,0.02
9.9,6.3,2.6
10.6,6.9,2.6
13.2,13.2,24.79
14.9,17.3,39.2
16.4,16.8,40.8
20.7,16.0,42.29
17.7,15.7,44.86
18.6,16.3,44.78
15.5,17.2,44.83
15.5,19.1,44.81
15.4,20.7,44.85
15.5,22.4,44.57
15.4,23.3,43.67
15.2,24.2,41.44
15.2,24.6,41.25
15.1,24.9,41.38
15.1,24.6,41.3
15.0,24.6,41.33
15.0,24.7,41.38
15.0,24.2,41.31
15.0,24.4,41.31
14.8,24.1,41.3
14.9,24.0,41.32
14.7,24.4,41.31
14.7,24.2,41.41
13.7,23.9,41.39
14.1,23.7,41.3
19.1,23.9,41.33
10.6,23.4,41.33
7.2,23.5,41.32
5.8,23.0,39.16
4.3,23.2,38.89
3.7,22.9,38.87
3.0,23.2,38.86
2.7,23.5,38.7
2.6,22.9,33.98
2.6,22.3,29.38
2.6,22.1,24.22
2.5,24.2,24.16
2.5,23.2,24.15
2.5,20.6,16.47
2.5,18.0,16.19
2.6,14.7,14.21
2.6,12.4,13.63
2.6,9.9,13.59
2.8,8.9,13.69
2.9,8.1,13.69
3.1,6.5,13.69
3.4,5.5,10.57
3.6,4.2,10.16
4.1,3.7,8.85
4.5,3.7,8.71
5.0,3.8,8.76
5.3,4.2,8.72
6.2,4.7,9.11
6.3,5.8,11.11
7.3,7.1,15.98
7.8,9.1,24.46
8.9,9.9,24.72
9.3,10.6,24.71
10.3,10.8,24.31
10.8,11.4,24.32
11.8,11.6,24.34
11.3,12.3,25.58
10.7,12.7,33.26
9.9,12.9,33.71
10.1,12.5,33.9
10.8,11.6,33.75
12.1,10.4,33.75
15.4,9.9,33.74
17.2,9.5,33.7
19.1,9.2,33.6
18.9,9.2,33.54
16.4,9.2,33.47
14.5,9.3,33.53
13.5,9.9,33.56
14.6,11.4,33.57
18.4,12.6,33.67
21.1,13.6,41.38
25.7,13.3,43.44
27.9,12.7,43.47
27.1,11.9,43.54
26.3,10.6,43.55
27.9,9.7,43.44
31.9,9.2,43.46
38.7,9.5,45.9
41.8,10.8,46.24
42.6,12.0,46.21
42.8,13.0,47.28
43.1,13.4,47.2
43.5,13.7,49.42
44.1,13.8,52.11
44.5,13.9,53.66
45.1,13.8,56.01
46.2,13.7,61.35
46.0,13.6,63.39
45.7,13.6,64.86
45.4,13.7,64.82
44.0,13.8,64.83
43.9,14.1,64.79
41.5,14.3,58.04
40.2,14.5,57.56
40.9,14.5,57.53
40.4,14.6,51.55
39.3,14.6,51.58
38.2,14.7,51.61
36.9,14.7,51.6
35.7,14.6,51.66
33.4,14.5,51.58
32.2,14.5,51.6
31.1,14.5,51.65
30.2,14.6,51.65
28.9,14.7,51.69
28.5,14.8,51.72
27.9,14.9,51.67
27.6,14.9,51.75
27.5,14.9,51.66
28.1,15.0,51.65
28.9,15.5,51.65
29.0,15.9,51.69
28.1,16.6,51.69
24.2,16.8,51.68
20.2,16.9,51.65
12.7,16.8,51.7
8.7,16.9,51.66
5.4,16.8,51.67
4.2,16.4,51.65
3.6,16.2,51.69
3.4,15.6,51.75
3.3,15.4,51.78
3.3,14.9,51.68
3.2,14.4,51.71
3.1,13.9,51.63
3.1,13.8,51.73
3.1,13.7,50.7
3.0,13.6,50.21
2.9,13.6,50.29
2.9,13.5,47.45
2.9,13.4,45.64
2.9,13.3,42.5
2.9,13.2,42.34
2.7,13.1,38.75
2.7,13.0,38.6
2.8,12.8,32.61
2.8,12.5,28.36
2.7,11.7,26.59
2.7,11.0,24.15
2.7,9.2,24.31
2.7,7.6,24.2
2.8,5.7,24.21
2.7,5.0,24.2
2.7,4.2,24.18
2.7,4.2,24.16
2.8,5.0,24.15
2.9,5.1,23.09
2.8,5.0,22.93
2.8,4.3,22.87
2.9,4.1,17.19
3.0,4.4,12.69
3.3,5.1,5.2
3.5,7.0,0.27
4.2,8.6,0.06
4.8,11.8,0.18
5.6,13.9,0.05
6.1,16.5,0.07
6.7,18.4,0.04
6.8,20.2,0.03
7.3,20.8,0.07
8.0,20.8,0.09
16.5,19.9,5.34
22.3,17.3,16.2
21.4,13.2,21.19
13.3,14.6,30.47
13.6,14.6,30.62
12.2,14.0,44.78
12.7,13.4,50.47
13.7,13.3,56.86
15.5,12.5,57.98
18.3,12.2,57.96
20.2,11.6,57.95
23.6,11.5,67.74
26.1,11.4,68.92
29.4,11.0,68.98
29.4,11.0,68.92
29.0,10.9,68.9
28.6,11.0,67.17
28.3,10.9,60.33
27.9,10.7,55.07
28.0,10.5,55.06
26.9,11.0,55.17
26.3,11.4,55.13
27.4,12.2,55.1
29.5,12.2,55.09
27.9,12.0,55.11
23.2,11.5,55.09
21.9,11.2,55.13
18.0,11.1,55.1
13.0,11.1,55.08
7.3,11.2,55.0
5.3,11.5,55.0
3.9,11.9,52.36
3.5,12.1,50.22
3.3,12.3,44.73
3.0,12.5,41.24
2.7,12.7,40.05
2.7,12.8,40.07
2.7,12.8,39.91
2.7,12.4,39.21
2.6,12.2,39.07
2.6,12.2,37.25
2.6,11.8,31.59
2.6,11.4,29.95
2.7,10.6,27.5
2.7,9.9,26.57
2.6,9.2,26.54
2.7,8.8,26.54
2.8,7.9,26.56
2.9,7.2,26.57
2.9,6.4,25.13
3.0,6.2,24.62
3.1,5.7,24.49
3.3,5.4,20.99
3.5,4.7,18.08
3.7,4.2,15.49
3.8,4.1,11.15
4.3,4.9,9.25
4.6,6.1,8.95
5.1,9.9,8.86
5.8,12.2,8.96
6.2,15.1,8.88
7.1,16.8,8.99
7.8,18.7,8.96
9.3,19.5,13.93
10.5,20.2,22.62
13.1,20.5,31.1
15.3,20.5,35.7
17.7,20.5,35.94
17.4,20.6,37.72
15.0,20.5,38.13
13.4,20.6,41.61
12.7,20.6,41.61
13.2,20.3,41.62
15.5,20.7,41.63
18.1,20.7,41.59
21.2,20.5,41.56
22.3,20.4,41.66
22.4,20.4,41.77
23.0,20.0,43.42
25.8,20.0,43.42
28.6,19.9,43.34
33.0,19.8,43.4
34.7,19.8,47.06
35.7,19.9,47.1
35.0,19.4,47.26
35.1,17.9,47.26
35.1,16.3,47.21
34.7,14.1,48.88
36.2,13.4,48.87
35.3,14.0,49.02
36.2,14.1,52.2
36.2,15.8,53.24
35.4,16.4,53.2
34.9,17.0,53.14
34.6,17.2,53.22
35.0,17.5,53.15
34.8,17.6,53.16
35.5,17.8,53.16
36.0,17.6,53.19
36.6,16.9,53.17
36.6,16.3,53.14
36.0,15.4,53.17
36.3,15.0,53.17
35.1,14.4,53.17
34.4,14.1,53.18
33.4,13.9,53.26
31.5,14.3,53.25
30.8,14.9,53.17
30.0,15.2,53.21
30.1,15.8,53.18
29.9,16.7,53.17
29.0,17.2,53.26
28.4,18.0,53.17
27.1,18.6,53.28
27.2,19.2,59.1
27.2,19.7,59.63
27.8,19.7,59.62
26.4,19.3,59.66
25.3,18.3,59.61
20.3,17.6,59.62
15.6,16.6,59.48
8.8,16.1,59.49
5.8,17.0,59.5
3.9,18.1,59.5
3.6,17.5,59.34
3.3,16.9,59.32
3.2,17.1,59.31
3.1,17.7,58.48
3.1,18.0,57.04
3.1,17.2,57.01
2.9,16.9,57.01
2.9,17.9,56.97
2.9,17.6,51.37
2.9,18.0,47.99
2.9,17.4,47.98
2.9,16.0,47.9
2.9,15.6,47.97
3.0,15.7,47.94
3.0,15.9,48.0
2.9,16.1,47.93
2.9,16.1,44.77
2.9,16.0,44.64
2.9,16.0,39.09
2.9,15.8,37.13
2.9,15.5,31.41
2.9,14.9,26.87
2.8,13.9,26.92
2.9,13.1,26.9
2.8,12.2,26.92
2.7,10.1,26.86
2.7,8.3,26.85
2.7,6.1,26.91
2.7,5.3,26.86
2.6,4.6,26.85
2.5,4.1,12.74
2.5,4.3,5.15
2.5,5.0,2.78
2.6,4.5,0.04
2.8,4.2,0.12
3.0,4.4,0.06
3.4,6.5,0.18
4.0,7.9,0.1
4.1,8.8,0.05
4.6,9.6,0.18
5.2,12.0,0.15
5.9,13.4,0.03
6.2,14.5,0.14
6.9,11.0,0.11
7.6,7.1,0.7
8.7,6.9,3.82
9.5,6.5,18.22
11.5,9.4,29.52
13.1,18.2,38.16
14.2,19.7,40.57
16.0,20.2,43.27
17.0,19.5,43.32
15.5,19.1,43.29
15.3,18.7,43.25
16.0,19.0,43.22
13.7,19.8,43.21
13.8,21.4,43.28
13.8,22.8,43.27
13.5,25.7,43.02
13.4,28.2,42.8
13.4,29.3,39.29
13.2,30.5,39.34
13.3,31.0,39.01
13.3,30.6,37.24
13.4,30.4,33.23
13.6,29.5,33.11
13.8,28.9,33.06
13.8,28.5,32.96
14.3,27.6,33.06
14.5,27.1,33.05
14.8,26.1,33.18
14.7,24.8,33.13
15.5,24.1,33.1
21.6,23.2,33.14
13.0,22.2,33.15
12.4,21.4,33.08
11.8,20.6,33.18
10.9,19.2,33.09
9.5,18.5,33.12
8.3,17.8,33.13
6.7,17.2,33.09
5.6,16.5,33.12
5.0,16.6,33.05
4.2,15.5,33.04
3.9,14.2,33.02
3.4,13.1,27.0
3.2,11.6,15.59
3.3,10.5,15.44
3.4,9.1,15.47
3.7,8.2,15.46
4.0,6.7,15.45
4.4,5.9,15.37
4.5,4.7,19.25
4.9,4.1,33.13
5.1,3.6,35.52
4.9,3.5,35.41
4.9,3.6,35.33
5.0,3.5,35.25
5.0,3.6,33.65
5.1,3.7,33.51
5.0,3.8,24.22
5.1,4.0,13.78
5.2,4.5,13.69
5.8,5.2,13.59
6.2,6.5,13.57
6.4,8.6,13.69
6.8,9.4,13.7
7.0,10.3,13.95
7.3,10.7,21.87
7.5,11.5,22.59
7.9,12.0,27.07
8.5,12.8,34.83
9.9,13.1,37.38
11.0,13.1,37.47
12.3,12.7,35.42
12.4,11.5,24.98
11.9,10.7,23.82
11.3,9.8,23.82
10.6,9.5,23.82
10.3,9.6,28.07
11.9,9.5,38.04
13.9,10.3,38.39
17.5,11.1,41.23
19.1,13.0,41.43
20.0,14.2,41.19
20.0,15.7,34.84
20.5,16.0,33.38
22.2,15.7,33.2
25.1,14.7,33.08
28.8,12.6,33.42
31.6,10.5,37.12
34.0,11.5,40.55
34.7,14.0,41.02
35.4,15.1,41.23
35.1,15.9,41.14
35.9,16.2,41.28
35.7,16.2,41.16
36.9,16.1,41.13
37.1,16.1,41.12
37.7,16.0,41.17
37.7,15.8,45.2
38.8,15.6,46.07
38.9,15.5,46.02
38.1,15.6,46.0
38.6,15.6,46.02
37.7,15.6,46.03
37.9,15.7,46.0
38.1,15.7,50.04
37.8,15.8,50.22
36.1,15.9,50.24
36.1,15.9,50.17
35.2,15.9,50.19
34.1,15.8,50.2
32.4,16.0,50.12
30.1,16.1,50.14
29.0,16.1,49.86
28.0,16.1,49.85
27.6,16.2,49.82
27.3,16.1,49.76
26.4,16.1,45.49
26.4,16.2,44.43
25.8,16.4,43.51
26.2,16.5,43.24
27.0,17.3,43.3
26.6,17.7,43.29
25.5,18.7,43.28
21.7,18.7,43.34
17.5,18.7,39.33
11.2,18.6,39.29
7.9,18.6,39.24
4.9,18.2,39.25
4.0,17.7,39.43
3.4,17.3,39.62
3.3,16.7,42.41
3.2,16.5,42.42
3.0,15.8,42.24
3.0,15.2,42.0
3.0,14.9,33.66
3.0,14.5,33.36
3.0,14.1,31.67
2.9,13.5,29.32
2.9,13.1,29.42
3.0,12.5,29.33
3.0,12.1,24.2
2.9,11.4,16.0
2.8,10.5,10.6
2.9,8.3,8.9
2.9,6.2,6.52
3.1,4.5,5.86
3.2,4.0,5.9
3.3,3.8,5.96
3.6,4.2,5.86
3.9,4.1,5.87
4.2,3.9,5.89
4.5,3.9,5.93
4.8,4.3,5.89
5.1,5.3,5.9
5.4,6.0,5.85
5.8,6.7,6.01
5.9,7.8,5.95
6.4,8.6,5.86
6.8,9.2,5.96
7.6,9.8,5.83
8.0,10.8,5.82
9.1,11.2,5.82
10.0,11.7,6.02
13.8,11.7,6.36
22.2,11.4,23.35
26.6,10.3,27.45
22.6,9.1,38.36
28.2,9.5,39.86
27.4,10.2,44.13
24.0,10.3,44.94
25.7,10.6,44.97
29.6,10.7,46.74
33.5,10.8,46.99
38.2,10.7,46.99
40.3,10.7,46.96
40.9,10.7,47.01
41.1,10.4,46.97
41.5,10.0,46.99
41.2,9.8,46.99
40.6,9.4,47.06
41.5,9.3,46.94
42.2,8.7,46.93
41.1,8.4,46.94
40.4,8.1,46.94
39.4,7.9,46.92
38.1,7.8,46.94
36.3,7.7,46.97
36.3,7.9,46.96
36.4,8.2,46.94
32.6,8.6,47.1
24.2,8.9,46.95
18.3,9.0,46.93
10.3,8.9,47.05
6.9,8.7,46.94
4.4,8.6,46.97
3.8,8.5,46.94
3.3,8.5,46.75
3.2,8.7,44.83
3.0,8.9,39.85
2.9,9.3,37.77
2.9,9.7,36.63
2.9,9.9,36.07
2.9,10.2,36.11
2.8,10.3,34.2
2.7,10.4,30.85
2.7,10.4,30.84
2.7,10.1,27.04
2.7,9.8,25.58
2.6,9.4,25.58
2.6,9.1,25.58
2.6,8.3,25.57
2.6,7.7,24.76
2.7,7.2,24.6
2.7,6.8,21.39
2.7,6.2,16.51
2.9,5.7,12.19
3.1,5.2,6.12
3.5,4.7,3.57
3.7,3.8,1.19
4.2,3.9,1.22
4.4,5.3,1.31
4.8,7.3,1.15
5.1,9.7,1.05
5.4,13.1,1.31
5.9,15.0,1.14
6.3,17.5,1.11
7.3,19.0,1.15
7.9,20.5,1.56
9.0,21.2,23.68
9.8,21.5,38.59
10.0,21.3,42.59
10.2,21.9,44.46
12.1,22.2,46.12
13.4,22.5,44.29
15.0,22.6,38.16
15.8,23.1,34.02
17.0,23.2,33.96
17.9,23.2,34.34
20.3,23.1,34.32
23.1,22.9,34.32
26.5,22.8,37.24
28.5,22.4,40.97
30.0,23.0,41.04
30.3,22.4,41.1
30.4,21.9,41.04
30.8,21.1,41.07
30.7,19.6,40.85
30.6,16.7,37.69
30.8,15.1,36.19
31.2,14.9,36.16
31.4,17.0,36.08
32.2,18.0,36.04
32.8,18.7,36.09
33.1,18.7,38.11
33.8,18.7,39.64
33.9,18.8,44.84
34.3,18.7,45.28
34.4,18.4,45.36
34.1,17.5,45.26
34.2,16.8,45.25
33.4,15.9,45.29
33.5,15.4,45.27
32.9,15.1,45.28
31.6,15.0,45.27
29.8,15.7,45.27
28.1,16.0,45.35
27.7,16.8,45.26
27.7,17.5,45.26
27.8,18.2,45.29
27.6,18.8,45.26
26.4,19.7,45.34
25.5,20.3,45.29
25.6,21.4,46.39
25.6,21.6,46.68
25.2,21.9,46.62
23.9,22.0,46.51
21.5,21.5,39.86
18.4,20.4,38.52
14.1,19.3,38.46
10.6,17.5,38.45
6.5,17.7,38.46
4.9,19.7,38.5
3.8,18.4,38.46
3.5,18.0,38.48
3.3,17.5,36.3
3.1,17.0,36.26
3.1,17.9,36.25
3.1,16.6,36.23
3.1,17.4,36.26
3.0,16.9,36.23
3.0,16.8,36.2
3.0,13.8,36.32
3.0,13.1,36.22
3.0,12.7,36.27
2.9,12.2,36.01
2.9,12.0,31.93
2.9,11.6,31.95
2.9,11.1,31.96
2.8,10.3,32.03
2.8,9.9,31.91
2.8,9.3,32.04
2.7,8.7,27.5
2.9,7.6,25.49
2.8,6.6,24.75
2.6,5.0,23.91
2.6,4.4,24.08
2.7,3.8,20.55
2.8,3.6,20.72
2.7,3.8,20.64
2.9,4.2,20.54
3.0,4.1,17.63
3.2,3.9,16.35
3.5,3.8,16.37
3.7,4.0,16.43
3.7,5.0,16.31
4.1,5.7,16.37
4.4,6.5,16.3
4.7,6.8,16.3
4.8,7.9,16.33
5.1,8.6,16.28
5.7,9.7,13.19
6.0,10.7,11.67
6.2,10.2,11.63
6.4,7.6,10.26
6.7,6.7,8.73
6.9,6.1,8.51
7.6,6.2,8.57
8.3,6.4,8.51
9.3,13.1,8.52
9.5,19.8,8.53
9.9,21.0,8.61
10.3,22.6,8.56
10.9,22.5,8.63
11.1,24.4,8.57
11.8,28.6,8.54
12.1,32.8,8.75
12.2,33.4,8.78
12.7,31.8,8.87
13.4,29.9,8.89
13.5,29.7,8.89
13.2,29.6,8.88
13.3,29.3,8.87
13.1,29.5,9.54
13.2,28.0,9.54
15.3,25.5,9.59
15.9,23.1,9.65
23.8,20.7,9.52
15.7,19.1,9.59
16.6,15.8,9.6
17.5,14.1,9.64
18.3,11.8,9.61
18.3,10.8,26.03
18.9,8.8,27.26
18.8,8.0,27.13
18.5,7.2,27.1
18.0,6.6,27.08
18.2,5.8,27.15
18.3,5.4,27.1
16.2,4.9,26.92
14.1,4.6,23.85
13.1,4.1,21.89
12.4,3.7,21.89
11.8,3.4,21.91
10.1,3.3,21.93
8.4,3.3,21.98
7.7,3.2,22.01
7.6,3.4,18.94
8.3,3.5,18.79
8.7,3.7,18.71
9.4,4.2,18.72
10.1,4.7,18.68
11.0,6.0,18.68
12.0,6.5,19.18
12.3,7.3,25.72
11.4,7.6,30.92
9.8,7.9,30.69
8.5,8.1,30.69
8.7,8.5,30.74
10.4,8.8,30.7
12.5,9.2,30.7
16.4,9.3,30.73
18.2,9.2,30.71
17.9,8.9,30.64
14.1,8.4,30.42
10.1,8.1,30.49
10.2,7.8,29.24
14.1,7.7,26.49
18.0,7.8,26.47
23.4,7.9,26.55
27.6,8.2,26.51
26.2,9.7,26.48
24.9,10.8,26.87
28.7,10.5,32.09
42.4,9.3,37.08
49.7,8.1,37.13
54.1,8.1,38.42
55.2,8.9,38.39
56.3,9.6,38.33
56.0,10.6,38.41
58.0,10.9,38.35
59.0,11.1,38.34
60.6,11.1,38.35
61.4,11.2,38.35
62.7,11.1,38.35
62.4,10.9,38.32
64.9,10.9,38.34
65.4,10.8,38.46
66.1,10.8,38.4
66.9,10.6,38.34
69.2,10.4,38.4
69.6,10.5,38.35
70.8,10.3,38.39
72.4,10.3,38.37
72.7,10.1,38.33
74.8,9.9,38.33
75.2,9.7,38.35
75.2,9.6,47.51
73.4,9.5,48.84
68.8,9.5,51.11
64.4,9.4,55.19
65.8,9.4,60.93
61.2,9.4,65.55
61.4,9.3,67.72
60.9,9.6,67.78
47.4,10.0,67.76
55.3,10.4,61.42
59.6,10.8,57.03
61.5,10.7,57.02
55.0,10.5,53.16
41.1,10.5,50.72
19.0,10.6,50.75
10.8,10.4,50.73
7.6,10.2,47.26
5.7,10.1,47.08
5.0,9.9,47.1
4.5,9.8,47.05
4.2,9.6,41.28
3.8,9.3,38.41
3.7,9.1,27.1
3.5,9.0,24.54
3.4,8.6,24.47
3.3,8.1,24.5
3.4,7.5,24.46
3.4,7.1,24.5
3.3,6.4,38.08
3.3,6.0,50.04
3.3,5.6,55.17
3.2,5.4,54.73
3.1,5.2,42.8
3.1,5.0,22.38
3.0,4.5,8.25
3.1,4.0,7.98
3.1,3.5,7.84
3.2,3.6,7.83
3.2,3.8,7.83
3.5,3.6,6.31
3.9,3.4,0.24
4.3,3.7,0.03
5.3,4.3,0.05
5.9,5.4,0.05
7.0,6.2,0.03
7.7,7.3,0.04
8.6,7.8,0.1
9.4,8.9,0.04
11.2,9.9,0.08
12.7,11.2,0.09
14.5,11.7,0.03
16.5,12.2,0.1
19.7,12.4,0.03
22.2,11.3,0.09
25.8,10.6,9.5
29.1,12.1,30.71
33.7,12.1,41.77
35.3,11.7,44.93
35.0,11.6,44.96
34.3,11.2,53.78
34.1,11.0,56.52
35.0,10.6,56.55
35.4,10.1,56.52
35.4,9.8,56.55
34.5,9.2,56.53
33.9,9.0,56.55
33.0,8.7,56.55
31.7,8.7,56.46
30.9,8.8,53.95
30.7,8.9,53.93
29.7,9.5,51.44
21.6,9.8,51.44
17.2,10.2,51.51
11.1,10.2,51.49
8.4,10.0,51.47
5.3,9.7,51.49
4.1,9.5,51.51
3.3,9.4,51.49
3.1,9.7,51.48
2.9,9.8,51.49
2.9,10.4,51.5
2.8,10.6,51.56
2.8,11.1,51.47
2.7,11.3,51.51
2.8,11.5,51.48
2.7,11.7,51.56
2.6,11.9,51.51
2.6,12.1,51.49
2.6,12.0,51.47
2.6,12.2,51.51
2.6,12.2,51.49
2.5,12.2,51.47
