ir_L,ir_R,degree
3.2,4.4,17.82
3.4,3.8,17.83
3.8,3.7,17.8
3.9,3.8,17.8
4.0,4.0,17.72
4.1,4.3,17.7
4.3,4.6,17.73
4.5,6.1,6.68
4.9,7.6,4.81
5.1,10.3,0.11
5.6,11.6,0.03
6.2,12.7,0.11
7.0,13.3,0.06
7.5,14.1,1.91
8.2,15.0,9.81
9.2,14.9,16.23
10.5,11.3,22.83
12.8,10.3,34.72
14.5,9.7,46.53
17.5,9.7,50.31
19.4,9.6,51.77
21.3,9.6,51.77
21.2,9.8,51.76
17.7,10.0,51.72
14.7,10.8,51.63
13.4,11.4,50.26
15.0,12.8,46.14
18.3,13.7,46.18
20.0,15.0,45.97
21.0,15.7,43.81
21.0,16.1,43.64
21.2,16.1,43.62
22.7,15.5,43.73
25.7,14.8,43.63
28.2,13.1,43.66
29.2,12.0,43.68
28.8,11.4,43.66
29.3,12.1,43.65
29.2,13.5,43.66
29.3,16.1,43.77
29.7,17.2,43.68
29.5,18.2,43.52
30.0,18.4,43.67
30.3,18.6,43.66
30.4,18.5,43.64
30.8,18.3,43.71
31.1,18.5,43.64
31.3,18.4,43.71
31.7,18.3,43.64
31.6,18.3,43.79
32.0,18.2,43.68
31.3,18.2,43.66
31.3,18.2,43.7
31.7,18.2,43.68
31.7,18.1,43.64
31.0,18.0,43.67
30.4,17.9,43.71
30.7,17.8,43.71
29.8,17.6,43.78
28.2,17.7,44.09
27.0,17.7,45.58
26.5,17.7,47.19
26.2,17.8,47.18
25.7,17.7,47.18
25.1,17.6,47.11
25.0,17.6,47.08
25.3,17.6,47.14
25.8,17.6,47.12
26.1,18.5,48.18
26.6,18.6,53.34
26.7,19.1,59.15
26.3,18.7,60.57
24.7,18.8,63.16
15.4,19.1,63.28
9.3,19.5,62.89
4.5,19.3,52.09
3.8,18.9,45.17
3.3,18.2,41.66
3.2,18.2,41.51
3.1,17.9,36.79
2.9,16.7,28.08
2.9,15.8,24.13
3.0,15.0,22.77
2.9,13.5,22.72
2.9,12.5,22.81
3.0,11.2,22.79
3.0,10.1,22.84
3.1,8.6,22.81
3.1,7.5,22.82
3.1,5.8,22.77
3.3,4.7,22.79
3.4,3.9,22.81
3.6,3.6,22.82
3.7,3.8,22.83
4.0,4.0,22.73
4.1,4.0,22.87
4.4,3.8,22.91
4.4,3.8,22.83
4.7,3.8,22.8
4.9,4.2,22.97
5.3,4.6,21.92
5.5,5.5,12.8
5.9,6.0,10.38
6.0,7.0,9.44
6.7,7.7,8.13
7.2,8.1,8.15
7.5,8.7,3.23
8.5,9.3,0.03
9.3,10.0,0.05
11.0,10.2,0.08
13.2,10.5,0.3
23.8,10.5,18.04
27.3,9.6,20.27
27.8,8.5,36.1
38.8,8.7,39.84
30.9,8.9,42.16
25.0,8.9,52.41
29.0,9.0,52.52
32.3,9.0,59.89
42.4,8.8,63.04
48.4,8.8,70.95
49.3,8.8,76.31
47.1,9.1,83.19
44.0,8.9,83.56
43.9,8.8,80.17
38.8,8.8,71.07
34.3,8.8,71.07
31.8,8.6,71.06
27.4,8.2,60.62
23.2,7.8,59.36
15.7,7.7,49.83
11.3,7.3,45.8
6.3,7.2,42.38
4.8,7.2,42.37
3.7,7.3,42.33
3.2,8.1,41.42
2.9,8.6,36.56
2.9,8.9,36.47
2.8,8.7,36.52
2.8,8.4,36.53
2.8,8.4,36.45
2.7,9.0,36.42
2.7,9.5,32.75
2.7,10.2,31.43
2.7,10.4,29.85
2.6,10.7,26.31
2.6,10.6,26.17
2.6,10.3,26.07
2.6,9.9,25.9
2.6,9.7,17.6
2.6,8.9,17.41
2.7,8.1,15.37
2.9,6.9,15.39
3.1,6.1,15.54
3.3,5.3,15.56
3.5,5.1,15.38
3.7,4.5,15.54
4.0,3.9,13.13
4.3,3.5,11.65
4.8,4.0,11.64
5.0,5.2,11.56
5.8,7.1,11.63
6.3,9.6,11.57
7.0,10.8,11.65
7.5,12.7,11.66
8.5,14.0,11.62
9.6,15.1,11.62
11.3,15.8,11.75
12.9,16.6,15.95
14.9,16.6,16.17
14.9,16.8,16.37
15.3,16.4,30.42
16.3,16.0,38.24
17.1,15.8,41.59
18.6,15.5,43.25
21.9,15.4,44.76
29.5,15.3,44.81
34.7,15.1,44.86
33.1,15.1,44.94
29.5,14.8,44.75
31.5,14.8,45.6
38.8,14.5,45.68
48.9,14.2,45.7
52.9,13.7,46.89
54.7,13.1,48.28
55.9,12.0,49.53
54.1,11.1,50.04
54.1,10.5,50.03
54.0,10.6,50.06
55.4,11.2,50.06
56.3,11.5,50.04
56.7,12.0,50.03
57.0,12.2,50.04
57.0,12.4,50.11
56.9,12.6,50.05
56.8,12.7,50.04
57.2,12.6,50.09
58.5,12.6,51.27
58.5,12.2,51.58
59.6,11.7,51.71
60.3,11.0,55.47
60.5,10.7,56.05
60.7,10.5,55.98
60.5,10.5,56.33
60.4,10.6,57.59
58.7,10.7,57.99
54.8,11.0,57.98
52.3,11.2,60.08
49.8,11.6,60.2
48.6,11.9,60.87
48.4,12.2,61.16
45.3,12.6,61.19
44.7,13.0,61.15
39.4,13.1,61.16
40.7,13.1,61.11
44.1,12.9,60.14
44.4,12.8,55.58
43.0,12.3,55.59
36.7,11.9,50.6
27.1,11.7,50.74
12.4,11.4,50.7
7.8,12.0,50.68
5.2,12.4,50.7
4.6,12.1,50.69
4.2,11.7,50.64
4.1,11.8,50.6
3.9,11.8,50.63
3.7,11.4,50.63
3.5,11.8,50.59
3.5,11.5,50.6
3.3,11.2,50.59
3.3,11.4,46.59
3.2,11.5,46.29
3.2,10.9,43.62
3.1,10.0,40.81
3.2,9.5,39.53
3.1,9.4,39.25
3.0,9.2,33.41
3.0,9.0,32.89
3.1,8.6,29.41
3.0,8.2,29.28
2.9,7.6,26.6
2.9,7.2,21.66
2.8,6.2,16.28
2.8,5.2,16.28
2.9,4.3,16.33
2.9,3.4,16.29
3.1,3.2,16.21
3.5,3.5,16.3
3.9,3.4,16.24
4.2,3.3,7.78
4.8,3.3,0.05
5.5,3.9,0.05
6.5,4.3,0.2
7.3,4.9,0.04
9.2,5.5,0.06
10.7,6.3,0.03
12.8,5.9,3.5
14.3,5.0,19.43
17.2,4.7,30.86
18.6,4.6,38.12
20.6,5.7,40.96
21.0,7.3,44.46
21.6,7.9,45.07
20.6,8.7,45.18
19.8,9.1,45.17
19.4,9.4,43.5
19.0,9.8,34.58
18.6,10.0,25.89
19.0,10.5,23.08
20.4,11.1,22.71
22.4,12.8,27.45
25.0,13.1,36.71
26.4,12.9,38.23
25.9,12.8,41.24
26.5,12.7,41.13
26.7,12.7,41.39
27.1,12.7,43.44
27.3,12.6,43.73
26.3,12.6,43.74
26.6,12.6,43.74
37.2,12.5,43.71
40.0,12.3,43.7
44.7,12.3,43.63
16.6,12.3,43.73
12.7,12.1,43.71
7.7,11.9,43.72
5.3,11.9,43.7
3.9,11.9,43.68
3.3,11.9,43.8
2.9,11.8,43.7
2.8,11.4,43.66
2.9,11.8,43.67
2.8,12.0,37.09
2.7,12.1,35.61
2.6,12.8,32.58
2.7,13.4,32.66
2.7,12.9,32.65
2.6,12.0,32.66
2.6,11.4,32.68
2.6,10.6,32.67
2.6,9.9,32.68
2.8,9.4,32.71
2.8,9.0,32.74
2.5,8.5,32.64
2.5,7.8,32.74
2.7,7.1,28.82
2.7,6.8,26.33
2.6,6.2,25.39
2.6,5.9,25.25
2.7,5.2,22.07
2.8,4.6,17.01
3.1,3.9,12.19
3.2,3.8,10.34
3.0,3.7,8.84
3.1,3.6,8.91
3.3,3.7,7.74
3.3,3.9,4.99
3.3,4.2,4.43
3.4,4.8,0.32
3.5,5.5,0.06
3.6,7.5,0.03
3.8,10.0,0.03
4.1,14.6,0.03
4.2,16.8,0.02
4.4,19.3,0.06
4.4,21.4,0.1
4.3,21.6,0.03
4.3,21.7,0.04
4.3,21.5,0.06
4.4,21.6,0.02
4.3,21.6,0.09
4.4,21.9,0.09
4.3,21.9,0.03
11.7,16.0,0.04
11.8,15.9,0.12
13.3,15.9,0.07
16.4,14.7,0.12
19.3,10.5,0.03
23.8,9.3,0.04
25.0,8.3,31.36
27.5,8.3,57.39
26.5,8.5,75.03
43.9,8.6,98.57
33.2,9.1,100.0
16.9,9.7,100.0
21.9,10.5,100.0
31.2,11.0,100.0
20.0,11.6,75.95
23.8,12.0,69.04
29.0,12.4,71.9
24.8,12.4,74.93
28.8,12.4,74.97
32.4,12.4,83.47
30.0,12.1,98.69
27.2,12.3,100.0
23.9,12.5,99.99
21.1,13.7,74.94
17.1,14.8,48.89
15.9,17.6,37.93
15.4,19.5,32.76
15.3,22.2,32.97
15.8,23.0,32.74
15.9,24.0,32.76
16.4,24.3,28.41
16.3,24.8,29.11
16.4,24.9,42.68
16.4,25.3,39.83
15.3,26.2,21.84
14.9,26.6,7.25
16.5,26.3,4.01
17.5,27.2,1.28
19.6,25.9,17.82
21.0,23.7,27.34
22.3,22.6,27.27
22.8,22.2,29.94
23.6,21.4,44.41
24.0,22.0,47.2
23.8,23.0,51.36
23.8,23.6,51.33
23.5,23.8,51.27
22.7,23.4,51.29
21.8,23.8,51.27
18.8,24.7,51.33
16.4,24.5,51.26
11.9,23.8,51.3
9.1,23.7,51.25
5.7,23.0,51.23
4.4,22.9,51.23
3.4,22.6,51.23
3.0,21.5,51.23
2.7,20.8,48.74
2.8,19.9,40.25
2.7,19.6,17.28
2.6,18.9,0.44
2.5,17.7,0.46
2.6,15.8,0.46
2.7,13.2,1.02
2.8,12.1,1.35
2.7,10.6,1.3
2.8,8.5,1.32
3.0,5.0,1.4
3.5,4.0,1.39
3.7,3.6,1.32
4.3,4.1,1.37
4.8,4.1,1.37
5.7,3.9,1.37
6.9,4.0,7.39
8.5,4.6,10.3
9.1,5.5,13.0
9.8,6.0,13.45
9.7,6.8,13.2
10.5,7.2,13.25
10.8,7.8,13.24
11.6,7.8,13.3
12.2,8.2,13.21
13.0,8.5,21.59
13.5,8.8,32.78
14.1,8.9,36.15
20.2,9.0,43.09
17.3,9.1,44.06
15.4,9.2,44.12
23.7,9.2,44.09
23.5,9.3,38.44
22.3,9.4,31.96
27.7,9.3,29.6
35.1,9.1,29.56
34.0,8.7,35.87
26.2,8.0,45.48
32.1,8.0,45.97
36.3,8.2,46.02
41.0,8.4,45.97
41.9,8.7,45.99
42.2,9.0,46.03
41.8,9.2,45.97
42.8,9.1,46.05
42.6,9.0,45.96
43.0,9.0,45.96
43.3,8.6,45.95
43.9,8.5,46.0
43.2,8.2,45.97
41.5,8.0,46.04
40.3,7.7,45.98
39.1,7.3,45.95
36.5,7.1,45.96
34.9,6.8,45.7
32.6,6.7,45.62
28.7,6.7,45.63
20.0,6.7,44.06
14.7,7.1,44.06
7.9,7.4,44.03
5.5,7.7,44.03
3.9,7.9,44.03
3.5,7.9,32.2
3.2,7.8,28.66
3.1,7.4,26.73
3.1,7.8,25.97
3.0,8.6,26.2
3.0,8.9,25.93
3.0,9.0,26.07
3.0,8.7,26.04
3.0,8.3,25.96
3.1,7.8,25.93
3.1,7.1,24.99
3.3,6.6,23.45
3.3,6.0,23.54
3.5,5.6,23.55
3.5,5.3,23.53
3.6,4.8,23.57
3.9,4.6,23.59
4.1,4.1,23.63
4.4,3.7,23.5
4.6,3.2,23.44
4.9,3.3,20.78
5.2,3.9,20.79
5.5,4.6,19.83
5.7,6.5,18.14
6.0,7.6,18.21
6.3,9.6,18.23
6.7,10.5,18.17
7.0,12.2,18.19
7.6,12.8,18.19
8.1,14.1,18.74
9.9,14.6,25.29
11.7,15.2,32.23
15.9,15.5,35.41
18.9,15.8,35.39
21.2,16.0,35.34
20.8,16.3,37.49
22.3,16.3,40.03
26.5,16.6,43.31
31.8,16.7,43.81
33.8,16.9,43.87
34.0,17.1,43.92
34.5,17.1,43.56
34.5,17.3,39.22
33.7,17.5,33.84
33.4,17.4,32.58
35.0,16.9,31.88
35.9,15.2,32.22
37.0,13.3,32.82
39.2,12.2,32.91
42.0,13.3,32.89
43.0,14.1,34.05
45.4,14.2,36.82
47.1,14.0,39.02
49.0,13.9,39.04
49.6,13.3,39.08
51.2,12.5,41.02
52.7,11.5,41.01
52.0,11.2,41.0
53.1,10.9,44.65
53.3,11.0,48.18
52.9,11.3,50.63
50.6,11.6,51.68
47.5,12.0,52.98
45.4,12.4,53.08
44.1,12.6,54.85
43.8,13.0,55.63
43.1,13.3,56.5
41.6,13.8,59.44
41.8,13.9,63.26
38.4,14.0,64.6
38.9,13.9,65.28
38.5,13.8,65.3
36.9,13.8,65.3
26.8,13.8,64.44
10.9,13.3,64.45
6.1,13.2,64.5
4.1,13.5,64.44
3.6,13.7,64.43
3.4,13.5,63.72
3.4,13.6,63.78
3.3,13.8,63.73
3.1,13.9,63.76
2.9,13.4,63.75
2.9,13.3,63.72
2.9,14.0,59.87
2.9,14.0,55.51
2.8,14.2,50.88
2.8,13.7,50.71
2.8,13.1,50.72
2.8,13.0,44.14
2.8,13.5,40.93
2.8,13.4,33.59
2.8,13.7,32.18
2.9,13.6,27.62
3.0,13.3,27.51
3.0,13.0,25.48
2.9,12.5,21.28
2.9,11.9,21.2
2.9,10.4,21.19
2.8,9.3,21.26
2.7,6.9,12.17
2.7,5.6,12.1
2.6,4.4,12.11
2.6,3.8,12.35
2.7,4.3,12.29
2.7,4.4,12.15
2.7,4.0,12.09
3.0,3.9,12.15
3.1,4.4,6.15
3.6,5.3,5.07
3.8,6.4,0.07
4.1,7.3,0.08
4.9,8.2,0.12
5.2,9.8,0.03
6.0,11.2,0.03
6.6,11.1,0.35
7.7,7.8,0.31
8.2,6.4,1.71
9.3,6.4,7.49
10.1,6.3,7.68
11.8,10.9,9.57
13.7,18.0,14.79
16.6,17.7,22.37
18.4,15.5,32.16
16.7,16.8,38.62
16.9,19.2,46.69
17.2,20.3,46.79
17.4,21.2,47.53
17.5,21.6,47.56
17.4,21.9,47.52
17.3,22.3,47.51
17.2,21.9,47.56
17.2,21.3,47.53
17.0,21.6,47.58
17.3,21.7,47.54
17.2,21.5,47.5
17.4,21.2,47.57
17.3,21.6,47.55
16.8,21.9,47.54
16.5,22.1,47.53
16.5,21.7,47.54
16.9,21.5,47.52
18.7,21.5,47.58
17.3,21.6,47.3
22.3,21.6,45.06
9.5,21.2,42.56
8.0,20.7,42.14
5.8,21.1,42.12
4.5,21.1,42.16
3.5,21.0,42.14
3.1,21.0,42.16
2.8,20.8,42.2
2.6,20.8,42.18
2.6,20.9,42.15
2.5,21.2,40.79
2.5,21.0,30.78
2.6,23.3,22.1
2.4,22.9,21.89
2.4,21.4,17.62
2.5,17.2,17.26
2.5,14.6,17.24
2.5,11.9,17.24
2.5,10.5,15.19
2.6,8.6,14.69
2.8,7.3,13.7
3.1,5.8,12.39
3.4,4.9,12.37
3.5,4.0,12.33
3.8,3.8,12.46
4.1,3.7,12.4
4.6,3.8,10.5
5.1,4.4,9.08
5.8,5.1,8.95
6.2,7.2,9.02
7.3,8.6,9.08
8.0,10.4,9.03
9.6,10.8,9.19
10.5,11.1,9.54
10.9,11.8,9.62
12.8,12.3,23.17
15.0,12.7,30.07
13.7,12.4,32.02
12.2,10.8,35.78
11.9,10.1,37.13
12.9,9.5,37.16
16.1,9.3,37.17
19.3,9.1,37.16
21.9,9.1,37.16
21.0,9.2,37.19
16.4,9.1,37.2
13.6,9.4,37.11
13.7,10.0,37.03
15.8,11.5,34.41
20.1,12.5,28.96
23.1,13.4,28.87
26.7,13.2,28.96
27.8,11.5,28.97
27.3,9.6,30.21
27.2,8.8,39.9
34.0,10.1,41.92
42.9,11.4,46.88
47.7,11.8,50.76
50.3,12.2,54.04
52.1,12.3,58.04
53.0,12.3,70.89
51.4,12.4,80.15
50.4,12.5,80.52
48.0,13.2,80.33
44.4,13.5,65.59
43.8,13.7,65.53
42.1,13.6,54.89
40.5,14.2,54.82
40.8,13.9,54.86
41.0,14.1,54.92
41.6,14.1,54.87
42.2,14.0,54.95
42.4,13.9,54.88
42.3,13.7,54.89
41.5,13.7,54.87
40.9,13.6,54.91
38.6,13.7,54.92
36.6,13.6,54.94
34.7,13.6,54.9
33.7,13.6,54.9
33.3,13.7,54.92
32.7,13.6,54.91
32.4,13.6,54.92
32.1,13.5,54.89
30.8,13.5,54.93
30.9,13.6,54.86
31.8,14.0,54.93
32.5,14.4,54.83
32.8,15.0,54.87
33.2,15.1,54.87
31.8,15.0,54.85
25.2,14.9,54.84
18.9,14.8,54.86
10.0,14.8,54.85
6.7,14.6,54.82
4.4,14.1,54.83
3.9,13.6,54.8
3.5,13.6,54.85
3.4,13.2,54.77
3.3,12.8,54.78
3.3,12.3,49.65
3.2,11.9,41.81
3.1,11.7,40.02
3.1,11.4,40.01
3.1,11.1,40.01
3.1,11.0,40.0
3.1,10.8,30.44
3.1,10.6,22.44
2.9,9.9,15.84
3.0,9.2,15.81
3.0,8.3,15.84
3.0,6.1,15.79
3.0,4.9,16.08
3.2,3.9,15.83
3.5,3.5,15.81
3.9,3.9,16.0
4.3,3.8,15.87
4.4,3.6,15.77
4.8,3.7,15.9
5.1,4.2,9.94
5.5,4.6,0.15
5.8,5.6,0.04
6.4,6.6,0.04
6.9,7.6,0.03
7.9,7.9,0.03
8.4,8.7,0.04
10.2,9.2,3.96
12.0,9.6,7.81
25.3,9.8,11.2
32.9,9.5,19.32
38.1,8.4,32.07
32.8,7.8,51.92
36.9,8.0,64.1
37.1,8.5,67.5
30.1,8.7,69.54
36.2,9.0,69.56
42.5,9.2,69.14
46.5,9.3,59.87
46.0,9.6,57.55
45.0,9.6,57.59
44.3,9.6,57.63
43.8,9.5,57.58
44.5,9.4,57.59
43.8,9.2,57.61
43.5,9.0,57.65
41.1,8.8,57.64
40.1,8.4,57.59
37.3,8.1,57.66
35.2,7.8,57.67
32.1,7.5,57.68
30.2,7.2,57.66
24.6,7.2,57.65
19.5,7.2,57.66
11.6,7.3,57.66
7.7,7.8,57.58
4.7,8.0,55.07
3.9,8.3,54.82
3.3,8.4,48.56
3.2,8.3,45.04
3.1,8.1,43.62
2.9,8.0,39.02
2.9,8.0,33.35
2.9,8.5,32.28
2.9,8.8,28.26
2.8,9.3,14.84
2.7,9.7,9.54
2.7,9.6,9.57
2.9,8.5,9.7
3.0,7.7,9.56
3.2,6.4,9.62
3.6,5.7,9.52
3.9,4.8,9.91
4.2,4.5,14.33
4.5,3.9,14.39
5.0,3.5,16.9
5.2,3.2,35.83
5.8,3.6,37.05
6.1,4.0,37.01
6.6,4.3,41.7
6.9,5.1,42.73
6.9,5.5,42.71
6.7,6.1,42.66
6.1,6.6,41.63
5.9,7.3,40.15
6.1,7.6,37.21
6.3,8.5,37.17
6.9,9.1,36.28
7.3,10.2,33.44
7.9,10.8,33.45
8.3,11.9,33.47
9.0,12.8,33.55
9.4,13.7,32.76
10.0,15.2,21.97
11.0,16.2,13.33
12.0,18.7,11.76
14.4,20.0,11.92
16.4,21.1,11.64
20.2,21.5,11.69
22.9,21.5,12.39
26.9,21.2,32.79
30.2,20.5,40.28
33.0,20.2,48.56
33.3,20.2,51.22
32.1,20.2,52.83
31.1,20.1,52.78
31.2,19.8,52.78
31.4,17.6,52.89
31.2,16.0,52.84
31.7,14.3,52.8
31.9,14.1,52.82
31.9,15.4,52.82
31.2,16.3,52.79
31.6,17.4,52.81
31.1,18.0,52.79
30.0,18.4,52.77
30.5,18.8,52.77
29.7,19.0,52.78
30.0,19.4,52.81
29.6,19.8,52.78
28.8,19.7,52.79
28.4,19.5,52.82
27.8,18.9,51.81
26.8,18.0,50.18
25.4,17.2,46.35
24.5,16.5,46.29
24.2,16.3,46.34
24.0,16.3,46.32
23.8,17.1,46.35
23.3,17.9,46.33
22.7,19.2,46.38
22.3,20.0,46.36
22.1,20.9,46.28
22.0,21.8,46.36
22.1,23.0,46.3
21.5,23.5,46.34
20.1,23.8,46.32
16.8,24.2,46.3
13.7,24.1,46.32
10.1,23.3,46.33
5.7,23.0,46.31
4.3,22.2,46.35
3.3,21.7,40.82
3.1,21.8,40.81
2.9,22.7,40.82
2.9,22.1,40.82
2.9,21.1,40.78
2.9,21.4,40.91
2.9,21.9,40.87
2.8,22.4,40.82
2.8,22.2,40.87
2.8,22.4,40.82
2.8,21.8,40.79
2.8,22.3,40.87
2.8,22.3,31.79
2.8,19.7,30.11
2.8,18.8,30.15
2.8,18.3,30.09
2.9,17.5,30.08
2.8,16.2,29.87
2.8,15.5,23.31
2.8,14.1,22.91
2.8,13.1,22.95
2.7,12.2,22.99
2.7,10.2,23.2
2.6,8.2,23.07
2.6,5.6,23.18
2.6,4.7,23.21
2.6,4.1,23.02
2.6,3.8,23.01
2.7,3.7,21.35
2.8,4.1,10.99
2.7,4.5,5.22
3.1,4.2,0.12
3.3,4.0,0.03
3.8,4.2,0.03
4.2,5.7,0.09
5.0,6.9,0.02
5.6,7.8,0.03
6.4,8.6,0.09
7.2,10.2,0.02
8.3,10.7,3.12
9.0,8.3,15.57
10.1,6.7,27.63
10.8,6.4,36.05
11.4,6.1,39.19
11.5,5.9,40.73
11.7,5.6,40.98
12.0,5.7,33.79
12.3,7.0,19.79
12.8,9.5,13.48
13.7,14.9,13.19
18.2,15.5,29.97
18.7,14.1,37.8
17.5,14.6,41.24
17.5,16.4,41.51
17.7,17.6,41.44
17.7,19.6,41.42
17.8,20.2,41.39
17.8,20.9,41.45
17.5,21.2,41.5
17.4,21.3,41.47
17.4,21.1,41.45
17.5,20.7,41.43
17.6,20.9,41.4
17.3,20.8,41.46
17.4,20.5,41.49
17.3,20.5,41.4
17.2,20.7,41.38
16.8,20.8,41.39
16.7,20.8,41.37
18.7,20.5,41.32
16.6,20.4,41.2
23.6,20.4,41.17
9.8,20.5,41.15
7.0,20.1,37.19
5.7,19.9,37.21
4.3,19.7,37.1
3.6,19.4,37.13
3.0,19.3,37.12
2.8,19.1,37.23
2.7,18.9,37.09
2.7,18.6,37.14
2.6,18.8,29.79
2.5,20.5,26.61
2.5,19.6,26.6
2.6,17.6,26.59
2.6,16.1,26.55
2.4,13.8,26.57
2.4,12.6,20.78
2.5,10.9,16.24
2.6,9.6,15.26
2.6,7.8,9.65
2.7,7.0,9.59
2.9,5.7,9.59
3.2,4.7,9.61
3.4,4.1,9.59
3.6,3.7,9.59
4.1,3.7,9.56
4.4,4.0,9.66
5.0,4.4,9.81
5.3,5.3,9.7
6.2,6.8,9.63
6.8,9.3,9.72
8.3,10.4,9.7
9.6,11.1,16.75
11.0,11.5,24.25
12.1,12.3,32.21
12.8,12.7,32.2
11.9,13.1,32.24
10.5,13.0,32.19
9.9,12.3,32.19
10.9,11.5,32.2
12.2,10.4,32.26
15.8,9.8,32.21
18.0,9.4,32.19
20.3,9.2,32.22
19.6,9.2,32.34
16.8,9.2,38.44
14.7,9.7,41.39
13.9,10.4,41.41
15.3,11.1,43.36
17.5,12.3,44.54
21.5,13.0,44.64
23.3,14.0,44.62
23.0,14.5,45.84
22.2,14.8,46.66
23.3,14.7,46.68
24.7,14.1,46.58
29.0,13.4,44.43
30.9,12.0,44.34
31.8,11.2,44.31
32.2,10.8,43.09
31.6,11.2,42.08
31.4,12.9,39.97
31.8,14.3,39.85
31.2,16.0,39.83
31.8,16.5,39.9
31.9,17.0,39.9
32.7,17.0,39.85
32.3,17.0,39.81
33.3,17.0,39.83
33.4,17.0,39.81
33.2,16.9,39.81
33.5,16.9,39.84
33.3,16.8,39.86
34.1,16.8,39.9
33.9,16.9,39.85
33.5,16.8,39.82
33.7,16.9,39.85
32.2,16.9,36.78
31.5,16.8,33.58
31.2,16.7,33.43
32.3,16.0,33.47
32.2,15.5,33.59
32.2,15.1,38.19
31.3,14.7,41.18
31.5,14.7,44.07
31.1,14.7,45.16
30.9,14.8,45.14
30.0,15.0,45.25
29.6,15.7,45.15
29.9,15.9,45.14
29.9,16.5,45.19
30.8,16.8,45.19
30.7,16.6,45.09
28.2,16.3,45.1
23.4,16.5,45.11
16.8,16.4,45.12
9.1,16.2,45.14
6.0,15.9,45.2
4.2,15.8,45.14
3.6,15.3,45.07
3.4,14.9,44.98
3.3,14.4,44.98
3.2,13.9,45.01
3.2,13.4,44.96
3.1,13.4,44.95
3.0,13.3,44.96
3.0,13.2,44.96
3.0,13.1,44.94
2.9,13.2,45.01
2.9,13.1,41.72
2.8,13.1,41.08
2.9,12.9,41.06
2.8,12.8,37.12
2.7,12.6,30.89
2.8,12.2,26.82
2.8,11.3,24.83
2.8,10.5,21.25
2.8,8.6,14.76
2.7,7.0,11.36
2.7,5.5,7.99
2.8,4.3,8.03
3.0,4.0,8.15
3.1,4.6,8.01
3.5,4.2,8.19
3.7,4.0,8.06
4.1,4.1,8.05
4.5,5.1,8.02
5.0,6.1,8.08
5.2,7.9,8.01
5.7,8.9,8.09
5.9,10.3,8.04
6.5,10.9,8.37
6.7,12.1,15.32
7.4,12.7,19.23
7.7,13.5,23.21
9.3,13.7,30.14
9.6,13.9,30.49
14.5,14.0,30.52
17.3,14.0,31.85
18.1,13.8,31.91
20.9,13.4,37.32
27.8,12.6,47.0
23.8,11.7,56.18
22.0,11.4,59.27
19.6,11.4,59.53
20.8,11.7,59.55
22.9,12.2,59.23
23.8,13.1,50.5
24.0,13.7,41.34
23.9,14.4,37.41
24.0,14.6,34.16
24.1,14.8,33.95
24.8,14.7,34.02
25.6,14.5,39.27
26.6,14.1,47.66
26.3,13.5,48.3
26.6,13.1,48.28
26.5,12.4,48.25
26.1,11.8,48.24
25.7,11.1,48.27
25.1,10.7,48.24
24.5,10.4,48.29
23.2,10.4,48.23
22.9,10.2,48.23
19.2,11.2,48.2
15.6,11.9,48.24
10.5,12.4,48.28
7.6,12.7,48.21
4.8,12.6,48.23
3.8,12.2,48.04
3.1,12.0,45.71
2.9,11.9,38.3
2.8,12.1,33.98
2.8,12.5,31.28
2.6,13.2,30.62
2.6,13.5,30.58
2.7,13.6,30.61
2.7,13.4,30.62
2.6,12.8,30.65
2.5,12.5,30.59
2.6,11.8,30.56
2.6,11.2,30.55
2.6,10.6,30.64
2.6,10.1,30.64
2.6,9.4,30.58
2.7,8.8,30.58
2.8,8.0,30.55
2.9,7.6,30.54
2.8,7.1,30.61
2.8,7.0,30.73
2.9,6.4,30.62
3.0,5.9,23.02
3.1,5.6,15.5
3.3,5.2,14.66
3.5,4.3,7.55
3.8,4.1,0.82
4.1,5.5,0.03
4.6,7.0,0.03
5.0,11.4,0.11
5.7,13.6,0.05
6.1,15.5,0.12
6.8,18.5,0.07
7.8,19.3,5.95
8.5,20.2,20.15
10.4,20.2,33.91
12.1,20.5,35.64
15.0,20.5,39.91
16.6,20.7,41.2
17.2,20.9,41.21
16.2,21.3,40.87
13.7,21.3,35.57
12.2,21.2,34.95
12.3,21.3,35.04
13.1,20.8,35.42
15.7,20.7,36.27
18.2,20.4,38.13
22.6,20.1,38.15
23.7,19.9,40.8
23.5,19.7,45.62
24.4,19.7,48.23
27.6,19.7,48.22
30.0,19.8,48.22
33.1,19.9,48.29
35.2,19.9,48.19
35.9,19.4,48.29
35.5,18.7,48.18
36.0,16.6,48.19
35.0,15.0,48.21
35.8,13.4,48.18
36.0,13.3,48.2
36.3,14.5,48.18
36.3,15.3,48.2
35.5,16.1,48.28
35.1,16.6,48.29
35.5,17.1,48.24
35.6,17.5,48.31
35.6,17.5,48.21
36.0,17.7,48.22
36.0,17.6,48.28
36.4,17.4,48.24
37.2,17.1,48.2
36.3,16.2,48.19
36.2,15.5,48.2
35.9,14.8,48.22
35.3,14.4,48.18
34.7,13.9,48.21
33.6,13.9,48.23
32.0,14.1,48.21
31.1,14.5,48.2
30.1,15.2,48.2
30.1,16.0,48.2
29.1,16.6,48.2
28.6,17.1,48.19
28.1,18.1,48.22
27.8,18.5,48.21
27.1,19.2,48.17
